index,Text,pos_tagged_words,new_languages,words_list,new_text,scores,compound,sentiment_vader
67199,that's ridiculous. lisa herself said fan sign that she had been vaccinated. it was not covid-19 when it was turn other members. members should be treated equally.#ygletlisadoherjob #justiceforlisa,"[('that', 'DT'), ('is', 'VBZ'), ('ridiculous', 'JJ'), ('lisa', 'NNS'), ('herself', 'PRP'), ('said', 'VBD'), ('fan', 'NN'), ('sign', 'NN'), ('that', 'IN'), ('she', 'PRP'), ('had', 'VBD'), ('been', 'VBN'), ('vaccinated', 'VBN'), ('it', 'PRP'), ('was', 'VBD'), ('not', 'RB'), ('couid', 'JJ'), ('nineteen', 'NN'), ('when', 'WRB'), ('it', 'PRP'), ('was', 'VBD'), ('turn', 'VB'), ('other', 'JJ'), ('members', 'NNS'), ('members', 'NNS'), ('should', 'MD'), ('be', 'VB'), ('treated', 'VBN'), ('equally', 'RB'), ('i', 'JJ'), ('ygletlisadoherjob', 'VBP'), ('justiceforlisa', 'NN')]",ENGLISH,"['ridiculous', 'lisa', 'say', 'fan', 'sign', 'vaccinate', 'not', 'couid', 'nineteen', 'turn', 'member', 'member', 'treat', 'equally', 'ygletlisadoherjob', 'justiceforlisa']",ridiculous lisa say fan sign vaccinate not couid nineteen turn member member treat equally ygletlisadoherjob justiceforlisa,"{'neg': 0.081, 'neu': 0.844, 'pos': 0.075, 'compound': -0.0516}",-0.0516,negative
67233,stop spread now than regret latter. those vaccinated saving their lives others increasing more death. get vaccinated good health right now before covid-19 virus contract ourselve loved ones.,"[('stop', 'JJ'), ('spread', 'NN'), ('now', 'RB'), ('than', 'IN'), ('regret', 'JJ'), ('latter', 'NN'), ('those', 'DT'), ('vaccinated', 'VBN'), ('saving', 'VBG'), ('their', 'PRP$'), ('lives', 'NNS'), ('others', 'NNS'), ('increasing', 'VBG'), ('more', 'JJR'), ('death', 'NN'), ('get', 'NN'), ('vaccinated', 'VBN'), ('good', 'JJ'), ('health', 'NN'), ('right', 'RB'), ('now', 'RB'), ('before', 'IN'), ('couid', 'NN'), ('nineteen', 'JJ'), ('virus', 'NN'), ('contract', 'NN'), ('ourselves', 'PRP'), ('loved', 'VBD'), ('ones', 'NNS')]",ENGLISH,"['stop', 'spread', 'regret', 'latter', 'vaccinated', 'saving', 'life', 'other', 'increase', 'death', 'get', 'vaccinate', 'good', 'health', 'right', 'couid', 'nineteen', 'virus', 'contract', 'loved_one']",stop spread regret latter vaccinated saving life other increase death get vaccinate good health right couid nineteen virus contract loved_one,"{'neg': 0.236, 'neu': 0.59, 'pos': 0.174, 'compound': -0.3384}",-0.3384,negative
67240,people have died after taking both doses too because they were more prone risk. but that doesn’t mean i invite infection. uc company has no details two men who accompanied main guy who was single vaccinated.,"[('people', 'NNS'), ('have', 'VBP'), ('died', 'VBN'), ('after', 'IN'), ('taking', 'VBG'), ('both', 'DT'), ('doses', 'NNS'), ('too', 'RB'), ('because', 'IN'), ('they', 'PRP'), ('we', 'PRP'), ('are', 'VBP'), ('more', 'RBR'), ('prone', 'JJ'), ('risk', 'NN'), ('but', 'CC'), ('that', 'IN'), ('doesn', 'VBP'), ('i', 'JJ'), ('i', 'VBP'), ('mean', 'VBP'), ('i', 'JJ'), ('invite', 'JJ'), ('infection', 'NN'), ('uc', 'JJ'), ('company', 'NN'), ('has', 'VBZ'), ('no', 'DT'), ('details', 'NNS'), ('two', 'CD'), ('men', 'NNS'), ('who', 'WP'), ('accompanied', 'VBD'), ('main', 'JJ'), ('guy', 'NN'), ('who', 'WP'), ('was', 'VBD'), ('single', 'JJ'), ('vaccinated', 'VBD')]",ENGLISH,"['people', 'die', 'take', 'dose', 'prone', 'risk', 'mean', 'invite', 'infection', 'uc', 'company', 'detail', 'two', 'man', 'accompany', 'main', 'single', 'vaccinate']",people die take dose prone risk mean invite infection uc company detail two man accompany main single vaccinate,"{'neg': 0.171, 'neu': 0.781, 'pos': 0.048, 'compound': -0.5979}",-0.5979,negative
67252,what hell is this how can you allow single vaccinated people enter people’s house this is misleading your site you have already taken money me now what do i do whom contact,"[('what', 'WP'), ('he', 'PRP'), ('shall', 'MD'), ('is', 'VBZ'), ('this', 'DT'), ('how', 'WRB'), ('can', 'MD'), ('you', 'PRP'), ('allow', 'VB'), ('single', 'JJ'), ('vaccinated', 'JJ'), ('people', 'NNS'), ('enter', 'VBP'), ('people', 'NNS'), ('i', 'VBP'), ('i', 'VBP'), ('house', 'NN'), ('this', 'DT'), ('is', 'VBZ'), ('misleading', 'VBG'), ('your', 'PRP$'), ('site', 'NN'), ('you', 'PRP'), ('have', 'VBP'), ('already', 'RB'), ('taken', 'VBN'), ('money', 'NN'), ('me', 'PRP'), ('now', 'RB'), ('what', 'WP'), ('do', 'VBP'), ('i', 'VB'), ('do', 'VBP'), ('whom', 'WP'), ('contact', 'VB')]",ENGLISH,"['shall', 'allow', 'single', 'vaccinated', 'people', 'enter', 'people', 'house', 'mislead', 'site', 'already', 'take', 'money', 'contact']",shall allow single vaccinated people enter people house mislead site already take money contact,"{'neg': 0.196, 'neu': 0.753, 'pos': 0.051, 'compound': -0.7506}",-0.7506,negative
67261,"i'm anti-vaxx now fully vaccinated but useless. dining at 2 pax, visit houses at 2 pax, etc... fuck","[('i', 'NN'), ('am', 'VBP'), ('anti', 'JJ'), ('maxx', 'NN'), ('now', 'RB'), ('fully', 'RB'), ('vaccinated', 'VBN'), ('but', 'CC'), ('useless', 'JJ'), ('dining', 'NN'), ('at', 'IN'), ('two', 'CD'), ('pax', 'JJ'), ('visit', 'NN'), ('houses', 'NNS'), ('at', 'IN'), ('two', 'CD'), ('pax', 'NN'), ('etc', 'FW'), ('fuck', 'NN')]",ENGLISH,"['anti_maxx', 'fully', 'vaccinate', 'useless', 'dining', 'two', 'visit', 'house', 'two', 'etc', 'fuck']",anti_maxx fully vaccinate useless dining two visit house two etc fuck,"{'neg': 0.387, 'neu': 0.613, 'pos': 0.0, 'compound': -0.8704}",-0.8704,negative
67283,forcing parents get their kids vaccinated that too with phizer. when u know that phizer has had adverse effect kids abroad. that’s just criminal. stop making it mandatory schools,"[('forcing', 'VBG'), ('parents', 'NNS'), ('get', 'VBP'), ('their', 'PRP$'), ('kids', 'NNS'), ('vaccinated', 'VBD'), ('that', 'IN'), ('too', 'RB'), ('with', 'IN'), ('pfizer', 'NN'), ('when', 'WRB'), ('u', 'NN'), ('know', 'VBP'), ('that', 'IN'), ('pfizer', 'NN'), ('has', 'VBZ'), ('had', 'VBN'), ('adverse', 'JJ'), ('effect', 'NN'), ('kids', 'NNS'), ('abroad', 'RB'), ('that', 'IN'), ('i', 'NN'), ('i', 'NN'), ('just', 'RB'), ('criminal', 'JJ'), ('stop', 'NN'), ('making', 'VBG'), ('it', 'PRP'), ('mandatory', 'JJ'), ('schools', 'NNS')]",ENGLISH,"['force', 'parent', 'get', 'kid', 'vaccinate', 'pfizer', 'u', 'know', 'pfizer', 'adverse', 'effect', 'kid', 'abroad', 'criminal', 'stop', 'make', 'mandatory', 'school']",force parent get kid vaccinate pfizer u know pfizer adverse effect kid abroad criminal stop make mandatory school,"{'neg': 0.243, 'neu': 0.719, 'pos': 0.039, 'compound': -0.7783}",-0.7783,negative
67442,"silently once again india has vaccinated over 10 million indians day. this has slowly become trend us now i'm sure under visionary leadership hon'ble pm shri ji, soon we would successfully conclude #largestvaccinationdrive before dec","[('silently', 'RB'), ('once', 'RB'), ('again', 'RB'), ('india', 'NN'), ('has', 'VBZ'), ('vaccinated', 'VBN'), ('over', 'RP'), ('ten', 'JJ'), ('million', 'CD'), ('indians', 'NNS'), ('day', 'NN'), ('this', 'DT'), ('has', 'VBZ'), ('slowly', 'RB'), ('become', 'VBN'), ('trend', 'NN'), ('us', 'PRP'), ('now', 'RB'), ('i', 'VBP'), ('am', 'VBP'), ('sure', 'JJ'), ('under', 'IN'), ('visionary', 'JJ'), ('leadership', 'NN'), ('hon', 'NN'), ('ble', 'JJ'), ('am', 'VBP'), ('shri', 'JJ'), ('ji', 'NN'), ('soon', 'RB'), ('we', 'PRP'), ('would', 'MD'), ('successfully', 'RB'), ('conclude', 'VB'), ('largestvaccinationdrive', 'JJ'), ('before', 'IN'), ('dec', 'NN')]",ENGLISH,"['silently', 'india', 'vaccinate', 'ten', 'million', 'indians', 'day', 'slowly', 'become', 'trend', '-PRON-', 'sure', 'visionary', 'leadership', 'hon_ble', 'soon', 'would', 'successfully', 'conclude', 'largestvaccinationdrive', 'dec']",silently india vaccinate ten million indians day slowly become trend -PRON- sure visionary leadership hon_ble soon would successfully conclude largestvaccinationdrive dec,"{'neg': 0.0, 'neu': 0.782, 'pos': 0.218, 'compound': 0.836}",0.836,positive
67560,our pm has made indians proud . hope travelling usa directly open up indians soon. haven't met children 2 years. our pm making sure all get vaccinated has done tremendous job working silently 24hrs since we indians salute our pm . jai hind🙏🙏,"[('our', 'PRP$'), ('am', 'VBP'), ('has', 'VBZ'), ('made', 'VBN'), ('indians', 'NNS'), ('proud', 'JJ'), ('hope', 'VBP'), ('traveling', 'VBG'), ('usa', 'RB'), ('directly', 'RB'), ('open', 'VB'), ('up', 'RP'), ('indians', 'NNS'), ('soon', 'RB'), ('have', 'VBP'), ('not', 'RB'), ('met', 'VBN'), ('children', 'NNS'), ('two', 'CD'), ('years', 'NNS'), ('our', 'PRP$'), ('am', 'VBP'), ('making', 'VBG'), ('sure', 'JJ'), ('all', 'DT'), ('get', 'NN'), ('vaccinated', 'VBN'), ('has', 'VBZ'), ('done', 'VBN'), ('tremendous', 'JJ'), ('job', 'NN'), ('working', 'VBG'), ('silently', 'RB'), ('since', 'IN'), ('we', 'PRP'), ('indians', 'VBP'), ('salute', 'JJ'), ('our', 'PRP$'), ('am', 'VBP'), ('jai', 'NN')]",ENGLISH,"['make', 'indians', 'proud', 'hope', 'travel', 'usa', 'directly', 'open', 'indians', 'soon', 'not', 'meet', 'child', 'two', 'year', 'make', 'sure', 'get', 'vaccinate', 'do', 'tremendous', 'job', 'work', 'silently', 'since', 'indians', 'salute', 'jai']",make indians proud hope travel usa directly open indians soon not meet child two year make sure get vaccinate do tremendous job work silently since indians salute jai,"{'neg': 0.0, 'neu': 0.817, 'pos': 0.183, 'compound': 0.8074}",0.8074,positive
67738,"same question my mind, may be we were vaccinated with fake ones allah should judge people who are behind all this shit covid19 their selfish reasons","[('same', 'JJ'), ('question', 'NN'), ('my', 'PRP$'), ('mind', 'NN'), ('may', 'MD'), ('be', 'VB'), ('we', 'PRP'), ('we', 'PRP'), ('are', 'VBP'), ('vaccinated', 'VBN'), ('with', 'IN'), ('fake', 'JJ'), ('ones', 'NNS'), ('allah', 'NNS'), ('should', 'MD'), ('judge', 'VB'), ('people', 'NNS'), ('who', 'WP'), ('are', 'VBP'), ('behind', 'IN'), ('all', 'PDT'), ('this', 'DT'), ('shit', 'VBD'), ('their', 'PRP$'), ('selfish', 'JJ'), ('reasons', 'NNS')]",ENGLISH,"['question', 'mind', 'may', 'vaccinate', 'fake', 'one', 'allah', 'judge', 'people', 'behind', 'shit', 'selfish', 'reason']",question mind may vaccinate fake one allah judge people behind shit selfish reason,"{'neg': 0.312, 'neu': 0.688, 'pos': 0.0, 'compound': -0.8873}",-0.8873,negative
67764,discriminatory act by boris johnson’s uk refusing recognition fully vaccinated indians smacks discrimination negative mindset time they are subjected level playing field including specific trade discrimination surprised by silence by goi,"[('discriminatory', 'NN'), ('act', 'NN'), ('by', 'IN'), ('boris', 'JJ'), ('johnson', 'NN'), ('i', 'NN'), ('i', 'VBP'), ('uk', 'JJ'), ('refusing', 'VBG'), ('recognition', 'NN'), ('fully', 'RB'), ('vaccinated', 'VBD'), ('indians', 'NNS'), ('smacks', 'NNS'), ('discrimination', 'VBP'), ('negative', 'JJ'), ('mindset', 'NN'), ('time', 'NN'), ('they', 'PRP'), ('are', 'VBP'), ('subjected', 'VBN'), ('level', 'JJ'), ('playing', 'VBG'), ('field', 'NN'), ('including', 'VBG'), ('specific', 'JJ'), ('trade', 'NN'), ('discrimination', 'NN'), ('surprised', 'VBN'), ('by', 'IN'), ('silence', 'NN'), ('by', 'IN'), ('goi', 'NN')]",ENGLISH,"['discriminatory', 'act', 'boris', 'johnson', 'refuse', 'recognition', 'fully', 'vaccinate', 'indians', 'smack', 'discrimination', 'negative', 'mindset', 'time', 'subject', 'level', 'playing', 'field', 'include', 'specific', 'trade', 'discrimination', 'surprise', 'silence', 'goi']",discriminatory act boris johnson refuse recognition fully vaccinate indians smack discrimination negative mindset time subject level playing field include specific trade discrimination surprise silence goi,"{'neg': 0.173, 'neu': 0.728, 'pos': 0.1, 'compound': -0.5719}",-0.5719,negative
67784,basically vaccinated ones are waiting non vaccinated ones die non vaccinated ones are waiting vaccinated ones die. 😅,"[('basically', 'RB'), ('vaccinated', 'VBN'), ('ones', 'NNS'), ('are', 'VBP'), ('waiting', 'VBG'), ('non', 'RB'), ('vaccinated', 'VBN'), ('ones', 'NNS'), ('die', 'VBP'), ('non', 'RB'), ('vaccinated', 'VBN'), ('ones', 'NNS'), ('are', 'VBP'), ('waiting', 'VBG'), ('vaccinated', 'VBN'), ('ones', 'NNS'), ('die', 'VB')]",ENGLISH,"['basically', 'vaccinated', 'one', 'wait', 'non', 'vaccinated', 'one', 'die', 'non', 'vaccinated', 'one', 'wait', 'vaccinated', 'one', 'die']",basically vaccinated one wait non vaccinated one die non vaccinated one wait vaccinated one die,"{'neg': 0.328, 'neu': 0.672, 'pos': 0.0, 'compound': -0.8316}",-0.8316,negative
67793,my dads gf had pancreatic cancer passed couple months ago. she was vaccinated. people are getting long term symptoms. so you might survive but now have neurological issues,"[('my', 'PRP$'), ('dads', 'NNS'), ('of', 'IN'), ('had', 'VBD'), ('pancreatic', 'JJ'), ('cancer', 'NN'), ('passed', 'VBD'), ('couple', 'JJ'), ('months', 'NNS'), ('ago', 'IN'), ('she', 'PRP'), ('was', 'VBD'), ('vaccinated', 'VBN'), ('people', 'NNS'), ('are', 'VBP'), ('getting', 'VBG'), ('long', 'JJ'), ('term', 'NN'), ('symptoms', 'NNS'), ('so', 'IN'), ('you', 'PRP'), ('might', 'MD'), ('survive', 'VB'), ('but', 'CC'), ('now', 'RB'), ('have', 'VBP'), ('neurological', 'JJ'), ('issues', 'NNS')]",ENGLISH,"['dad', 'pancreatic', 'cancer', 'pass', 'couple', 'month', 'ago', 'vaccinate', 'people', 'get', 'long_term', 'symptom', 'may', 'survive', 'neurological', 'issue']",dad pancreatic cancer pass couple month ago vaccinate people get long_term symptom may survive neurological issue,"{'neg': 0.091, 'neu': 0.909, 'pos': 0.0, 'compound': -0.4019}",-0.4019,negative
67796,this is vaccination racism affects thousands students who are flying uk. this needs your immediate intervention. sir do you think 80 crores people vaccinated india are idiots,"[('this', 'DT'), ('is', 'VBZ'), ('vaccination', 'JJ'), ('racism', 'NN'), ('affects', 'VBZ'), ('thousands', 'NNS'), ('students', 'NNS'), ('who', 'WP'), ('are', 'VBP'), ('flying', 'VBG'), ('uk', 'IN'), ('this', 'DT'), ('needs', 'VBZ'), ('your', 'PRP$'), ('immediate', 'JJ'), ('intervention', 'NN'), ('sir', 'NN'), ('do', 'VBP'), ('you', 'PRP'), ('think', 'VB'), ('eighty', 'JJ'), ('crores', 'NNS'), ('people', 'NNS'), ('vaccinated', 'VBD'), ('india', 'NN'), ('are', 'VBP'), ('idiots', 'NNS')]",ENGLISH,"['vaccination', 'racism', 'affect', 'thousand', 'student', 'fly', 'need', 'immediate', 'intervention', 'sir', 'think', 'eighty', 'crore', 'people', 'vaccinate', 'india', 'idiot']",vaccination racism affect thousand student fly need immediate intervention sir think eighty crore people vaccinate india idiot,"{'neg': 0.136, 'neu': 0.864, 'pos': 0.0, 'compound': -0.6249}",-0.6249,negative
67842,"strange thing is that lot those who unfortunately died, have been vaccinated.. so, seek truth, please..","[('strange', 'JJ'), ('thing', 'NN'), ('is', 'VBZ'), ('that', 'IN'), ('lot', 'NN'), ('those', 'DT'), ('who', 'WP'), ('unfortunately', 'RB'), ('died', 'VBD'), ('have', 'VBP'), ('been', 'VBN'), ('vaccinated', 'VBN'), ('i', 'NN'), ('so', 'RB'), ('seek', 'JJ'), ('truth', 'NN'), ('please', 'NN'), ('i', 'NN')]",ENGLISH,"['strange', 'thing', 'lot', 'unfortunately', 'die', 'vaccinated', 'seek', 'truth', 'please']",strange thing lot unfortunately die vaccinated seek truth please,"{'neg': 0.349, 'neu': 0.536, 'pos': 0.115, 'compound': -0.6395}",-0.6395,negative
67847,"it's nothing matter you are vaccinated or not, if your body is loaded with accumulated toxins, metabolic waste &amp; dead cells, if your lymphatic system is unable remove , you be definitely infected by any viruses including coronavirus since this waste is food viruses.","[('it', 'PRP'), ('is', 'VBZ'), ('nothing', 'NN'), ('matter', 'NN'), ('you', 'PRP'), ('are', 'VBP'), ('vaccinated', 'VBN'), ('or', 'CC'), ('not', 'RB'), ('if', 'IN'), ('your', 'PRP$'), ('body', 'NN'), ('is', 'VBZ'), ('loaded', 'VBN'), ('with', 'IN'), ('accumulated', 'JJ'), ('toxins', 'NNS'), ('metabolic', 'JJ'), ('waste', 'NN'), ('amp', 'NNS'), ('dead', 'JJ'), ('cells', 'NNS'), ('if', 'IN'), ('your', 'PRP$'), ('lymphatic', 'JJ'), ('system', 'NN'), ('is', 'VBZ'), ('unable', 'JJ'), ('remove', 'VB'), ('you', 'PRP'), ('be', 'VB'), ('definitely', 'RB'), ('infected', 'VBN'), ('by', 'IN'), ('any', 'DT'), ('viruses', 'NNS'), ('including', 'VBG'), ('coronavirus', 'NN'), ('since', 'IN'), ('this', 'DT'), ('waste', 'NN'), ('is', 'VBZ'), ('food', 'NN'), ('viruses', 'NNS')]",ENGLISH,"['nothing', 'matter', 'vaccinate', 'not', 'body', 'load', 'accumulate', 'toxin', 'metabolic', 'waste', 'amp', 'dead', 'cell', 'lymphatic', 'system', 'unable', 'remove', 'definitely', 'infected', 'virus', 'include', 'coronavirus', 'since', 'waste', 'food', 'virus']",nothing matter vaccinate not body load accumulate toxin metabolic waste amp dead cell lymphatic system unable remove definitely infected virus include coronavirus since waste food virus,"{'neg': 0.263, 'neu': 0.687, 'pos': 0.05, 'compound': -0.8879}",-0.8879,negative
67848,"i am full vaccinated , can't forget thanks all hardworking corona warriors who are giving their best more than 1 year . god bless them ❤️🙏. #fullyvaccinated #coronavaccine #thankscoronawarriors #dilsethanks","[('i', 'NN'), ('am', 'VBP'), ('full', 'JJ'), ('vaccinated', 'VBN'), ('cannot', 'NN'), ('forget', 'VB'), ('thanks', 'NNS'), ('all', 'DT'), ('hardworking', 'VBG'), ('corona', 'JJ'), ('warriors', 'NNS'), ('who', 'WP'), ('are', 'VBP'), ('giving', 'VBG'), ('their', 'PRP$'), ('best', 'JJS'), ('more', 'JJR'), ('than', 'IN'), ('one', 'CD'), ('year', 'NN'), ('god', 'NN'), ('bless', 'IN'), ('them', 'PRP'), ('i', 'VBP'), ('fullyvaccinated', 'VBN'), ('coronavaccine', 'NN'), ('thankscoronawarriors', 'NNS'), ('dilsethanks', 'NNS')]",ENGLISH,"['full', 'vaccinated', 'can', 'not', 'forget', 'thank', 'hardworke', 'corona', 'warrior', 'give', 'well', 'one', 'year', 'god_bless', 'fullyvaccinate', 'coronavaccine', 'thankscoronawarrior', 'dilsethank']",full vaccinated can not forget thank hardworke corona warrior give well one year god_bless fullyvaccinate coronavaccine thankscoronawarrior dilsethank,"{'neg': 0.067, 'neu': 0.558, 'pos': 0.375, 'compound': 0.8757}",0.8757,positive
67859,re-infection even vaccinated people are being reported pcr comes +ive though with less severity. so stop spread qurantine must be. millions funds medals were just limited secretariat higher ups while ground only health care professionals were there.,"[('re', 'NN'), ('infection', 'NN'), ('even', 'RB'), ('vaccinated', 'VBD'), ('people', 'NNS'), ('are', 'VBP'), ('being', 'VBG'), ('reported', 'VBN'), ('per', 'IN'), ('comes', 'VBZ'), ('ive', 'JJ'), ('though', 'IN'), ('with', 'IN'), ('less', 'JJR'), ('severity', 'NN'), ('so', 'RB'), ('stop', 'JJ'), ('spread', 'NN'), ('quarantine', 'NN'), ('must', 'MD'), ('be', 'VB'), ('millions', 'NNS'), ('funds', 'NNS'), ('medals', 'NNS'), ('we', 'PRP'), ('are', 'VBP'), ('just', 'RB'), ('limited', 'VBN'), ('secretariat', 'NN'), ('higher', 'JJR'), ('ups', 'NNS'), ('while', 'IN'), ('ground', 'NN'), ('only', 'RB'), ('health', 'NN'), ('care', 'NN'), ('professionals', 'IN'), ('we', 'PRP'), ('are', 'VBP'), ('there', 'RB')]",ENGLISH,"['infection', 'even', 'vaccinate', 'people', 'report', 'per', 'come', '-PRON-', 'have', 'though', 'less', 'severity', 'stop', 'spread', 'quarantine', 'must', 'million', 'fund', 'medal', 'limit', 'secretariat', 'high', 'ups', 'grind', 'health', 'care', 'professional']",infection even vaccinate people report per come -PRON- have though less severity stop spread quarantine must million fund medal limit secretariat high ups grind health care professional,"{'neg': 0.107, 'neu': 0.817, 'pos': 0.077, 'compound': -0.061}",-0.061,negative
67865,"when i went get vaccinated there was very long line,i also stood line it is sad see reach people are going inside without line even police is not saying anything those people.the poor people who stand line hours please sir u take some action🙏","[('when', 'WRB'), ('i', 'NN'), ('went', 'VBD'), ('get', 'NN'), ('vaccinated', 'VBN'), ('there', 'EX'), ('was', 'VBD'), ('very', 'RB'), ('long', 'JJ'), ('line', 'NN'), ('i', 'NN'), ('also', 'RB'), ('stood', 'VBD'), ('line', 'NN'), ('it', 'PRP'), ('is', 'VBZ'), ('sad', 'JJ'), ('see', 'VB'), ('reach', 'JJ'), ('people', 'NNS'), ('are', 'VBP'), ('going', 'VBG'), ('inside', 'IN'), ('without', 'IN'), ('line', 'NN'), ('even', 'RB'), ('police', 'NNS'), ('is', 'VBZ'), ('not', 'RB'), ('saying', 'VBG'), ('anything', 'NN'), ('those', 'DT'), ('people', 'NNS'), ('the', 'DT'), ('poor', 'JJ'), ('people', 'NNS'), ('who', 'WP'), ('stand', 'VBP'), ('line', 'NN'), ('hours', 'NNS'), ('please', 'VBP'), ('sir', 'JJ'), ('u', 'JJ'), ('take', 'VB'), ('some', 'DT')]",ENGLISH,"['go', 'get', 'vaccinated', 'long', 'line', 'also', 'stand', 'line', 'sad', 'see', 'reach', 'people', 'go', 'inside', 'without', 'line', 'even', 'police', 'not', 'say', 'anything', 'people', 'poor', 'people', 'stand', 'line', 'hour', 'please', 'sir', 'u', 'take']",go get vaccinated long line also stand line sad see reach people go inside without line even police not say anything people poor people stand line hour please sir u take,"{'neg': 0.13, 'neu': 0.798, 'pos': 0.071, 'compound': -0.5859}",-0.5859,negative
67889,fully vaccinated but still tested positive with no symptoms. gosh i hate being quarantine. #covid19,"[('fully', 'RB'), ('vaccinated', 'VBN'), ('but', 'CC'), ('still', 'RB'), ('tested', 'VBD'), ('positive', 'JJ'), ('with', 'IN'), ('no', 'DT'), ('symptoms', 'NNS'), ('gosh', 'VBP'), ('i', 'JJ'), ('hate', 'VBP'), ('being', 'VBG'), ('quarantine', 'NN')]",ENGLISH,"['fully', 'vaccinate', 'still', 'tested_positive', 'symptom', 'gosh', 'hate', 'quarantine']",fully vaccinate still tested_positive symptom gosh hate quarantine,"{'neg': 0.331, 'neu': 0.463, 'pos': 0.206, 'compound': -0.4497}",-0.4497,negative
67892,only about 20% eligible adults have been fully vaccinated since beginning drive january. very bad job done by bjp. third wave is inevitable.,"[('only', 'RB'), ('about', 'IN'), ('twenty', 'NN'), ('eligible', 'JJ'), ('adults', 'NNS'), ('have', 'VBP'), ('been', 'VBN'), ('fully', 'RB'), ('vaccinated', 'VBN'), ('since', 'IN'), ('beginning', 'VBG'), ('drive', 'JJ'), ('january', 'JJ'), ('very', 'RB'), ('bad', 'JJ'), ('job', 'NN'), ('done', 'VBN'), ('by', 'IN'), ('bop', 'JJ'), ('third', 'JJ'), ('wave', 'NN'), ('is', 'VBZ'), ('inevitable', 'JJ')]",ENGLISH,"['twenty', 'eligible', 'adult', 'fully', 'vaccinate', 'since', 'begin', 'drive', 'january', 'bad', 'job', 'do', 'bop', 'third_wave', 'inevitable']",twenty eligible adult fully vaccinate since begin drive january bad job do bop third_wave inevitable,"{'neg': 0.147, 'neu': 0.853, 'pos': 0.0, 'compound': -0.5849}",-0.5849,negative
67895,burden anticipation getting fully vaccinated is finally off my shoulder. that anxiety is unbearable really. ahh.,"[('burden', 'NN'), ('anticipation', 'NN'), ('getting', 'VBG'), ('fully', 'RB'), ('vaccinated', 'VBN'), ('is', 'VBZ'), ('finally', 'RB'), ('off', 'IN'), ('my', 'PRP$'), ('shoulder', 'NN'), ('that', 'IN'), ('anxiety', 'NN'), ('is', 'VBZ'), ('unbearable', 'JJ'), ('really', 'RB'), ('ah', 'JJ')]",ENGLISH,"['burden', 'anticipation', 'get', 'fully', 'vaccinate', 'finally', 'shoulder', 'anxiety', 'unbearable', 'really']",burden anticipation get fully vaccinate finally shoulder anxiety unbearable really,"{'neg': 0.242, 'neu': 0.684, 'pos': 0.074, 'compound': -0.4939}",-0.4939,negative
67924,. all this shit what reducing fever symptoms ironically even that is far cry vaccinated are ones who are dropping dead like flies winter is yet arrive. ade is knocking hard porch door 'jabbed'😨‼️ #vaccinatedaredoomed,"[('all', 'DT'), ('this', 'DT'), ('shit', 'VBD'), ('what', 'WP'), ('reducing', 'VBG'), ('fever', 'NN'), ('symptoms', 'NNS'), ('ironically', 'RB'), ('even', 'RB'), ('that', 'DT'), ('is', 'VBZ'), ('far', 'RB'), ('cry', 'JJ'), ('vaccinated', 'VBN'), ('are', 'VBP'), ('ones', 'NNS'), ('who', 'WP'), ('are', 'VBP'), ('dropping', 'VBG'), ('dead', 'JJ'), ('like', 'IN'), ('flies', 'NNS'), ('winter', 'NN'), ('is', 'VBZ'), ('yet', 'RB'), ('arrive', 'JJ'), ('ade', 'NN'), ('is', 'VBZ'), ('knocking', 'VBG'), ('hard', 'JJ'), ('porch', 'NN'), ('door', 'NN'), ('jabbed', 'VBD'), ('i', 'NN'), ('vaccinatedaredoomed', 'VBD')]",ENGLISH,"['shit', 'reduce', 'fever', 'symptom', 'ironically', 'even', 'far', 'cry', 'vaccinated', 'one', 'drop', 'dead', 'like', 'fly', 'winter', 'yet', 'arrive', 'ade', 'knock', 'hard', 'porch', 'door', 'jabbed', 'vaccinatedaredoome']",shit reduce fever symptom ironically even far cry vaccinated one drop dead like fly winter yet arrive ade knock hard porch door jabbed vaccinatedaredoome,"{'neg': 0.282, 'neu': 0.661, 'pos': 0.057, 'compound': -0.872}",-0.872,negative
