Text,new_text,languages,new_text_after_translation,pos_tagged_words,words_processed_all,words_processed_noun_adj_verb_adv,words_processed_noun,scores,compound,sentiment
yesterday morning i received my 1st dose pfizer why because #deltavariant i like think i'm super human &amp; never need doctor but this instance i'm not playing games. no side effects report but my arm felt sucker punched #yogini #aum üïâ,yesterday morning i received my 1st dose pfizer why because #deltavariant i like think i'm super human &amp; never need doctor but this instance i'm not playing games. no side effects report but my arm felt sucker punched #yogini #aum om,ENGLISH,yesterday morning i received my 1st dose pfizer why because #deltavariant i like think i'm super human &amp; never need doctor but this instance i'm not playing games. no side effects report but my arm felt sucker punched #yogini #aum om,"[('yesterday', 'NN'), ('morning', 'NN'), ('i', 'NN'), ('received', 'VBD'), ('my', 'PRP$'), ('est', 'JJS'), ('dose', 'JJ'), ('pfizer', 'NN'), ('why', 'WRB'), ('because', 'IN'), ('deltavariant', 'NN'), ('i', 'NNS'), ('like', 'IN'), ('think', 'VBP'), ('i', 'JJ'), ('i', 'VBP'), ('super', 'JJ'), ('human', 'NN'), ('amp', 'NN'), ('never', 'RB'), ('need', 'VBP'), ('doctor', 'NN'), ('but', 'CC'), ('this', 'DT'), ('instance', 'NN'), ('i', 'NN'), ('i', 'VBP'), ('not', 'RB'), ('playing', 'VBG'), ('games', 'NNS'), ('no', 'DT'), ('side', 'NN'), ('effects', 'NNS'), ('report', 'NN'), ('but', 'CC'), ('my', 'PRP$'), ('arm', 'NN'), ('felt', 'VBD'), ('sucker', 'NN'), ('punched', 'VBN'), ('login', 'NN'), ('am', 'VBP'), ('om', 'NN')]","['yesterday', 'morning', 'receive', 'est', 'dose', 'pfizer', 'deltavariant', 'like', 'think', 'super', 'human', 'amp', 'never', 'need', 'doctor', 'instance', 'not', 'playing_game', 'side_effect', 'report', 'arm', 'feel', 'sucker', 'punched', 'login', 'om']","['yesterday', 'morning', 'receive', 'est', 'dose', 'pfizer', 'deltavariant', 'think', 'super', 'human', 'amp', 'never', 'need', 'instance', 'playing_game', 'side_effect', 'report', 'arm', 'feel', 'sucker', 'punched', 'login']","['yesterday', 'morning', 'est', 'dose', 'pfizer', 'deltavariant', 'amp', 'instance', 'playing_game', 'side_effect', 'arm', 'sucker', 'login']","{'neg': 0.138, 'neu': 0.723, 'pos': 0.139, 'compound': -0.2396}",-0.2396,negative
they will update guidance. don‚Äôt worry. i had same as you. first dose pfizer. second dose moderna. i‚Äôm not worried at all. give it few weeks this concern about travel will be non issue.,they will update guidance. don‚Äôt worry. i had same as you. first dose pfizer. second dose moderna. i‚Äôm not worried at all. give it few weeks this concern about travel will be non issue.,ENGLISH,they will update guidance. don‚Äôt worry. i had same as you. first dose pfizer. second dose moderna. i‚Äôm not worried at all. give it few weeks this concern about travel will be non issue.,"[('they', 'PRP'), ('will', 'MD'), ('update', 'VB'), ('guidance', 'NN'), ('don', 'NN'), ('i', 'NN'), ('i', 'VBP'), ('worry', 'VBP'), ('i', 'NN'), ('had', 'VBD'), ('same', 'JJ'), ('as', 'IN'), ('you', 'PRP'), ('first', 'RB'), ('dose', 'VB'), ('pfizer', 'JJ'), ('second', 'JJ'), ('dose', 'JJ'), ('modern', 'JJ'), ('i', 'NN'), ('i', 'VBP'), ('i', 'VBP'), ('not', 'RB'), ('worried', 'VBN'), ('at', 'IN'), ('all', 'DT'), ('give', 'VBP'), ('it', 'PRP'), ('few', 'JJ'), ('weeks', 'NNS'), ('this', 'DT'), ('concern', 'NN'), ('about', 'IN'), ('travel', 'NN'), ('will', 'MD'), ('be', 'VB'), ('non', 'JJ'), ('issue', 'NN')]","['update', 'guidance', 'worry', 'first', 'dose', 'pfizer', 'second', 'dose', 'modern', 'not', 'worried', 'give', 'week', 'concern', 'travel', 'non', 'issue']","['update', 'guidance', 'worry', 'first', 'dose', 'pfizer', 'second', 'dose', 'modern', 'worried', 'give', 'week', 'concern', 'travel', 'non', 'issue']","['update', 'guidance', 'dose', 'pfizer', 'dose', 'week', 'concern', 'issue']","{'neg': 0.081, 'neu': 0.866, 'pos': 0.053, 'compound': -0.2528}",-0.2528,positive
all i had was bit headache. two doses pfizer.,all i had was bit headache. two doses pfizer.,ENGLISH,all i had was bit headache. two doses pfizer.,"[('all', 'DT'), ('i', 'NN'), ('had', 'VBD'), ('was', 'VBD'), ('bit', 'VBN'), ('headache', 'JJ'), ('two', 'CD'), ('doses', 'NNS'), ('pfizer', 'VBP')]","['bit', 'headache', 'two', 'dose', 'pfizer']","['bit', 'headache', 'dose', 'pfizer']","['bit', 'headache', 'dose', 'pfizer']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
no reaction except slight soreness at injection site with my second shot-pfizer.,no reaction except slight soreness at injection site with my second shot-pfizer.,ENGLISH,no reaction except slight soreness at injection site with my second shot-pfizer.,"[('no', 'DT'), ('reaction', 'NN'), ('except', 'IN'), ('slight', 'JJ'), ('soreness', 'NN'), ('at', 'IN'), ('injection', 'NN'), ('site', 'NN'), ('with', 'IN'), ('my', 'PRP$'), ('second', 'JJ'), ('shot', 'JJ'), ('pfizer', 'NN')]","['reaction', 'except', 'slight', 'soreness', 'injection_site', 'second', 'shot', 'pfizer']","['reaction', 'slight', 'soreness', 'second', 'shot', 'pfizer']","['reaction', 'soreness', 'shot', 'pfizer']","{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.296}",-0.296,neutral
i got pfizer. i was lethargic as hell 2nd shot day 2. my wife got moderna she gad achy muscles sickness 2nd shot day 2 about 8 hours. thats it. you can tell how you will react by 1st shot. no side effects = less day 2 drink. hella. water.,i got pfizer. i was lethargic as hell 2nd shot day 2. my wife got moderna she gad achy muscles sickness 2nd shot day 2 about 8 hours. thats it. you can tell how you will react by 1st shot. no side effects = less day 2 drink. hella. water.,ENGLISH,i got pfizer. i was lethargic as hell 2nd shot day 2. my wife got moderna she gad achy muscles sickness 2nd shot day 2 about 8 hours. thats it. you can tell how you will react by 1st shot. no side effects = less day 2 drink. hella. water.,"[('i', 'NN'), ('got', 'VBD'), ('pfizer', 'NN'), ('i', 'NN'), ('was', 'VBD'), ('lethargic', 'JJ'), ('as', 'IN'), ('hell', 'NN'), ('and', 'CC'), ('shot', 'JJ'), ('day', 'NN'), ('two', 'CD'), ('my', 'PRP$'), ('wife', 'NN'), ('got', 'VBD'), ('modern', 'JJ'), ('she', 'PRP'), ('gad', 'VBD'), ('achy', 'JJ'), ('muscles', 'NNS'), ('sickness', 'NN'), ('and', 'CC'), ('shot', 'JJ'), ('day', 'NN'), ('two', 'CD'), ('about', 'IN'), ('eight', 'CD'), ('hours', 'NNS'), ('thats', 'VBZ'), ('it', 'PRP'), ('you', 'PRP'), ('can', 'MD'), ('tell', 'VB'), ('how', 'WRB'), ('you', 'PRP'), ('will', 'MD'), ('react', 'VB'), ('by', 'IN'), ('est', 'JJS'), ('shot', 'NN'), ('no', 'DT'), ('side', 'NN'), ('effects', 'NNS'), ('less', 'RBR'), ('day', 'NN'), ('two', 'CD'), ('drink', 'VBP'), ('hella', 'NN'), ('water', 'NN')]","['get', 'pfizer', 'lethargic', 'hell', 'shoot', 'day', 'two', 'wife', 'get', 'modern', 'gad', 'achy', 'muscle', 'sickness', 'shoot', 'day', 'two', 'eight', 'hour', 'that', 's', 'tell', 'react', 'est', 'shoot', 'side_effect', 'less', 'day', 'two', 'drink', 'hella', 'water']","['get', 'pfizer', 'lethargic', 'hell', 'shoot', 'day', 'wife', 'get', 'modern', 'achy', 'muscle', 'sickness', 'shoot', 'day', 'hour', 's', 'tell', 'shoot', 'side_effect', 'less', 'day', 'drink', 'hella', 'water']","['pfizer', 'hell', 'day', 'wife', 'muscle', 'sickness', 'day', 'hour', 'side_effect', 'day', 'drink', 'hella', 'water']","{'neg': 0.18, 'neu': 0.82, 'pos': 0.0, 'compound': -0.8402}",-0.8402,negative
i was fine with pfizer...you will be good,i was fine with pfizer...you will be good,ENGLISH,i was fine with pfizer...you will be good,"[('i', 'NN'), ('was', 'VBD'), ('fine', 'JJ'), ('with', 'IN'), ('pfizer', 'NN'), ('you', 'PRP'), ('will', 'MD'), ('be', 'VB'), ('good', 'JJ')]","['fine', 'pfizer', 'good']","['fine', 'pfizer', 'good']","['pfizer', 'good']","{'neg': 0.0, 'neu': 0.515, 'pos': 0.485, 'compound': 0.5719}",0.5719,positive
pfizer has internal data that they aren‚Äôt sharing. i think it shows that antibodies wane. but i don‚Äôt know how much it matters. i‚Äôd like put off third shot as long as feasible.,pfizer has internal data that they aren‚Äôt sharing. i think it shows that antibodies wane. but i don‚Äôt know how much it matters. i‚Äôd like put off third shot as long as feasible.,ENGLISH,pfizer has internal data that they aren‚Äôt sharing. i think it shows that antibodies wane. but i don‚Äôt know how much it matters. i‚Äôd like put off third shot as long as feasible.,"[('pfizer', 'NN'), ('has', 'VBZ'), ('internal', 'JJ'), ('data', 'NNS'), ('that', 'IN'), ('they', 'PRP'), ('aren', 'VBP'), ('i', 'JJ'), ('i', 'VBP'), ('sharing', 'VBG'), ('i', 'NN'), ('think', 'VBP'), ('it', 'PRP'), ('shows', 'VBZ'), ('that', 'IN'), ('antibodies', 'NNS'), ('wane', 'VBP'), ('but', 'CC'), ('i', 'VBP'), ('don', 'VBP'), ('i', 'JJ'), ('i', 'VBP'), ('know', 'VBP'), ('how', 'WRB'), ('much', 'JJ'), ('it', 'PRP'), ('matters', 'VBZ'), ('i', 'JJ'), ('i', 'VBP'), ('i', 'VBP'), ('like', 'IN'), ('put', 'VBN'), ('off', 'RP'), ('third', 'JJ'), ('shot', 'NN'), ('as', 'RB'), ('long', 'RB'), ('as', 'IN'), ('feasible', 'JJ')]","['pfizer', 'internal', 'datum', 'sharing', 'think', 'show', 'antibody', 'wane', 'know', 'much', 'matter', 'like', 'put', 'third', 'shot', 'long', 'feasible']","['pfizer', 'internal', 'datum', 'sharing', 'think', 'show', 'antibody', 'know', 'much', 'matter', 'put', 'third', 'shot', 'long', 'feasible']","['pfizer', 'datum', 'sharing', 'think', 'antibody', 'matter', 'shot']","{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.6486}",0.6486,negative
pfizer trial may have. but i have not seen results would not check them.,pfizer trial may have. but i have not seen results would not check them.,ENGLISH,pfizer trial may have. but i have not seen results would not check them.,"[('pfizer', 'JJ'), ('trial', 'NN'), ('may', 'MD'), ('have', 'VB'), ('but', 'CC'), ('i', 'NNS'), ('have', 'VBP'), ('not', 'RB'), ('seen', 'VBN'), ('results', 'NNS'), ('would', 'MD'), ('not', 'RB'), ('check', 'VB'), ('them', 'PRP')]","['pfizer', 'trial', 'may', 'not', 'see', 'result', 'would', 'not', 'check']","['pfizer', 'trial', 'see', 'result', 'check']","['pfizer', 'trial', 'result']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
#yyc book your #firstdose or #seconddose #pfizer vaccine online at: #covid19ab #abvax,#yyc book your #firstdose or #seconddose #pfizer vaccine online at: #covid19ab #abvax,ENGLISH,#yyc book your #firstdose or #seconddose #pfizer vaccine online at: #covid19ab #abvax,"[('you', 'PRP'), ('book', 'NN'), ('your', 'PRP$'), ('firstdose', 'NN'), ('or', 'CC'), ('seconddose', 'JJ'), ('pfizer', 'NN'), ('vaccine', 'NN'), ('online', 'NN'), ('at', 'IN'), ('ava', 'NN')]","['book', 'firstdose', 'seconddose', 'pfizer', 'vaccine', 'online', 'ava']","['book', 'firstdose', 'seconddose', 'pfizer', 'vaccine', 'online']","['book', 'pfizer', 'vaccine']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
"vaccines provides excellent immunity based phase 3 trials that includes over 200k people 50k pfizer, 40k moderna, many more with others . risk was very minimal. there‚Äôs no question vaccines are very effective based real-world experience.","vaccines provides excellent immunity based phase 3 trials that includes over 200k people 50k pfizer, 40k moderna, many more with others . risk was very minimal. there‚Äôs no question vaccines are very effective based real-world experience.",ENGLISH,"vaccines provides excellent immunity based phase 3 trials that includes over 200k people 50k pfizer, 40k moderna, many more with others . risk was very minimal. there‚Äôs no question vaccines are very effective based real-world experience.","[('vaccines', 'NNS'), ('provides', 'VBZ'), ('excellent', 'JJ'), ('immunity', 'NN'), ('based', 'VBN'), ('phase', 'NN'), ('three', 'CD'), ('trials', 'NNS'), ('that', 'WDT'), ('includes', 'VBZ'), ('over', 'IN'), ('people', 'NNS'), ('ask', 'JJ'), ('pfizer', 'NN'), ('ask', 'VB'), ('modern', 'JJ'), ('many', 'JJ'), ('more', 'JJR'), ('with', 'IN'), ('others', 'NNS'), ('risk', 'NN'), ('was', 'VBD'), ('very', 'RB'), ('minimal', 'JJ'), ('there', 'EX'), ('i', 'VBP'), ('i', 'VBP'), ('no', 'DT'), ('question', 'NN'), ('vaccines', 'NNS'), ('are', 'VBP'), ('very', 'RB'), ('effective', 'JJ'), ('based', 'VBN'), ('real', 'JJ'), ('world', 'NN'), ('experience', 'NN')]","['vaccine', 'provide', 'excellent', 'immunity', 'base', 'phase', 'three', 'trial', 'include', 'people', 'ask', 'pfizer', 'ask', 'modern', 'many', 'other', 'risk', 'minimal', 'question', 'vaccine', 'effective', 'base', 'real', 'world', 'experience']","['vaccine', 'provide', 'excellent', 'immunity', 'base', 'phase', 'trial', 'include', 'people', 'ask', 'pfizer', 'ask', 'modern', 'many', 'other', 'risk', 'minimal', 'question', 'vaccine', 'effective', 'base', 'real', 'world', 'experience']","['vaccine', 'immunity', 'phase', 'trial', 'people', 'pfizer', 'other', 'question', 'vaccine', 'world', 'experience']","{'neg': 0.115, 'neu': 0.716, 'pos': 0.169, 'compound': 0.5049}",0.5049,positive
"hooray you my mother had pfizer twice felt zero side effects. she sounded bit disappointed, actually.","hooray you my mother had pfizer twice felt zero side effects. she sounded bit disappointed, actually.",ENGLISH,"hooray you my mother had pfizer twice felt zero side effects. she sounded bit disappointed, actually.","[('hooray', 'NN'), ('you', 'PRP'), ('my', 'PRP$'), ('mother', 'NN'), ('had', 'VBD'), ('pfizer', 'VBN'), ('twice', 'RB'), ('felt', 'VBD'), ('zero', 'JJ'), ('side', 'NN'), ('effects', 'NNS'), ('she', 'PRP'), ('sounded', 'VBD'), ('bit', 'RB'), ('disappointed', 'JJ'), ('actually', 'RB')]","['hooray', 'mother', 'pfizer', 'twice', 'feel', 'zero', 'side_effect', 'sound', 'bit', 'disappointed', 'actually']","['pfizer', 'twice', 'feel', 'side_effect', 'sound', 'bit', 'disappointed', 'actually']","['pfizer', 'side_effect', 'bit']","{'neg': 0.152, 'neu': 0.686, 'pos': 0.162, 'compound': 0.0516}",0.0516,positive
they givin $100 cash pfizer vaccine hammond ü§£,they givin $100 cash pfizer vaccine hammond rolling_on_the_floor_laughing,ENGLISH,they givin $100 cash pfizer vaccine hammond rolling_on_the_floor_laughing,"[('they', 'PRP'), ('givin', 'VBP'), ('cash', 'NN'), ('pfizer', 'NN'), ('vaccine', 'NN'), ('hammond', 'NN')]","['givin', 'cash', 'pfizer', 'vaccine', 'hammond']","['givin', 'cash', 'pfizer', 'vaccine', 'hammond']","['givin', 'cash', 'pfizer', 'vaccine']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
lmao üòÇ he should tell her that it's like pfizer vaccine he needs come back 3 weeks do it again,lmao face_with_tears_of_joy he should tell her that it's like pfizer vaccine he needs come back 3 weeks do it again,ENGLISH,lmao face_with_tears_of_joy he should tell her that it's like pfizer vaccine he needs come back 3 weeks do it again,"[('lao', 'NN'), ('he', 'PRP'), ('should', 'MD'), ('tell', 'VB'), ('her', 'PRP$'), ('that', 'IN'), ('it', 'PRP'), ('i', 'VBZ'), ('like', 'IN'), ('pfizer', 'NN'), ('vaccine', 'NN'), ('he', 'PRP'), ('needs', 'VBZ'), ('come', 'VBN'), ('back', 'RB'), ('three', 'CD'), ('weeks', 'NNS'), ('do', 'VBP'), ('it', 'PRP'), ('again', 'RB')]","['tell', 'like', 'pfizer', 'vaccine', 'need', 'come', 'back', 'three', 'week']","['tell', 'pfizer', 'vaccine', 'need', 'come', 'back', 'week']","['pfizer', 'vaccine', 'week']","{'neg': 0.0, 'neu': 0.726, 'pos': 0.274, 'compound': 0.7506}",0.7506,positive
"my sister tried book mammogram after her second pfizer shot &amp; was told that she needed wait six weeks because they are finding lumps recently vaccinated women. apparently, they were getting overrun by biopsies. this little fact isn‚Äôt included informed consent","my sister tried book mammogram after her second pfizer shot &amp; was told that she needed wait six weeks because they are finding lumps recently vaccinated women. apparently, they were getting overrun by biopsies. this little fact isn‚Äôt included informed consent",ENGLISH,"my sister tried book mammogram after her second pfizer shot &amp; was told that she needed wait six weeks because they are finding lumps recently vaccinated women. apparently, they were getting overrun by biopsies. this little fact isn‚Äôt included informed consent","[('my', 'PRP$'), ('sister', 'NN'), ('tried', 'VBD'), ('book', 'NN'), ('mammogram', 'NN'), ('after', 'IN'), ('her', 'PRP$'), ('second', 'JJ'), ('pfizer', 'NN'), ('shot', 'NN'), ('amp', 'NN'), ('was', 'VBD'), ('told', 'VBN'), ('that', 'IN'), ('she', 'PRP'), ('needed', 'VBD'), ('wait', 'RB'), ('six', 'CD'), ('weeks', 'NNS'), ('because', 'IN'), ('they', 'PRP'), ('are', 'VBP'), ('finding', 'VBG'), ('lumps', 'NNS'), ('recently', 'RB'), ('vaccinated', 'VBD'), ('women', 'NNS'), ('apparently', 'RB'), ('they', 'PRP'), ('were', 'VBD'), ('getting', 'VBG'), ('overrun', 'VBN'), ('by', 'IN'), ('biopsies', 'NNS'), ('this', 'DT'), ('little', 'JJ'), ('fact', 'NN'), ('isn', 'IN'), ('i', 'NN'), ('i', 'NN'), ('included', 'VBD'), ('informed', 'JJ'), ('consent', 'NN')]","['sister', 'try', 'book', 'mammogram', 'second', 'pfizer', 'shoot', 'amp', 'tell', 'need', 'wait', 'week', 'finding', 'lump', 'recently', 'vaccinated', 'woman', 'apparently', 'get', 'overrun', 'biopsy', 'little', 'fact', 'include', 'informed_consent']","['sister', 'try', 'second', 'pfizer', 'shoot', 'amp', 'tell', 'need', 'wait', 'week', 'finding', 'lump', 'recently', 'vaccinated', 'woman', 'apparently', 'get', 'overrun', 'biopsy', 'little', 'fact', 'include', 'informed_consent']","['sister', 'pfizer', 'amp', 'week', 'finding', 'woman', 'overrun', 'biopsy', 'fact', 'informed_consent']","{'neg': 0.0, 'neu': 0.955, 'pos': 0.045, 'compound': 0.2263}",0.2263,negative
thank you she is fully vaccinated with pfizer. experiencing mild symptoms,thank you she is fully vaccinated with pfizer. experiencing mild symptoms,ENGLISH,thank you she is fully vaccinated with pfizer. experiencing mild symptoms,"[('thank', 'NN'), ('you', 'PRP'), ('she', 'PRP'), ('is', 'VBZ'), ('fully', 'RB'), ('vaccinated', 'VBN'), ('with', 'IN'), ('pfizer', 'NN'), ('experiencing', 'VBG'), ('mild', 'NN'), ('symptoms', 'NNS')]","['thank', 'fully', 'vaccinated', 'pfizer', 'experience', 'mild', 'symptom']","['thank', 'fully', 'vaccinated', 'pfizer', 'experience', 'mild', 'symptom']","['pfizer', 'symptom']","{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.3612}",0.3612,positive
"i had pfizer too, but was sick as dog days afterwards, feeling quite off good month too i am thankful that i was able take couple days off work, but i also know that many people are not that fortunate we need work together make it reality all","i had pfizer too, but was sick as dog days afterwards, feeling quite off good month too i am thankful that i was able take couple days off work, but i also know that many people are not that fortunate we need work together make it reality all",ENGLISH,"i had pfizer too, but was sick as dog days afterwards, feeling quite off good month too i am thankful that i was able take couple days off work, but i also know that many people are not that fortunate we need work together make it reality all","[('i', 'NN'), ('had', 'VBD'), ('pfizer', 'VBN'), ('too', 'RB'), ('but', 'CC'), ('was', 'VBD'), ('sick', 'JJ'), ('as', 'IN'), ('dog', 'JJ'), ('days', 'NNS'), ('afterwards', 'NNS'), ('feeling', 'VBG'), ('quite', 'RB'), ('off', 'RB'), ('good', 'JJ'), ('month', 'NN'), ('too', 'RB'), ('i', 'JJ'), ('am', 'VBP'), ('thankful', 'JJ'), ('that', 'IN'), ('i', 'NN'), ('was', 'VBD'), ('able', 'JJ'), ('take', 'JJ'), ('couple', 'NN'), ('days', 'NNS'), ('off', 'RP'), ('work', 'NN'), ('but', 'CC'), ('i', 'NN'), ('also', 'RB'), ('know', 'VBP'), ('that', 'IN'), ('many', 'JJ'), ('people', 'NNS'), ('are', 'VBP'), ('not', 'RB'), ('that', 'IN'), ('fortunate', 'NN'), ('we', 'PRP'), ('need', 'VBP'), ('work', 'VBP'), ('together', 'RB'), ('make', 'VB'), ('it', 'PRP'), ('reality', 'NN'), ('all', 'DT')]","['pfizer', 'sick', 'dog', 'day', 'afterwards', 'feel', 'quite', 'good', 'month', 'thankful', 'able', 'take', 'couple', 'day', 'work', 'also', 'know', 'many', 'people', 'not', 'fortunate', 'need', 'work', 'together', 'make', 'reality']","['pfizer', 'sick', 'dog', 'day', 'afterwards', 'feel', 'quite', 'good', 'month', 'thankful', 'able', 'take', 'couple', 'day', 'work', 'also', 'know', 'many', 'people', 'fortunate', 'need', 'work', 'together', 'make', 'reality']","['pfizer', 'dog', 'day', 'month', 'couple', 'day', 'work', 'people', 'need', 'work', 'reality']","{'neg': 0.131, 'neu': 0.677, 'pos': 0.192, 'compound': 0.5436}",0.5436,positive
vaccines definitely prevent infection by 88% pfizer against delta variant per nejm this week‚Äôs article . previous infection gives protection but that wanes with time just like protection vaccine .,vaccines definitely prevent infection by 88% pfizer against delta variant per nejm this week‚Äôs article . previous infection gives protection but that wanes with time just like protection vaccine .,ENGLISH,vaccines definitely prevent infection by 88% pfizer against delta variant per nejm this week‚Äôs article . previous infection gives protection but that wanes with time just like protection vaccine .,"[('vaccines', 'NNS'), ('definitely', 'RB'), ('prevent', 'JJ'), ('infection', 'NN'), ('by', 'IN'), ('pfizer', 'NN'), ('against', 'IN'), ('delta', 'JJ'), ('variant', 'JJ'), ('per', 'IN'), ('nem', 'NN'), ('this', 'DT'), ('week', 'NN'), ('i', 'NN'), ('i', 'VBP'), ('article', 'NN'), ('previous', 'JJ'), ('infection', 'NN'), ('gives', 'VBZ'), ('protection', 'NN'), ('but', 'CC'), ('that', 'IN'), ('wanes', 'NNS'), ('with', 'IN'), ('time', 'NN'), ('just', 'RB'), ('like', 'IN'), ('protection', 'NN'), ('vaccine', 'NN')]","['vaccine', 'definitely', 'prevent', 'infection', 'pfizer', 'delta_variant', 'per', 'nem', 'week', 'article', 'previous', 'infection', 'give', 'protection', 'wane', 'time', 'like', 'protection', 'vaccine']","['vaccine', 'definitely', 'prevent', 'infection', 'pfizer', 'week', 'article', 'previous', 'infection', 'give', 'protection', 'wane', 'time', 'protection', 'vaccine']","['vaccine', 'infection', 'pfizer', 'week', 'article', 'infection', 'protection', 'wane', 'time', 'protection', 'vaccine']","{'neg': 0.0, 'neu': 0.803, 'pos': 0.197, 'compound': 0.631}",0.631,positive
"pfizer vaccine was significantly more effective fully vaccinated individuals. with two doses, vaccine is about 88 percent effective against symptomatic disease delta variant, according study.","pfizer vaccine was significantly more effective fully vaccinated individuals. with two doses, vaccine is about 88 percent effective against symptomatic disease delta variant, according study.",ENGLISH,"pfizer vaccine was significantly more effective fully vaccinated individuals. with two doses, vaccine is about 88 percent effective against symptomatic disease delta variant, according study.","[('pfizer', 'NN'), ('vaccine', 'NN'), ('was', 'VBD'), ('significantly', 'RB'), ('more', 'RBR'), ('effective', 'JJ'), ('fully', 'RB'), ('vaccinated', 'VBN'), ('individuals', 'NNS'), ('with', 'IN'), ('two', 'CD'), ('doses', 'NNS'), ('vaccine', 'NN'), ('is', 'VBZ'), ('about', 'IN'), ('percent', 'JJ'), ('effective', 'JJ'), ('against', 'IN'), ('symptomatic', 'JJ'), ('disease', 'NN'), ('delta', 'NN'), ('variant', 'NN'), ('according', 'VBG'), ('study', 'NN')]","['pfizer', 'vaccine', 'significantly', 'effective', 'fully', 'vaccinated', 'individual', 'two', 'dose', 'vaccine', 'percent', 'effective', 'symptomatic_disease', 'delta_variant', 'accord', 'study']","['pfizer', 'vaccine', 'significantly', 'effective', 'fully', 'vaccinated', 'individual', 'dose', 'vaccine', 'percent', 'effective', 'delta_variant', 'accord', 'study']","['pfizer', 'vaccine', 'individual', 'dose', 'vaccine', 'percent', 'study']","{'neg': 0.0, 'neu': 0.772, 'pos': 0.228, 'compound': 0.7774}",0.7774,positive
"interestingly, removed donor/support page replaced it with different partner over last 24hrs...ü§î","interestingly, removed donor/support page replaced it with different partner over last 24hrs...thinking_face",ENGLISH,"interestingly, removed donor/support page replaced it with different partner over last 24hrs...thinking_face","[('interestingly', 'RB'), ('removed', 'VBN'), ('donor', 'JJ'), ('support', 'NN'), ('page', 'NN'), ('replaced', 'VBD'), ('it', 'PRP'), ('with', 'IN'), ('different', 'JJ'), ('partner', 'NN'), ('over', 'IN'), ('last', 'JJ')]","['interestingly', 'remove', 'donor', 'support', 'page', 'replace', 'different', 'partner', 'last']","['interestingly', 'remove', 'donor', 'support', 'page', 'replace', 'different', 'partner', 'last']","['donor', 'support', 'page', 'partner']","{'neg': 0.0, 'neu': 0.803, 'pos': 0.197, 'compound': 0.4019}",0.4019,positive
it's pfizer so hopefully i'll grow another cup size,it's pfizer so hopefully i'll grow another cup size,ENGLISH,it's pfizer so hopefully i'll grow another cup size,"[('it', 'PRP'), ('i', 'VBZ'), ('pfizer', 'VBP'), ('so', 'RB'), ('hopefully', 'RB'), ('i', 'VB'), ('all', 'DT'), ('grow', 'VB'), ('another', 'DT'), ('cup', 'NN'), ('size', 'NN')]","['pfizer', 'hopefully', 'grow', 'another', 'cup', 'size']","['pfizer', 'hopefully', 'grow', 'cup', 'size']","['pfizer', 'cup', 'size']","{'neg': 0.0, 'neu': 0.696, 'pos': 0.304, 'compound': 0.541}",0.541,positive
