,Text,Translated
2289,"미래통합당.심재철.코로나검사로
음성이.나왓다.하더라도.자가격리
14일간.하시라.전희경.곽상도.알죠
큰일.날수도.있어서,경고하는겁니다.국민위해서.자가격리.하십시오","Future Integration Party. Sim Jae-cheol.
Voice.
14 days. You. You.
It's a big deal. Because it is a warning."
2290,"문재인정부는 코로라19 전원지역(대구.경북.남등) 봉쇄.외부차단.자가격리 국민들은 간절히 원한다.정치 적으로 생각 하면 대한민국은 망한다 &gt; 대한민국 청와대
 https://t.co/1qJITgE1Da","The Moon Jae-jin, the Corona 19-powered area (Daegu, Gyeongbuk, South) blocked. External blocking. The people of the external block. Korea Cheong Wa Dae
 https://t.co/1QJITGE1DA"
2291,"문재인정부는 코로라19 전원지역(대구.경북.남등) 봉쇄.외부차단.자가격리 국민들은 간절히 원한다.정치 적으로 생각 하면 대한민국은 망한다 &gt; 대한민국 청와대
 https://t.co/1qJITgE1Da","The Moon Jae-jin, the Corona 19-powered area (Daegu, Gyeongbuk, South) blocked. External blocking. The people of the external block. Korea Cheong Wa Dae
 https://t.co/1QJITGE1DA"
2292,더불어민주당 문재인정부는 믿을수없다.야당은 모하냐.말로만 떠들지말고 중국입국막고 들어온 중국놈들 격리추방해라.이러다 나포함 국민들 중국발 폐렴희생양된다ㅡ출근하기도 무섭다.이게나라냐.오염인자 중국놈들은 계속들어오고 자국민은 방치 이제 격리시킨다는말도 나오고 문죄인은 사과하라,"In addition, the Democratic Moon Jae-sang is unbelievably unbelievable. The opposition partition is not enough. Do not be able to float only in China, and the Chineseians who came to Chinese entry into the Chinese entry. This is a scary. Keep in mind and the people are saying that they will be insigned now,"
2293,"문재인에게 기대하는 국민이 바보다. 이번 총선에서 심판하자. 비상식과 신 독재의 아이콘 문재인과 그의 추종자들이 모인 민주당의 박멸하자. (다반뉴스) 문재인 망신! 중국, 한국 탑승객 전원 격리! / 신의한수 20.02.25 https://t.co/vFAxqBgEKP via @YouTube","The people who are looking forward to Moon Jae-in. Let's judge this general election. As an as a. (Multi-News) Moon Jae-in disgrace! China, Korean passengers power isolated! / Shin Soo 20.02.25 https://t.co/vfaxqbgekp via @youtube"
2294,"대남병원 격리환자 83명, 다인실 몰아넣어 증상 악화 우려 : 사회일반 : 사회 : 뉴스 : 한겨레모바일 - https://t.co/1F3F09aR1V","83 patients with 83 patients with hospitals, Multi-rash Concerns: Social General: Society: Social: Society: News: Hankyoreh Mobile - https://t.co/1f3f09ar1v"
2295,"난징공항에서도 한국인 격리..""중국 국적 탑승객 3명이 발열 증세 보이자 이뤄진 조치""..웨이하이공항 이어 난징공항에서도 최장 14일 격리조치 - 귀국하는 중국인들의 발열 증세 주목 #정중규 https://t.co/ZAPnwpo17M","Nanjing Airport is also known as Koreans .. ""The three people of the Chinese nationality passengers are responsible for the execution of exhaust"" .. Way Hai Airport, ""... Majesty at the last 14 days, Zapnwpo17m"
2296,"격리된 인턴 의사들 ""복귀 시켜 달라""..잔잔한 감동 | 다음 뉴스 https://t.co/KRl9oBnodD","Isolated intern doctors ""Return"". Next News https://t.co/KRL9OBNODD"
2297,@minpark66 이번 주가 고비이긴 하지만 대구에 갔다면 2주간 자가격리도 필요합니다.,"@ MINPARK66 If this week is gentle, it is necessary for two weeks of price if you went to Daegu."
2298,"대구에서 온 한국 관광객들이 베트남으로 방문했다. 아시다시피 지금 여러 나라가 한국인에게 여행경보를 냈지만 우리는 아직까지 반갑게 대웠다. 감염된지 만지 일단 격리하고 검사하는 것이 잘 못인지 한 이야기는 양쪽으로 다 듣고 평가하면 된다.
#ApologizeToVietnam
#베트남에_사과해","Korean tourists came from Daegu to Vietnam. As you know, we have been traveling alarms to Koreans now, but we have yet to be hated. Once you are infected, you can listen to both sides, and you can listen to both sides.
#APOLOGIZETOTVIETNAM
# I apologize to Vietnam"
2299,"[현재 한국인 입국 금지/제한 &gt; 총 32개국]

입국 금지 14개국,
입국 제한 14개국,
여행 자제는 4개국..
총 32개국에서 조선을 짱개 취급!

아니 심지어 짱개들이 시작한 우함폐렴인데 짱개들도 한국인 격리 시킴.

근데 조선은 짱개 유학생들한테 이것저것 퍼주느라 바쁘다. https://t.co/FNmBPKCcvB","[Currently, not Korean entry / restriction & GT; Total 32 countries]

14 countries,
14 restrictions,
The travel self is 4 countries ..
Handling Chosun in 32 countries!

No, even the crumbling is the right term pneumonia.

But the shipbuilding is busy to spend this one to the students. https://t.co/FNMBPKCCVB"
2300,중국에서 한국발입국에 한해 격리 조치를 취한다고 현재여론이 부글부글 사실상 저렇게 하는게 맞는거다 한국도 시초중국인 입국에 한 해서도 저렇게 해야 한다  필요시 입국 전면 금지도 시행 해야 한다 양국간 필수적인 공무인원 상호 방문외에 이시점에서  여행등사적인 방문은자제해야한다,"In China, I will take an isolated action on Korean enlargings, and the current public opinion is to do that. In addition, the traveling visit should be done in this time"
2301,"대구에서 온 한국 관광객들이 베트남으로 방문했다. 아시다시피 지금 여러 나라가 한국인에게 여행경보를 냈지만 우리는 아직까지 반갑게 대웠다. 감염된지 만지 일단 격리하고 검사하는 것이 잘 못인지 한 이야기는 양쪽으로 다 듣고 평가하면 된다. 
#ApologizeToVietnam
#KoreansStopLying","Korean tourists came from Daegu to Vietnam. As you know, we have been traveling alarms to Koreans now, but we have yet to be hated. Once you are infected, you can listen to both sides, and you can listen to both sides.
#APOLOGIZETOTVIETNAM
#Koreansstoplying"
2302,"난 열도 없고 증상도 없는데
맨날 자가격리 중","I do not have a heat and no symptoms.
Every day,"
2303,"중국유학생들은 값비싼 도시락줘 청도 한 병원에 격리된사람들한텐 싸구려도시락을 줘 
이제는 도시락가지고 편가르냐?
제일 서러운게 바이러스 걸려서 격리된것도 그런데 먹는거가지고 부실하다면 좀 그렇지않냐?ㅡㅡ
https://t.co/dx9vVivcIk","Chinese international students give a cheap lunch box to give a quaternary hospital to qualified hospital
Now that you have a lunch box?
I do not know how to eat it, but I do not know what to eat, but I do not think I eat it.
https://t.co/dx9vvivcik"
2304,"중국인 입국금지는 죽어도 생각 안하더만 중국에서 한국인 전원격리 시키네ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
애미씨발 시진핑 일회용오나홀 재인이 대가리에 든거없지? https://t.co/jxzwlR5FRC","I do not think I did not even think about the Chinese entry, but I do not even think about it.
Ami, do not you have a shiny Oona Hall? https://t.co/JXZWLR5FRC"
2305,[단독]中공항 홀로 격리된 10대 중학생 부모 인터뷰 ＂통보 없었다＂ (출처 : 이데일리 | 네이버 뉴스) https://t.co/08wNNLQTBO,"[Exclusive] Teenage junior high school student interviewed in the middle airport alone ""(Source: Idaily | Naver News) https://t.co/08wnnlqtbo"
2306,"[송파구] 2.25(화)21:00 현재 코로나19 확진자 2명 추가 발생(총9명), 격리조치 및 방역 완료. 자세한 내용은 송파구 홈페이지, 블로그를 참고바랍니다","[Songpa-gu] 2.25 (Tue) 21:00 Current corona 19 Confirmation of 2 additional (9 people) (total 9), Insulation measures and pre-disaster completion. For more information, please refer to Songpa-gu homepage, blog"
2307,"격리된 인턴 의사들 ""복귀 시켜 달라""…잔잔한 감동
경북대병원 인턴 13명 병원에 요청…대구시의사회도 ""총동원""
- 우리 사회의 희망은 이런 이들 속에서 찾아진다 #정중규 https://t.co/mi8HQAc4b3","Isolated intern doctors ""return to return"" ... Calm
Request for 13 people in Kyungpook University Hospital ... Daegu's society ""General Dongwon""
- Hope of our society is found in these these."
2308,"@nordrhei333 @FAR_NYONG 얘 어떻게 격리 시킬수 없나?ㅋ
진씨 너 말이야 이 ㅅㅋ 콱 마!","@ Nordrhei333 @far_nyong How can I isolate?
Jin, you are."
2309,@Osu_Turrim 이제격리되자.,"@Osu_turrim Now, let's be quarantined."
2310,"대문 활짝 열어두고 코로나 승기잡았다고 샴페인 일찍 터뜨리더니 급속히 확진자 확산ᆢ일순간에 국민을 공포로 몰아넣어 사실상 집에 격리시켜버렸다.
한번도 경험해 보지 못한 나라! 참 골고루 하시네!
이게 나라냐!","I opened the main gate, I got corona and I got it in the champagne.
I have never experienced it! It's true!
This is the country!"
2311,"@BTS_twt
자가 격리가 시작되었다
저희 학교는 따뜻하다
지금은 이런 상황이 외국인으로서 좋지 않은 안목과 착하지 않은 생각을 얻을 수 있지만, 이 세상은 여전히 아름답다
14일 동안 건강하게 지낼 거고 우리 방탄도 어떤 일을 하지 말고 사람 적은 곳에 잘 있고 자주 소독해야지 https://t.co/gHbqcGtNZz","@Bts_twt
Self-isolated isolation started
Our school is warm.
Now that this situation is not good as a foreigner, you can get a bad idea that you are not good, but this world is still beautiful.
We will stay healthy for 14 days and do not do anything we do not do what we do. HTTPS:"
2312,@borixia1215 ㅠㅠㅠ나두......회사에서 갑자기 재택근무들어갈지도 모르겠는 분위기라 강제 자가격리해야될까봐 불안해..😭😭😭😭그럼 안돼는데..ㅠㅠㅠㅠ,@ borixia1215 ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ..
2313,제길 .. 나는 대구 가서 수없이 많은 사람들 만나고 싸돌아댕겼는디 왜 말짱하지? 그냥 나도 감염되어 조용히 자가격리되어 적멸하고 싶은데..ㅋ 에휴 요즘 자꾸 적멸의 욕구가 끓어오르기도 한다. 좀 지쳤나봐..,"I am. I just want to destroy it, and I want to destroy it quietly. I'm tired."
2314,아 진짜 격리 환자 고양이를 위한 돌보기 계라도 짜야 하나,"Oh, it's a real isolation patient for care."
2315,명성교회 부목사 확진…격리전 2000명과 예배 (출처 : 뉴시스 | 네이버 뉴스) https://t.co/QFZnGxkaJ4,Celebrity church plums ... Exhibition of 2000 and Worship (Source: News | Naver News) https://t.co/qfzngxkaj4
2316,"대구 거주 아버지·할머니 16일부터 용인 A씨 원룸에서 함께 생활
용인시, 확진자 회사·식당 폐쇄· 아버지와 회사 동료 등 14명 자가격리

'대구 간 적 없다'던 용인 첫 확진자 CCTV로 방문 사실 드러나
 https://t.co/S2I6R4EJ8i","Daegu residence father, grandmother's 16th day from Yongin A Seeds in Won Room
Yongin City, Confirmed Company, Restaurant Closure, Father and Company Colleagues, etc.

'I have never been in Daegu' Dunn Yong Yong's first confirmation CCTV
 https://t.co/s2i6r4ej8i"
2317,"#당정청_대구ㆍ경북_최대_봉쇄조치_TK가_희생냥_대구ㆍ경북사람은_국민아닌가? 중국 칭다오 한국인 입국제한, 제주항공편 한국인 19명 웨이하이 공항인근 14일 격리했는데 정부는 무엇을 했는가? #대구경북_사람은_어느나라_국민인가_중국인보다_못한가? 세치혀로 한부로 말하지 말라","# Taisul Office _ Daegu ㆍ Gyeongbuk _ Max _ Boncock Measures _tk _ I'm not a citizen _ Daegu ㆍ Gyeongbuk Chinese Qingdao Korean immigration, Jeju flights, 198, 19 people in Jeju Island, but what did the Government did? # Daegu Gyeongbuk_ person _ What country is not it? Do not talk to the decision on the placement."
2318,"김부겸은 2주 정도 격리되어 있음 좋겠다. 지역에 매몰된 사고와 발언 도를 넘었다.정부와 민주당에 도움 1도 안된다. 당선에 눈 먼 정치충 그만 보고
싶다.","I wish I can isolate about two weeks. I crossed the accident and the statue of the area. No help in the government and the Democratic Party. Stop the blind politicity in the election
want."
2319,"@uj2244 @naverisnotnews 검사 한번만 하는게 아닙니다.
적어도 두번더 검사 할껍니다..
14일 격리..
하루전에 양성 나오겠죠.ㅋ","@ uj2244 @naverisnotnews are not just a test.
At least twice the test.
Isolated on 14th ..
I will be positive for a day."
2320,"[송파구] 코로나19 확진자 2명 추가 발생, 23일 문정동 확진자의 가족으로 서울의료원에 격리조치하였으며, 자세한 내용은 송파구 홈페이지를 참고 바랍니다.","[Songpa-gu] Corona 19 Confirmation of two more confirmation, 23 days in Munjeong-dong, the family of confirmed, followed by the Seoul Medical Center, and please refer to the Songpa-gu homepage for more information."
2321,"황교안 심재철 곽상도 전희경.

음성.
다행이다.

그래두 14일간 격리해야 되는거 아닌가!","Hwang, Kyung-cheol Kwak, Kwak.

voice.
thank God.

Are you needable for 14 days?"
2322,"한국인 19명..
공문없이 구두통보로
중국에서 14일간 격리!! https://t.co/GzNql7NRrr","19 Koreans ..
Without a statement,
Isolated 14 days in China !! https://t.co/GZNQL7NRRR"
2323,"대구/경북봉쇄는

신천지 코로나 진원지인 
대구/경북으로부터 시민들의 이동을 통제 격리하여, 코로나 확산을 막어 동지역에 치료를 집중하는 개념이다!!!♥♥♥
https://t.co/VBzMSeEim5","Daegu / Gyeongbuk blockade

Shinchonji Corona
It is a concept that controls the movement of citizens from Daegu / Gyeongbuk, and concentrates Corona spreading to concentrate treatment in the root area !!!! ♥♥♥
https://t.co/VBZmseeim5"
2324,"@newsvop 음성이라..
자가격리 14일동안 푹 쉬고
자가격리 해지 하루 전에 양성나오길.
검사 한번만 할 줄 알았지?
대부분 검사 한,두번에 음성판단 나온
사람도 있지만,그렇지 않은 사람들도
있으니..","@newsvop, called ...
Come on for 14 days.
I am going to get a positive after the doubt.
I thought you'd have a test once?
Most inspected, two voice judgment
People are also, but those who are not
You are ..."
2325,신천지 교도들은 특성상 숨는게 본성이라 낙인 찍히는게 문제가 아니다. 강제 수사로 색출하고 격리시켜야한다. https://t.co/oj21LhryKz,"Shinchonji is not a matter of the nature of the nature, the nature of the nature. You should be used to enforce and isolate into forced investigations. https://t.co/OJ21LHRYKZ"
2326,"개강 앞둔 中 유학생 본격 입국… 정부, 예비비 42억원 푼다 https://t.co/um89BoYVl1자국은 봉쇄하구 해외에서감염자로격리차단확대 중국조차 격리차단 받는데 우린 들어오는 중국유학생은 이렇게 극진히 보살피는 이정권은 누굴위한 정권입니까?정말 중국이 최우선이란 말인가요?엿같은~ㅁㅊㄱ들!","Entry into the middle international student in the middle of the middle of ... Government, preliminary 4.2 billion won. Https://t.co/UM89BOYVL1 The country is blocked in the crushing of the residents. Is it the top priority?"
2327,"코로나 뒤바뀐 신세…
이젠 중국이
한국인 격리 나섰다
https://t.co/kCpI9BICLV
코로나 진앙지 중국이
""미안하다"" 말한 적 있나?
https://t.co/g2BiuQhORe
~~~
누가  중국을 '친구'라 했나?","Corona reversed ...
Now China
Koreans have been isolated.
https://t.co/KCPI9Biclv
Corona Jinjiji China
""Sorry,"" Have you ever said?
https://t.co/G2Biuqhore
~~~
Who did China 'friends'?"
2328,"이젠 중국이 한국인 입국 통제..5~7일 강제 격리하는 곳도..‘한국발 코로나’ 역유입 막아
- 전쟁도 선제적 타격이 중요한데, 역병과의 전쟁도 마찬가지. 입국 제한 조치 선제적으로 했더라면 우한폐렴 대거 유입 막았을뿐 아니라, 이런 수모도 겪지 않았을 것 #정중규 https://t.co/lZ3YhpWF4u","Now China is a Korean immigration control ..5-7 days forces to be forced to isolate .. 'Korea Fall Corona'
- The war is also important in preemptive batting, but the war with the Army is also true. If you had a preemptive restriction, you would not have been a wuen pneumonia."
2329,우리나란 지금 어디로 가고 있을까? 우리나라 여행객들은 외국공항서 땅도 밟아보지 못한채 되돌아오고 신혼여행 간 수많은 신혼부부들은 그나라 공항에서 격리되었다. 왜 우리나라는 우한폐렴 근원지 중국에서 들어오는 사람들을 대책없이 입국시킬까? 자국민의 생명보다 경제가 더 중요한가?,"Where is our country now? Travelers in Korea have been backed on the land of foreign airports, and numerous new married couples between honeymoon were isolated from the airport. Why do not Korea enter the contents of the Wuhan Pneumonia without measures in China? Is the economy more important than the life of the people?"
2330,@RedBz73 그때는 그냥 아주 독한 감기라고만 언츨했죠.  저도 걸려서 5일간 격리 치료 받았었던 이번건은 Made in China 와 선거철이 만들어낸 거죠.,"@ Redbz73 Then I was just a very hard cold. I have been making it for five days, and this article, who was treated for 5 days, made Made in China and electoral iron."
2331,그참 시원한 뉴스다. 코로나바이라스 보다 더 혐오스러운 놈이 격리됐다. 영윈히 안나왔으면 좋겠다. https://t.co/DFJ1D9ogtF,It is a cool news. A more disgusted guy was isolated more than Corona Biras. I wish I could not go to English. https://t.co/DFJ1D9OGTF
2332,@ShinnSamuel 서울상징 광화문을 더럽힌 광기 난동범을  영원히 격리시켜야합니다 ㆍ,@Shinnsamuel Seoul Symbol The madness of the madness of the madness of Gwanghwamun must be isolated forever
2333,@darunbooks 이자는 서울얼굴 광화문을 수도없이 더럽힌 마귀범입니다 ! 영구 격리시켜야합니다 !,@Darunbooks is a dirty village without a murder of Seoul Facing! You have to be permanently isolated!
2334,아 어쩌다 이지경에＂이젠 중국이 한국인 격리＂ 돌아갈 주재원 가족들 어쩌나 (출처 : 머니투데이 | 네이버 뉴스) https://t.co/Kitk3Bm8sN,"Oh, I do not know what to do."
2335,"고의로 전염병 전파자는 무기징역 때려라
사회 격리가 필요하다 https://t.co/CD3IpHipRZ","Delegation of infectious diseases is to beat the mujing station
Social isolation is needed https://t.co/CD3IPHIPRZ"
2336,"코로나19' 공포, 방송까지 덮쳤다…김민아 발열→JTBC 아침뉴스팀 전원 자가격리 https://t.co/URCK7ftbNH","Corona 19 'Fear, Covered ... Kim Min-a Heat → JTBC Morning News Team Power Press Https://t.co/URCK7FTBNH"
2337,"[코로나19, 추가 확진] 24일 총 833명/8번째 사망자 발생/이달 말까지 확진자 5천 명에 다를 듯~
사망자도 급속도로 늘어날 듯~ 문재인 정부, 중국입국 금지 외면에 한국인 격리하는 중국 당국, 홍콩 오늘부터 한국인 입경정지!","[Corona 19, confirmed] 24 days a total of 833 / 8th deaths / I am going to go to five thousands of confirmation by the end of this month
The death will also increase rapidly ~ Moon Jae-in government, Chinese authorities that are in the exterior of Chinese entry into the exterior of China, Hong Kong, Hong Kong, Hong Kong!"
2338,"서울중앙지검, '코로나 대응TF' 운영… '역학조사·격리 거부' 등 엄정 대응 https://t.co/LCjBboSmeu","Seoul Central District, 'Corona Response TF' Operation ... Russia, such as 'dynamics survey, isolation, and rejection' https://t.co/lcjbbosmeu"
2339,"리) 27년 전  시설 내 학교 근무하던 시절에 눈병이 유행한 적이 있었다. 평소 놀이실로 쓰던 큰 방에 눈병이 걸린 아이들을 다 모아놓는 게 전부였다. 돌봄의 질이 더 나빠지는 게 뻔했다. 코호트 격리,라는 말에 악몽처럼 그 때 본 장면들이 자꾸 생각 난다.","Lee) I had a popular eye in the days I was working on my school in the facility 27 years ago. It was all that I was gathering the children who had a snow disease in a big room used as a usual play. It was almost worse the quality of care. As the cohort isolation, like a nightmare, the scenes keep in mind."
2340,"코로나 같은 새끼 하나 격리 완료

전광훈 목사 구속..""사전 선거운동 중대하고 도주 우려도"" | 다음 뉴스 https://t.co/82gyDFnum6","Corona like a cub one isolation

I am a priest. Next News https://t.co/82gydfnum6"
2341,"허!

원희룡, 코로나19 격리 중..확진자 접촉 심재철과 동석 | 다음 뉴스 https://t.co/R2XjsO6fyy","her!

Won Hee Ryong, Corona 19 insurance ... Crawler Contact Shim Jae-cheol and Stone | Next News https://t.co/r2xjso6fyy"
2342,"韓, 중국발 입국금지 주저할 때···中, 이젠 한국인 격리 나섰다 

한국 확진 급증하자 역유입 우려
산둥 입국 한국인 2명 한때 격리
홍콩, 오늘부터 한국인 입경 금지
대만도 한국서 오는 여행객 격리

 https://t.co/oNkFnbCHGW","Korea, China, China, is not in the midst of hesitation,

Concerns in Korea's confirmed surge
Two Koreans in a shamm
Hong Kong, today,
Taiwan, also coming to Taiwan,

 https://t.co/onkfnbchgw"
2343,이만희 코로나로 자체격리. 조만간 부음이...,This is a Corona itself isolation. Soon soon ...
2344,"베트남도 한국 관광객 격리 

대구 출발 20명 다낭 병원에 발묶여 
중국도 한국서 온 입국자 별도관리

중국 너 마저 한국을ㅋㅋㅋㅋㅋㅋㅋ

https://t.co/rvEm2lFgpS","Vietnamese Tourist Isolated

20 people from Daegu departed in Damang Hospital
China, China,

China Even you might have Korea ㅋ ㅋㅋㅋ ㅋㅋㅋ

https://t.co/rvvem2lfgps"
2345,"모리셔스, 신혼 18쌍 격리…이스라엘, 韓 관광객 출국 조치 

국격 꼬라지하고는......,,,,

 https://t.co/fLydjdH2pi","Mauritius, newlyweds 18 pairs of isolation ... Israel, Korea Tourists Departure Action

It's a tongue ...... ,,,,,

 https://t.co/Flydjdh2pi"
2346,제발 쇼를 하지 말고 일을 해라. 우한 교민들 도시락은 청와대 인장까지 붙인 좋은 도시락 배달해주더니 대남병원은 코호트 격리라면서 김치 반찬만 먹어야 하는 이유가 뭔지. 언론에 노출 안되면 대충대충이냐?,"Please do not show the show. Wuhan Dynasty lunches delivered a good lunch box to Cheong Wa Dae Tensile, and the Great Hospital is a cohort isolation, and it's a reason why Kimchi bees should be eaten. If you do not expose you to the press, is it roughly rough?"
2347,대구보건소 방역팀장때문에 파견된 의사 100명 간호사 모두 격리중..권영진은 신천지명단 드러나기 전 감춘 사실에도 감싸기..그래서 대구가 퍼진거야,During the Doctor's Doctor Dept. of a Doctor Dept. of Doctor Dept.
2348,"동네북 된 한국, 어쩌다 이 지경...

몽골, 한국 항공편 전면 중단.
중국 산둥 성, 한국인 입국자 격리 조치, 교민 알림
중국 언론, 한국 정부 대응 느리다 지적.

조만간 중국이 한국인 입국 금지 발표할 판.","Korea, Korea, Korea,

Mongolia, Korean flight interruption.
China Shandong Province, Korean immersion measures,
Chinese media, the Korean government is slow, pointed out.

Soon soon, China will announce China's immigration prohibition."
2349,야 18놈들아 이스라엘 봐라 자기나라 입국자 증상까지 알아서 입국도 못시키게 하고 이스라엘 국민은 자기나라 격리도 못시키게 하고 전세기로 쫓아냈다. 망신도 이런 망신 있냐? 그래도 중국인 안먹네 저새끼들 꼴통짓에 한국이 망하겠다.,"Hey 18, see Israel, and see Israel, and they could not enter them, and they could not enter them, and the Israeli citizens could not be able to isolate their country and chased it to the charter. Is there a disgraceful disgrace? But I do not have to be Chinese."
2350,격리당할때 폰도 가져간다고함 ㄷㄷ 내 갤러리.. https://t.co/FM1cD4X1SL,I have to take a phone when I'm just isolated.
2351,권영진. 신천지 명단 들통나 자가격리한 대구보건소 방역팀장 두둔하고 나서.. 판단력 부족 가능성,"Kwon Young Jin. Shinchonji listing Diamond, a doubt of Daegu Public Health Center,"
2352,"우리국민들 실험용쥐로 대하는거같은 기분이든다
확진자가 저만큼늘어났으면 
치료제 만들어보기라도해야되는거 아닌가? ㅡㅡ 격리,치료,방역 이정도로는 더 못갈꺼라는 생각안하는가? ㅡㅡ 아님 이바이러스 실체 가지고가서 연구라도 해보던가 ㅡㅡ 진짜 답없네 ㅡㅡ","I feel like our people are treating them with experimental mice.
If the confirmation increased by me
Do not you have to make a therapeutic agent? ㅡ ㅡ Isolation, Treatment, Distinguished, Do you think it's better? ㅡ ㅡ No, I have to go to the Ivirus reality,"
2353,@AMORE_BAHA 자가격리 왜된거죠,@Amore_baha is a price Why is it?
2354,"다행히 요즘 우리 애들 대만 올 일 없어..보니까 다른 아이돌 콘서트 다 연기할 수 밖에 없어.공연하려면 2주전에 꼭 먼저 와서 격리하고밖으로 나갈 수 있다고
그래서 ㅅㅍㅇ도 올 생각하지마 진짜🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️","Fortunately, we do not have only our kids in Taiwan. I have to postpone other idol concerts. I can not but I can postpone other idol concerts.
So do not think about it."
2355,25일부터 한국부터 대만에 오는 사람들 다 14일간 자기격리한대.일하기 힘들다 진짜 한국 가지도 못하고 한국 직원분 불러오지도 못해...🤦🏻‍♀️,"From 25th to Taiwan, people from Korea to Taiwan. I do not have a real Korean eggplant."
2356,@sangseek_kim 서울나들이 원히룡 제주지사. 코로나 격리.. 무뇌아입니다 개념없는..,@sangseek_kim Chonghua Daedong is a member of Jeju. Corona Isolated.
2357,"중대한 시국에 서울나들이하고 이젠 코로나로 격리..도지사 자격이 없다..그러다 제주 보궐선거할라

[속보] 심재철 접촉한 원희룡 제주지사, 코로나19 격리중 | 다음 뉴스 https://t.co/k1LhL7snao","I do not qualify for the Great Corona.

[Breaking News] Jeong Jae-cheol's Contact, Next News https://t.co/k1lhl7snao"
2358,팩트체크는 좋은데 100명이 아니라 50명 자가격리임.,"The fact check is good, but it is not 100 people, but 50 people."
2359,"심재철 접촉한 원희룡 제주지사, 코로나19 격리중
🤣🤣🤣 코로나19 아니라도 핑크당 바이러스는
국민 정신건강 위해 격리하는 게 바람직. 4.13총선
좋은 기회다.","Jeong Jae-cheol's contact, Won Hee Ryong, Jeju, Corona 19
🤣🤣🤣 Corona 19 But the virus per pink
It is desiring to isolate national mental health. 4.13 general election
Good opportunity."
2360,사쿠라통합당 심재철 곽상도 전희경 격리조치해야지 어딜 뽈뽈거리며 돌아다니냐 개념이없는 무뇌아들..,"Sakura Integrated Party Shim Jae-cheol Kwak Road Capital Before the Jobs,"
2361,"모리셔스로 신혼여행 간 한국인 17쌍 입국 거부, 격리당해 (출처 : 중앙일보 | 네이버 뉴스) https://t.co/cucFR474D8","17 pairs of Koreans who are Korean in Mauritius, deny 17 pairs of immigration, rejection, sources (Source: Joongang Daily | Naver News) https://t.co/cucfr474d8"
2362,근데 자가격리 50명아니었냐?,But did you get 50 people?
2363,현대차 노조 “울산공장 6명 자가 격리…확진자 나오면 공장 중단” (출처 : 한국일보 | 네이버 뉴스) https://t.co/JVcTDghU0h,"Hyundai Motor Union ""Ulsan factory 6 people isolated ... If you go out, the factory discontinued ""(Source: Hankook Ilbo | Naver News) https://t.co/JVCTDGHU0H"
2364,"원희룡, 코로나19 격리 중..확진자 접촉 심재철과 동석 | 다음 뉴스 https://t.co/RM2F7AHHA9
道 주요 기관장 회의 불참..""만일의 상황 대비""","Won Hee Ryong, Corona 19 insurance ... Crawler Contact Shim Jae-cheol and Stone | Next News https://t.co/RM2F7Ahha9
Road Major Meeting Meeting. """
2365,"호에서는 이달 5일 격리를 시작한 이후 2주가 훌쩍 지났지만, 최근까지도 감염자가 속출하고 있다. 일본 후생노동성은 이날 이 배에 탑승한 승무원 55명과 승객 2명이 코로나19 검사에서 양성 반응이 나왔다고 발표유람선 탑승자 가운데 일본에서 감염이 확인사람은 3주도 채 안 돼 691명으로 불어났다","In the issue, two weeks since I started isolation on the 5th of this month, but I recently been a recent infected person. The Japanese Welfare Nongdong Province is a positive response from the crew, and two passengers on this ship, and two of the passengers came out of Corona 19 testing, and in Japan, the person in infection in Japan is 3 weeks and 691 people."
2366,"@337cre 취소하는 것이 나을것 같네요.
우리회사는 해외출장 전면 금지시켰고 일부 국가는 한국인 입국 금지 또는 격리시킬거라 합니다","@ 337cre I think it would be possible to cancel.
Our company has been banned from overseas business, and some countries will be prohibited or isolated in Korean."
2367,@KarisNote 4월1일로 이사태 나기도 전에 예약함 근데 일본서 한국서 오는 입국자 2주 자가격리(쑻)이라도 하게 되면 좀 땡겨서 들어갈지도?,"@Karisnote On April 1, the reservation is also a booking, but if it is a two-week of entry of Japan, a two-week price of Japan,"
2368,@djazkdh2341 내일부산자췬디...자가격리해야될듯ㅋㄱㅋㅋㄱㅋㅋ,@ djazkdh2341 Tomorrow's Birthplace ...
2369,"https://t.co/fMLbXNLgDy
지금까지 가장 어린, 생후 16개월의 아기가 확진자로 확인됐습니다. 오늘(23일) 나온 확진자 중에는 4살 아이도 포함돼 있습니다. 아이가 혼자 격리되기에 너무 어릴 경우에는 부모가 온몸에 보호장구를 입고 아이 곁을 지키게 됩니다.","https://t.co/fmlbxnlgdy
So far, the youngest younger and 16 months of age were confirmed as confirmed. Today (23 days), there is a four-year-old child among the confirmation. If the child is so young to be isolated by the child alone, the parents will protect the whole body and keep the child by the child."
2370,"북한도 바이러스 공포에 외국인 격리 조치
 https://t.co/Jkrd7jPCg8","North Korea is also a foreigner isolation measure in virus fear
 https://t.co/JKRD7JPCG8"
