,Text,Translated
1234,"구리시 신종코로나바이러스 확산방지를 위해 소독 방역 철저히 하겠습니다.
https://t.co/BeLkM7FmCA https://t.co/9JrJURf27j","I will thoroughly disinfected for prevention of H1N1 Corona virus in Guri City.
https://t.co/belkm7fmca https://t.co/9jrjurf27j"
1235,"아이고 설전에 제사 모시고 
설날 지나고
아이들 다녀가고
정초 7일 기도 마치고 나니
감기가 칭구하자카네
콧물에 머리도 찡하고

코로나바이러스인가 먼가 세상이 어수선 한데
내 몸도 힘들었나 봐
수고했어 나야
토닥토닥","I do not know how to do it.
On the day of New Year's Day
I go to children
I'm finished in the seventh day of Jung Moon.
Cold is cheap.
Head on runny nose

Corona Virus is a distant world.
I think my body was hard.
I did it.
Tokotok"
1236,"중국 우한 시장 기자회견
""우한시 500만 명의 이동 이유가
코로나바이러스로 인한 극단적 탈출이 
아닌 명절로 인한 이동도 있었다""

TV조선의 악의적인 미확인 보도 수법
우한을 ""유령도시"",
인구의 이동을 ""탈출""
한국 '입국자가 만 명이 넘을 것'","China Wuhan Market Press Conference
""Reason for moving 5 million in Wuhan
Extreme escape due to coronavirus
There was a mobility due to a non-holiday ""

TV Shipbuilding's malicious unidentified reporting method
Wuhan ""Ghost City"",
Moving the population ""escape""
Korea 'entry is only over"
1237,"춘천의 한 아파트는 엘리베이터마다 손 소독제를 비치했네요
#신종_코로나바이러스 #손 소독제 https://t.co/lcQxawojpG","One apartment in Chuncheon has a hand disinfectant for each elevator.
# H1N1 _ Corona Virus # Hand Disinfectant https://t.co/lcqxawojpg"
1238,"신종 코로나바이러스 감염증 관련 

우리시 확진환자는 없습니다. 의사환자 • 조사대상유증상자17명(격리해제14, 격리중3), 자가격리•능동감시33명입니다. 자택격리자가 증가할 것을 대비해 긴급생계지원준비를 끝냈습니다.생활필수품을 1대 1매칭 지정되는 격리가구 담당 공무원이 방문전달합니다","New corona virus infection related

There is no patient in our city. Patients with doctor • 17 subjects for investigating (unknown 14, 3 isolation 3), Primary price • 33 people are active. We have finished preparing for emergency livelihood support for the increase in the home part of the household."
1239,이번 사태를 보면서 정부나 여당은 자화자찬..혹은 전 정권보다고 낫다고 칭찬일색이던데..참 한심하다..전 정권은 제대로 된 정권이었나? 어디다 비교를 하는건지..코로나바이러스 중국인 관광객 새로이 추가 되었는데..중국 입국인 막았다면.. 자국을 먼저 생각해야지..답답하네..마스크도..,The government or the ruling party is praised than a self-scavenger. It is a praise. Where is it compare .. Corona Virus is a new tourist for a new tourist .. If you have been in charge of entering China .. I have to think about it.
1240,".@moonriver365
@TheBlueHouseENG
@TheBlueHouseKR
@hellopolicy
@mevpr
@WHO
@mohwpr
@mafrakorea
불법이고 비위생적인 #개고기 판매도 금지시켜야 합니다. 한국에서 #코로나바이러스 가 생긴다면 감당할수 있습니까? Must ban unregulated #DogMeat in Korea, it can't afford #coronavirus outbreak https://t.co/BWbqxu5QVn","@ Moonriver365
@Thebluehouseeng
@Thebluehouse
@hellopolicy
@mevpr
@Who
@mohwpr
@mafrakorea
It is illegal and unnecessary # not allowing sales of dog meat sales. Can I do it if I have a # corona virus in Korea? Must Ban Unregulated #dogmeat in korea, it can not afford #coronavirus outbreak https://t.co/bwbqxu5qvn"
1241,"현실반영ㄷㄷ
#코로나바이러스
#우한폐렴
#전염병주식회사 https://t.co/S0Mxhd7hkZ","Reality reflected
#covid
# Wuhan pneumonia
# Epidemic Co., Ltd. https://t.co/s0mxhd7hkz"
1242,"The Spread of Coronavirus: Pictures
#우한폐렴
#신종_코로나바이러스
 https://t.co/kMG12BTzIT https://t.co/6MLUqvcxZe","The Spread of Coronavirus: Pictures
# Wuhan pneumonia
# H1N1 _ Corona Virus
 https://t.co/KMG12BTZIT https://t.co/6mluqvcxze"
1243,안양시의회 총무경제위원회- 신종 코로나바이러스 관련 비상대응 체계 점검 https://t.co/igkup6qKpu,Anyang City Council Secretary Economic Committee - Check-in Emergency Response System for H1N1 Corona Virus https://t.co/kkup6qkpu
1244,"질병관리본부는 국내 '신종 코로나바이러스 감염증(우한폐렴)' 확진자로부터 바이러스를 분리하는데 성공했다고 5일 밝혔다.
현정부의 질병관리 대응은 세계최고 수준입니다.
https://t.co/zim4KOJ6a5","The Disease Management Headquarters said it was successful in separating viruses from the 'H1N1 Corona virus infectious (wilder pneumonia ""confirmed.
The disease management response of the statement is the world's highest level.
https://t.co/zim4koj6a5"
1245,"국내 '신종 코로나바이러스' 분리 성공.. ""백신과 신약개발에 활용"" 정부와 질본의 대응 세계 최고
아님? 👏👏👏 https://t.co/k20gRFMHCt","Domestic 'H1N1 Corona Virus' separation success ... ""Using vaccine and new drug development"" the best of the world
no? 👏👏👏 https://t.co/K20GRFMHCT"
1246,지금코로나바이러스랑조류인플루엔자퍼지면감기처럼된다햇지,Now it's like a Corona virus and bird influenza.
1247,"국민 55%는 정부가 코로나바이러스 대처 잘하고
있단다.아산과 진천에 계신 우한 교민들도 정부의
대처에 감사한다. 언론 보도는정부 질타하는 내용 투성이다. 코로나바이러스 이용 국민 이성,정서를 감염시키는 게 저들의 목적일까?","55% of the Kookmin
There is. Wuhan,
Thank you for coping. The press coverage is the government that is dirty. Corona Virus Using National Rioma and the Emotions What is my purpose?"
1248,"&lt;신종 코로나바이러스 감염증
예방행동수칙&gt; 을 안내해드립니다.
의심되면 병원 방문 전에 전화상담 먼저!!!
#경기도장애인체육회
#신종코로나바이러스
#코로나바이러스예방법
#손씻기
#마스크착용
#전화상담
#장애인체육
#함께해요 https://t.co/LGShcJwGZE","& Lt; H1N1 corona virus infection
Preventive Code & Gt; We will guide you.
If you suspect, please call the phone before visiting the hospital !!!
# Gyeonggi-do
# H1N1 Corona Virus
# Corona Virus Prevention
#Washing hands
#Wearing a mask
# Telephone consultation
# Disabled Physical Education
# With Https://t.co/lgshcjwgze"
1249,"신종 코로나바이러스 감염증 관련 

우리시 확진환자는 없습니다. 의사환자•조사대상유증상자13명(격리해제 12,격리중1), 자가격리•능동감시32명입니다. 금일 수정구보건소는 성남문화원,지역아동센터,경로당을 중원구보건소는 성남동일대를 분당구보건소는 유치원,경로당 중심으로 방역 소독합니다.","New corona virus infection related

There is no patient in our city. Patients with doctor • 13 subjects for investigating (unknown 12, 1), quantity of self-esteem • 32 people are active. Today's Crystal Public Health Center is the Cultural Center, the Regional Children's Center, and the Pangpang National Public Health Center."
1250,[공유] [속보] 신종 코로나바이러스 확진자 2명 추가…총 18명 (출처 : 명상 디렉.. | 블로그) https://t.co/7XchvRqRaX,[Sharing] [Breaking New] Two additional confirmation of new corona virus ... A total of 18 (Source: Meditation Direc ... | Blog) https://t.co/7xchvrqrax
1251,"미국의 넌센스
미국은 중국 코로나바이러스 관련하여
최근 2주내 중국 경유자들에 대하여는
미국 입국을 전면 금지했다.
코로나바이러스 사망자 400여 명,
미국 독감 사망자는 1만 명이 넘고 있다
오히려 중국이 미국인 입국 금지시키는 
것이 타당할 듯","America's sense
The United States is a Chinese Corona virus
For recent 2 weeks,
I banned the US entry into the United States.
More than 400 corona virus deaths,
American flu deaths are over 10,000 people
Rather, China is prohibited in Americans
It's reasonable"
1252,"중국인 입국금지 주장한 자유한국당
미국인 입국금지를 먼저 요청하라
중국 코로나바이러스와 미국독감 중
어떤 질병이 더 위험한지 모르는가?
중국 인구 14억명 중 코로나바이러스
누적 확진자 2만여 명, 사망자 425명
미국 인구 3억2천만명 중 미국 독감 환자
1900만명 중 1만명 사망","Free Chinese Party
Ask the US entry prohibition first
Chinese Corona Virus and American Flu
Do not know what diseases are more dangerous?
Corona Virus in the population of 1.4 billion people
Cumulative confirmation of 20,000 people, 425 deaths
US influenza patients in US population of 320 million people
More than 19 million people died"
1253,"[하동군청]신종코로나바이러스 16번 확진자발생에 따른 인근도시 방문자제.위생수칙 준수.발열등 호흡기증상 발생시1339,보건소055-882-4000로 상담바랍니다. https://t.co/ZLuR8UGf0A",[Hadong County Office] H1N1 Corona Viruses 16 Nearby urban visits according to rescue. We adhere to hygiene fake. https://t.co/zlur8ugf0a
1254,"#NBC voice from #Pakistanis all over the world including #Korea with love, prayers &amp; support for #China which is fighting great against #CoronavirusOutbreak. Best Wishes! #코로나바이러스 #중국화이팅 #Pakistan #Chinese #Korean 🇵🇰🇨🇳🇰🇷 @AhmadJawadBTH @zlj517 @irt_pti @SMQureshiPTI https://t.co/msWxBDoz22","#NBC VOICE from #pakistanis all over the world include #korea with love, prayers & amp; Support for #china Which is fighting great AGAINST #CORONAVIRUSOUTBREAK. BEST WISHES! # Corona Virus # China Fighting #pakistan #chinese #korean 🇵🇰🇨🇳🇷 @ahmadjawadbth @ zlj517 @irt_pti @smqureshipti https://t.co/MSWXBDOZ22"
1255,"#신종_코로나바이러스  좀 적당히 하자....
https://t.co/AkMJe0YMbi","# H1N1 _ Corona Virus is a little moderately ....
https://t.co/akmje0ymbi"
1256,"&lt;선배님 교복 물려주셔서 고맙습니다&gt;
구리시알뜰교복은행 행사가 성황리에 끝났습니다.
신종 코로나바이러스 감염을 막기 위해 방문객 전원이 손소독제와 마스크를 착용하고, 주최측과 보건소에서 설치한 열 감지 화상카메라 절차에 따라, 전염병 예방수칙을 철저히 따랐습니다. https://t.co/XFRmM1WBaB","& Lt; Thank you for your uniform uniform and appreciation & GT;
The Guri City Alstel Uniform Bank event was over to the toughness.
To prevent H1N1 Corona virus infection, visitors were worn by visitor power, wearing masks and masks, and followed by heat detection image camera procedures installed in organizers and public health centers, thoroughly followed the prevention of epidemic prevention. https://t.co/XFRMM1WBAB"
1257,"🚨신종 코로나바이러스감염증 국민 예방수칙 

지역사회 전파 차단을 위해 정부와 국민 모두가 힘을 모을 때입니다!

✔️자세히보기▶️https://t.co/PepKBtQayb

#질본 #질병관리본부 #1339콜센터 #신종코로나바이러스감염증 #더많은_국민들에_전달될수있도록_공유바랍니다","🚨 H1N1 Corona Viral Receivitis National Precautions

For community propagation, both governments and people are when all of the people will collect power!

✔ ✔️ Read more ▶ ️HTTPS: //t.co/pepkbtqayb

# # 1339 Call Center # H1N1 Corona Viral Infectivity # More _ I hope to be delivered to the people"
1258,"중국 당국, 신종코로나 '화장실 전파' 가능성 알고 있었다
https://t.co/XyYRPRYyZh

신종 코로나바이러스나 바이러스가 감염자의 비말뿐만 아니라 대변이나 소변을 통해서도 퍼질 수 있다는 관측이 제기된 가운데 중국 당국은 이런 가능성을 이미 인지하고 있던 정황이 나타났습니다","Chinese authorities, H1N1 Corona, the possibility of ""toilet radio"" possibility
https://t.co/XYyrpryyzh

As a result of the observations that H1N1 corona viruses or viruses can spread not only, they have been raised throughout the infected or urine, the Chinese authorities have already recognized these possibilities"
1259,3일 일본 요코하마항에 유람선 ‘다이아몬드 프린세스’가 정박해 있다. 일본 당국은 이 유람선의 승객이었던 한 사람이 지난달 25일 홍콩에서 내린 후 신종 코로나바이러스 감염증(우한 폐렴) 양성반응을 보여 유람선의 검역을 진행했으며 승선 인원 3500여 명 중 10명이 발열 등 증상을 호소해 격리처,"The cruise ship 'Diamond Princess' is anchored at the 3rd Japan Yokoha. The Japanese authorities were the passengers of this cruise ship, followed by Hong Kong, Hong Kong, followed by H1N1 Corona Virus (Wuhan pneumonia), and the joints of the cruise ship showed a positive response (wilder pneumonia) and the junction of the cruise ship, and 10 out of 3,500 employees Isolation"
1260,이번 코로나바이러스때문에 이번 롤챔스 스프링 무기한 무관중으로 한다네,"Because of this corona virus, this Roll Champion Spring is in a weapon."
1261,"#우한폐렴 #코로나바이러스 #2020년 올한해 태풍처럼 전세계를 휩쓴 바이러스 공포의 원흉. 전자현미경상 왕관모양과 비슷하다 하여 코로나 바이러스로 불린다.  증상발현이전에 타인감염이 가능하며, 호흡기,손,눈코입 점막감염이 가능하므로 개인위생수칙이 무엇보다 중요하다. https://t.co/V91s1cxZ2p","# Wuhan Pneumonia # Corona Virus # 2020 The virus fear of viral fear that swept the world like a typhoon this year. It is similar to the shape of the electron microscope as a corona virus. Prior to symptoms, other infections are possible, respiratory, hand, and eye-consuming mucosal infections, so personal hygiene commodity is more important. https://t.co/v91s1cxz2p"
1262,#용구니콩닭 #청결유지 #손소독티슈 #소독제 #수시로 #소독 #코로나바이러스 #예방 #마스크 #필수 @용평리조트 골드스넥 https://t.co/vdGuWyUbXy,# Maintenance Bean Chicken # Still # Handy Tee # Disinfect # Corona Virus # Prevention # Mask # Made # Mandatory @ Yongpyeong Lijord Gold Seek Https://t.co/vdguwyubxy
1263,"#신종_코로나바이러스_가짜뉴스를 만들어 뿌리는 사람들이 나라 경제에 신경이나 쓰겠나? 지들 돈벌이에는 그보다 더 한 지랄도 할텐데? 
모두 잡아다 조지면 해결됌.

대통령 신종코로나 가짜뉴스 재차 언급 ‘경제에 발목’ https://t.co/QswiypWFAy","# H1N1 _ Corona Virus _ Do you want to care for the country economy? I would have a lot of money on my money.
Catch all of them.

President H1N1 Corona Fake News References ""Ankle to the economy"" https://t.co/qswiypwfay"
1264,"신종 코로나바이러스 감염증 관련 

우리 시 확진환자는 없습니다. 의사환자 • 조사대상 유증상자 14명(격리해제 12, 격리중 2), 자가격리 • 능동감시 28명입니다. 개인택시 2510대 전체차량에 대해서 자체적으로 일제 실내소독을 실시하고 있습니다. 소독약, 마스크 확보되는대로 시에서 지원합니다","New corona virus infection related

There is no patient in our city. Doctor Patients • 14 subjects of survivor (isolated 12, 2 isolation 2), Primary price • 28 active sensitivity. Personal Taxi The 2510 major vehicles are subjected to indoor disinfection in the art. Disinfectant, masks are supported at the time of securing the mask"
1265,"진짜 친한, 좋아하는 사람이랑 얘기하다가 ‘우한폐렴’이란 단어를 쓰길레 신종코로나바이러스라고 해야한다고 설명했는데도 “아니, 우한에서 시작된거니까 난 우한폐렴이라고 부를꺼야”라고 대꾸하는 걸 들을 때... 너무 실망스럽다. 벌써 두 사람이나.","I am really friendly, I'm talking about my favorite guys, ""Wuhan Pneumonia,"" I have to say that I should say that I should say that I should be a new nose or virus, ""No, I started in Wuhan,"" I'll call you. "" Disappointment. I already have two people."
1266,"대통령님 임기 1,826일 중 1,000일 수행~
말씀대로 일의 연속~
작금의 신종코로나바이러스 하루 빨리 잠재우고 입춘을 맞아 아직 남아있는 826일은 길상운집과 함께 건승하시길 기원해봅니다.
 https://t.co/K5OGcXr2xT","President of the President of President 1,826
As a result,
The new nose and viruses are fully wealthy, and the remaining 826 days, I wish you achieved with a garrounding house.
 https://t.co/K5OGCXR2XT"
1267,"용인시,신종 코로나바이러스 관련 능동감시 대상 11명 https://t.co/1yoYezQkwg용인 &amp;num=808&amp;k=t","Yongin City, H1N1 Corona Virus Related Efficiency Target 11 https://t.co/1yoyezqkwg Yongin & amp; num = 808 & amp; k = t"
1268,"신종 코로나바이러스, 환자 집 문손잡이서도 검출 (출처 : 연합뉴스 | 네이버 뉴스) https://t.co/cA8jh0qtMA","H1N1 Corona Virus, Patient House Honor Docci (Source: Yonhap News | Naver News) https://t.co/CA8JH0QTMA"
1269,"#우도왕자
#우도땅콩아이스크림 
#우도한라봉아이스크림 
#우도
#검멀레해변
#우도행
#우도봉
#바람부는우도
#제주성산항
#제주여행중
#가족여행중
#여행4일차
#꽃남매들
#삼남매
#제주바다
#딸기공주이야기
#가족사진
#코로나바이러스 
#마스크착용필수 @검멀레 https://t.co/TTs8Z17MB0","# Udo Prince
# Udo Peanut Ice Cream
# Udo Hanla Bong Ice Cream
#Udo Island
# Get Memorial Beach
# Udo
# Udo Bong
# Wind wind
# Jeju Seongsan Port
# During the trip to Jeju
# Family trip
# Travel 4 days
# Flowers
# Samban
# Jeju Sea
# Strawberry Princess Story
#family photo
#covid
# Mask wear essential @ Gimulls https://t.co/tts8Z17MB0"
1270,"#우도
#검멀레해변
#우도행
#우도봉
#바람부는우도
#제주성산항
#제주여행중
#가족여행중
#여행4일차
#꽃남매들
#삼남매
#제주바다
#딸기공주이야기
#가족사진
#코로나바이러스 
#마스크착용필수 @검멀레 https://t.co/HSqlUTheg2","#Udo Island
# Get Memorial Beach
# Udo
# Udo Bong
# Wind wind
# Jeju Seongsan Port
# During the trip to Jeju
# Family trip
# Travel 4 days
# Flowers
# Samban
# Jeju Sea
# Strawberry Princess Story
#family photo
#covid
# Mask wear essential @ moment https://t.co/HSQLUTHEG2"
1271,"지난 주와는 달리 버스나 전철을 타면 마스크를 하지 않은 사람이 별로 없다. 이대로 가면 코로나바이러스는 곧 잡힐 것이다!...아니면 내가 마스크로 인한 답답증으로 죽을 판이다..왜케 숨이 차는지..한시간반 동안 하고 있는게 
정말 죽을 맛이다...","Unlike last week, there is not much person who did not make a mask if you take a bus or train. If I go to this, Corona Virus will soon be caught!
It is really taste ..."
1272,"[풀영상] 신종 코로나바이러스 대처 전문가 좌담회 
2020.2.3. 저녁8시.
#안철수 #코로나바이러스
https://t.co/wmFrZHodGd","[Full Video] H1N1 Corona Virus Care Professionals
2020.2.3. 8 o'clock in the evening.
# Ahn Chul-soo # Corona Virus
https://t.co/wmfrzhodgd"
1273,"코로나바이러스에서 빨리 벗어나고 싶다면 우리모두가 각자 마스크쓰고 손 잘싯고 사람많은곳 피하고 조금이라도의심스러우면 스스로 자기가격리하고.
스스로 지킵시다.","If you want to get away from the corona virus, we all wear each mask and hand it out of your hand.
Let's keep yourself."
1274,"신종코로나 확진 중국인 제주선 '잠복기'...약사-버스기사 등 9명 자가격리
 https://t.co/QKO3R8fzmr
신종 코로나바이러스 확진 중국인 A씨 이동경로 추가 공개 https://t.co/0JYBuUx8Cg","Nine people who are a new corona confirmed Chinese Jeju Island 'Lovers' ...
 https://t.co/QKO3R8FZMR
H1N1 Corona Virus Cumulated Chinese A Sea Mobile Road Additional Public Https://t.co/0JYBUUX8CG"
1275,"구리시는 '신종 코로나바이러스' 전파방지를 위한 관내 유관기관 합동 긴급 대책회의를 갖고, 공고한 협조체계로 감염병 예방에 총력을 기울이기로 했습니다. https://t.co/Gijl2Nev8Z",Guri-si has decided to pay for infectious diseases as a coordinated cooperation system with a joint emergency countermeasure meeting for the prevention of 'new coronavirus'. https://t.co/Gijl2nev8z
1276,@Kyo_krbot 쿠사나기쿄님  코로나바이러스 조심 해요,@Kyo_krbot Kusa Nagi Kyouki Corona Virus Be careful
1277,"서산시스케이트장/썰매장 조기 폐장 안내
폐장일 : 2020년02월04일(화요일)
사유 : 신종 코로나바이러스 감염증 확산 방지
전국적으로 확산되는 신종 코로나바이러스 감염증의 확산 방지를 위한 부득이한 조치이므로 이용자 여러분의 많은 이해 바랍니다.
 ※문의는 041-662-1136로 전화주세요. https://t.co/3St96f1Zp4","Seosan ceskate cabinet / low tide store early closing
Closed: February 04, 2020 (Tuesday)
Reason: Preventing H1N1 Corona Virus Infection
Because it is an inferred measure to prevent spread of new corona virus infections nationwide, it is an unavoidable action to prevent spread of viral infection.
 ※ Please call 041-662-1136. https://t.co/3ST96F1ZP4"
1278,@yumeha5612 ㅋㅋㅋㅋㅋ 긍게 신종플루하고 신종코로나바이러스하고 어떤게 더 무서운 거예요?^^,@ Yumeha5612 ㅋㅋ ㅋㅋㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ
1279,@FNC_ENT 신종 코로나바이러스의 영향으로 아티스트와 팬의 건강과 안전을 보호하기 위해 타이베이 콘서트는 연기하거나 취소해 주세요!,@FNC_ENT Please postpone or cancel the Taipei concert to protect the health and safety of the artist and fans due to the influence of the New Corona Virus!
1280,@FNC_ENT 신종 코로나바이러스의 영향으로 아티스트와 팬의 건강과 안전을 보호하기 위해 타이베이 콘서트는 연기하거나 취소해 주세요!,@FNC_ENT Please postpone or cancel the Taipei concert to protect the health and safety of the artist and fans due to the influence of the New Corona Virus!
1281,"로얄오키드 &amp;가챠샵양평점 
2020.02.08~09 참가 예정있던 
78회 돌프리 마켓은 
신종 코로나바이러스 영향으로 주최측에 결정으로 잠정 연기되었습니다. 

안전을 위한 주최측의 결정에 많은 양해 부탁드리며, 준비중이였던 신상은 
https://t.co/omWJVr4XN8에 순차적으로 업로드 하도록하겠습니다. https://t.co/5CJI0Gz7WV","Royal Orchid & Amp; Gacha Shop Yangpyeong Branch
2020.02.08 ~ 09
78 times a stone leaf market
Due to the H1N1 Corona virus impact, it was provisioned as a decision on the organizer.

Thank you for your understanding of the organizer for your safety,
I will upload it sequentially to https://t.co/objvr4xn8. https://t.co/5CJI0GZ7WV"
1282,"문재인 대통령, 신종 코로나바이러스 감염증으로 폐쇄된 우한에서 교민들의 귀국 지원 업무를 맡은 영사에게 전화 ""총영사관 직원 모두의 노고에 깊이 감사하며 대통령인 나뿐만 아니라 국민들도 모두 감동하고 있다"" https://t.co/qOTyRqmfm4","Moon Jae-in, President of Moon Jae-in, and in Wuhan closed in Wuhan, who was closed in Wuhan, the president of the Korean people's return to the consul of the Republic of Korea. .co / qotyrqmfm4"
1283,"#코로나바이러스 로 인해
#가족소통캠프 의 일정이 
일부 변경되었어요😢
양해 부탁드리며, 
모두 코로나 조심하시고 건강하세요!💪🏻
_
#경기도민 을 위해
숙식비를 제외한 교육비가 
전액 무료로 지원되는
#미래교육 #인기프로그램👨‍👩‍👧‍👦

#가족소통캠프 #2020년 
참가자 모집중이랍니다!(예~~~😆🙌) https://t.co/ZsRFdL3YSK","# Due to corona virus
# Family Communication Camp Calendar
Some changed
Thank you for your understanding,
All Corona, be careful and healthy! 💪🏻
_
# For Gyeonggi-do
Educational expenses except the accommodation fee
Full free supported
# Future Training # Popular Program 👨👩👧👦

# Family Communication Camp # 2020
Participant recruitment! (Yes ~~~ 😆🙌) https://t.co/zsrfdl3ysk"
1284,"코로나바이러스 정부대응 힘껏
밀어주자 트집잡고 흠집내고 개인
이익 이기주의 우리모두 망한다.
자한당 개독교 광화문집회 바이러스
전파시켜 문재인정권 망하라고 계획
된 집회 강력한처벌이우선이다.
촛불혁명완수하여 문화대국
이룩하자 https://t.co/DuxNI1n256","Corona Virus Government
I pushed my push and scratches
We are all ruined.
Paddong Gwanghwamun Rally Virus
I plan to spread the regime
The rally is a powerful punishment.
Candlelight Revolution
Let's make it https://t.co/duxni1n256"
1285,"💫대한민국,,,,

🇰🇷우한발중국신종
코로나바이러스로온나리가,공포에쌓여있는데🇰🇵
대통령이란놈이 중국몽에빠져,선거에미쳐서,시진핑이방문취소할까봐 짹소리도못하고 되려,내국민도모자라,사용을못하는마스크를300만개나 중국에보낸다
이새끼가미치지않고는못할일이다
이새끼는,아느나라대통령인가🇰🇵","💫 Republic of Korea ,,,

🇰🇷 Wuhan Wuhan Chinese Shine
As a corona virus, allenaries are in fear,
The president is in China, and the election is to be able to cancel the election, and it will not be able to do the decelement, and I will not be able to do it.
I can not go to this.
This baby is the president of the country,"
1286,"&lt;노인시설 391곳 휴관합니다&gt;

이들 시설은 신종 코로나바이러스 사태가 진정될 때까지 운영을 중단합니다. 휴관 기간에 이들 시설과 셔틀버스 11대에 대한 전체 소독을 벌입니다. 

다음 뉴스 https://t.co/slV61JeJdh","& LT; 391 Elderly Facilities Closed & GT;

These facilities stop the operation until the New Corona virus situation is calmed down. In the closed period, these facilities and shuttle are all disinfection for 11 units.

Next News https://t.co/slv61jejdh"
1287,"우한에서 발생한 신종 #코로나바이러스 #감염증 #확진자들 의 동선과 정보를 한번에 볼 수 있는 #코로나맵

https://t.co/8wYMzylVkk","Nurseries in Wuhan # Corona Virus # Infection # Corona Map to see the copper and information of confirmed

https://t.co/8WymZylvkk"
1288,"네놈들이 제정신이냐! 
친일토왜수꼴적폐정치코로나바이러스당 자유당 폐쇄 ! https://t.co/5rnd0L6amR","Is yours?
Eastillo Why is the closure of the Left Corona Virus, Close up of a free closure! https://t.co/5RND0L6AMR"
1289,"신종 코로나바이러스 감염증 관련 

우리 시 확진환자는 없습니다. 의사환자 • 조사대상 유증상자 13명(격리해제 12, 격리중 1), 자가격리 • 능동감시 31명입니다. 오늘 오후 의료원에 다녀오겠습니다. 의료원 선별진료소는 지난 1월 30일 입구에 설치되어 현재 운영 중에 있습니다.","New corona virus infection related

There is no patient in our city. Doctor Patients • 13 subjects (12, 1), Surid, Isolated, Isolated, 31, 31. I'll go to medical support this afternoon. The medical care clinic is installed at the entrance on January 30, and is currently operating during the operation."
1290,"문재인 좌파들은 세월호사고를 선동해 박대통령을 끌어내렸다. 문은 재난사고에 편집증적 강박관념을 보여 온갖사고에 대통령이 직접나서고 콘트롤타워를 자임했는데 코로나바이러스로 중대한 시험대에 직면했다. 

시진핑의 4월방한 눈치보느라 뒤늦게 중국인 입국금지를 했으나 이미 시기를 놓쳤다.","Moon Jae-in, the left, attracted the President of the issue of the issue. The doors showed an attorneyed observer in the disaster accident, and the president was directly in the accident, and the Control Tower was directly, and he faced a serious test for Corona Virus.

I was banned in Chinese immigration, but I already missed the time."
1291,이탈리아 연구진 ＂신종 코로나바이러스 분리 성공＂ (출처 : 연합뉴스 | 네이버 뉴스) https://t.co/VhuRDa1cVa,"Italian researchers ""New Corona Virus Separation Success"" (Source: Yonhap News | Naver News) https://t.co/vhurda1cva"
1292,#성당 #코로나바이러스 에대한 대처방법 가운데 하나... #지혜 인가? 조속히 바이러스가 잡혀지길 #기도 한다. https://t.co/Z8nkoJYqfT,# Cathedral # One of the ways to cope with Corona Virus ... # Wisdom? I pray to the virus to be taken as soon as possible. https://t.co/Z8NKOJYQFT
1293,"코로나바이러스 잘 이겨낼수있어요.
사스.메르스보다 치사율 엄청낮아요.
마스크착용. 손씻기. 청결. 
반려견은 전혀 안걸려요. 
.
#코로나바이러스 #코로나 #코로나예방 
#사스 #중국 #반려견 @링크컴파니앤서울 https://t.co/09RLCNV5wx","Corona Virus can win well.
SARS.
Wearing a mask. Washing hands. Cleanliness.
I do not have a lot of money.
.
# Corona Virus # Corona # Corona Prevention
# SARS # China # Dean @ Links Panny and Seoul https://t.co/09RLCNV5WX"
1294,#맛있는 #장어 로 신종코로나바이러스 이겨보고자.. https://t.co/57JPNlZ2NE,# Delicious # Eel's H1N1 Corona Virus win ... https://t.co/57jpnlz2ne
1295,"신종 #코로나바이러스 빨리 지나가길 기원합니다.
#인천소셜서포터즈 무료특강했어요.
https://t.co/8jzDTGAiVD","H1N1 # Corona Virus Wishes to pass by quickly.
# Incheon Saxial Supporters free special lecture.
https://t.co/8JZDTGAIVD"
1296,"에이즈치료약인 로피나빌과 리토나빌 그리고 인플루엔자 치료약인 타미플루 를 혼용투여했더니 48시간내에 신종코로나바이러스가 사라졌다 함

https://t.co/4b3eAVCIrl","AIDS Therapy Pills and Bill, Ritona Bill and Influenza Therapeutic Tampulu was administered to Mixed Tamiflu.

https://t.co/4B3Eavcirl"
1297,신종코로나바이러스 때문에 모든 일정 취소하고 주말 방콕했다. 오늘은 오전 오후 첫째와는 부루마블로 시간을 한참보냈다. (둘째는 다행리 주사위 여러개 굴리는 것으로 타협) 어려서부터 부동산 투자의 감을 익히는 것이 중요하다,"Because of the New Coronavirus, all calendar canceled and the weekend Bangkok. Today I spent a long time to Buramble on the first afternoon. (The second is that it is important to learn about the sense of real estate investment since I have a relationship."
1298,"#건강지키세요 
#코로나 #코로나바이러스 #우한폐렴 #마스크 #손씻기필수 #손세정제 @jypark68-gu https://t.co/XqhCzrUMmp","# Keep your health
# Corona # Corona Virus # Wuhan Pneumonia # Mask # Hand Hash Required # Son Seok Seung @ jypark68-gu https://t.co/XQHCZRUMMP"
1299,"#건강지키기
#우한폐렴 #코로나바이러스 #코로나 #마스크 #손씻기 #손세정제 #기침 @jypark68-gu https://t.co/BVt2Gh5qsp","# Keeping Health
# Wuhan Pneumonia # Corona Virus # Corona # Mask # Hand Wheel # Handseess # Cough @ jypark68-gu https://t.co/BVT2GH5QSP"
