,Text,new_text,languages,new_text_after_translation,pos_tagged_words,words_processed_all,words_processed_noun_adj_verb_adv,words_processed_noun,subjectivity,text_type
10,world-wide mass vaccination leading world-wide digital passport is their goal. #populationcontrol,world-wide mass vaccination leading world-wide digital passport is their goal. #populationcontrol,ENGLISH,world-wide mass vaccination leading world-wide digital passport is their goal. #populationcontrol,"[('world', 'NN'), ('wide', 'JJ'), ('mass', 'NN'), ('vaccination', 'NN'), ('leading', 'VBG'), ('world', 'NN'), ('wide', 'JJ'), ('digital', 'JJ'), ('passport', 'NN'), ('is', 'VBZ'), ('their', 'PRP$'), ('goal', 'NN'), ('populationcontrol', 'NN')]","['world', 'wide', 'mass', 'vaccination', 'leading', 'world', 'wide', 'digital', 'passport', 'goal', 'populationcontrol']","['wide', 'mass', 'vaccination', 'lead', 'world', 'wide', 'digital', 'passport', 'goal', 'populationcontrol']","['vaccination', 'world', 'passport', 'goal', 'populationcontrol']",0.0,subjective
11,"as vaccinations... you'll still need proof vaccination restaurants, movie theaters, museums, large arenas, gyms fitness centers. btw nyc vaccination rate is now at 75%. more at 11pm 3/3","as vaccinations... you'll still need proof vaccination restaurants, movie theaters, museums, large arenas, gyms fitness centers. btw nyc vaccination rate is now at 75%. more at 11pm 3/3",ENGLISH,"as vaccinations... you'll still need proof vaccination restaurants, movie theaters, museums, large arenas, gyms fitness centers. btw nyc vaccination rate is now at 75%. more at 11pm 3/3","[('as', 'IN'), ('vaccinations', 'NNS'), ('you', 'PRP'), ('all', 'DT'), ('still', 'RB'), ('need', 'VBP'), ('proof', 'JJ'), ('vaccination', 'NN'), ('restaurants', 'NNS'), ('movie', 'NN'), ('theaters', 'NNS'), ('museums', 'VBP'), ('large', 'JJ'), ('arenas', 'NNS'), ('gyms', 'VBP'), ('fitness', 'NN'), ('centers', 'NNS'), ('bow', 'VBP'), ('ny', 'JJ'), ('vaccination', 'NN'), ('rate', 'NN'), ('is', 'VBZ'), ('now', 'RB'), ('at', 'IN'), ('i', 'NN'), ('more', 'RBR'), ('at', 'IN'), ('three', 'CD'), ('three', 'CD')]","['vaccination', 'still', 'need', 'proof', 'vaccination', 'restaurant', 'movie_theater', 'museum', 'large', 'arena', 'fitness', 'center', 'bow', 'vaccination', 'rate', 'three', 'three']","['vaccination', 'still', 'need', 'proof', 'vaccination', 'restaurant', 'museum', 'large', 'arena', 'fitness', 'center', 'bow', 'vaccination', 'rate']","['vaccination', 'vaccination', 'restaurant', 'arena', 'fitness', 'center', 'vaccination', 'rate']",0.464285714,objective
12,"following tweet didn't even age 12 hours before prince charles announced his reinfection, even after vaccination &amp; booster. so, yes, clearly previous infection protects you at this point. does boris johnson exude some sort hypnotoad-like pheromone or something","following tweet didn't even age 12 hours before prince charles announced his reinfection, even after vaccination &amp; booster. so, yes, clearly previous infection protects you at this point. does boris johnson exude some sort hypnotoad-like pheromone or something",ENGLISH,"following tweet didn't even age 12 hours before prince charles announced his reinfection, even after vaccination &amp; booster. so, yes, clearly previous infection protects you at this point. does boris johnson exude some sort hypnotoad-like pheromone or something","[('following', 'VBG'), ('tweet', 'NN'), ('didn', 'NN'), ('i', 'NN'), ('even', 'RB'), ('age', 'NN'), ('twelve', 'NN'), ('hours', 'NNS'), ('before', 'IN'), ('prince', 'NN'), ('charles', 'NNS'), ('announced', 'VBD'), ('his', 'PRP$'), ('infection', 'NN'), ('even', 'RB'), ('after', 'IN'), ('vaccination', 'NN'), ('amp', 'NN'), ('booster', 'NN'), ('so', 'RB'), ('yes', 'RB'), ('clearly', 'RB'), ('previous', 'JJ'), ('infection', 'NN'), ('protects', 'VBZ'), ('you', 'PRP'), ('at', 'IN'), ('this', 'DT'), ('point', 'NN'), ('does', 'VBZ'), ('boris', 'VB'), ('johnson', 'NN'), ('exude', 'CC'), ('some', 'DT'), ('sort', 'NN'), ('hypnotoad', 'NN'), ('like', 'IN'), ('pheromone', 'NN'), ('or', 'CC'), ('something', 'NN')]","['following', 'tweet', 'even', 'age', 'twelve', 'hour', 'prince', 'charles', 'announced', 'infection', 'even', 'vaccination', 'amp', 'booster', 'yes', 'clearly', 'previous', 'infection', 'protects', 'point', 'boris', 'johnson', 'exude', 'sort', 'hypnotoad', 'like', 'pheromone', 'something']","['follow', 'even', 'age', 'hour', 'announce', 'infection', 'even', 'vaccination', 'amp', 'booster', 'clearly', 'previous', 'infection', 'protect', 'hypnotoad', 'pheromone']","['age', 'hour', 'infection', 'amp', 'booster', 'infection', 'protect', 'hypnotoad', 'pheromone']",0.133333333,subjective
13,vaccination,vaccination,ENGLISH,vaccination,"[('vaccination', 'NN')]",['vaccination'],[],[],0.0,objective
14,private businesses can enforce vaccination mandates if they choose do so.,private businesses can enforce vaccination mandates if they choose do so.,ENGLISH,private businesses can enforce vaccination mandates if they choose do so.,"[('private', 'JJ'), ('businesses', 'NNS'), ('can', 'MD'), ('enforce', 'VB'), ('vaccination', 'NN'), ('mandates', 'NNS'), ('if', 'IN'), ('they', 'PRP'), ('choose', 'VBP'), ('do', 'VBP'), ('so', 'RB')]","['private', 'business', 'enforce', 'vaccination', 'mandate', 'choose']","['private', 'business', 'enforce', 'vaccination', 'mandate', 'choose']","['business', 'vaccination', 'mandate']",0.375,objective
15,"1-je comprends exactement ce qui doit être compris. lien boiteux 2- meme si ca reste boiteux, quand la vaccination sera obligatoire, tu reviendra brailler. bye là","1-je comprends exactement ce qui doit être compris. lien boiteux 2- meme si ca reste boiteux, quand la vaccination sera obligatoire, tu reviendra brailler. bye là",ENGLISH,"1-I understand exactly what needs to be understood. lame link 2- even if it remains lame, when vaccination is compulsory, you will come back to bawl. bye there","[('one', 'CD'), ('i', 'NN'), ('understand', 'VBP'), ('exactly', 'RB'), ('what', 'WP'), ('needs', 'VBZ'), ('to', 'TO'), ('be', 'VB'), ('understood', 'JJ'), ('lame', 'JJ'), ('link', 'NN'), ('two', 'CD'), ('even', 'RB'), ('if', 'IN'), ('it', 'PRP'), ('remains', 'VBZ'), ('lame', 'JJ'), ('when', 'WRB'), ('vaccination', 'NN'), ('is', 'VBZ'), ('compulsory', 'JJ'), ('you', 'PRP'), ('will', 'MD'), ('come', 'VB'), ('back', 'RB'), ('to', 'TO'), ('bawl', 'VB'), ('bye', 'NN'), ('there', 'RB')]","['one', 'understand', 'exactly', 'need', 'understood', 'lame', 'link', 'two', 'even', 'remains', 'lame', 'vaccination', 'compulsory', 'come', 'back', 'bawl', 'bye']","['understand', 'exactly', 'need', 'understand', 'lame', 'link', 'even', 'remain', 'lame', 'vaccination', 'compulsory', 'come', 'back', 'bawl', 'bye']","['understand', 'link', 'vaccination', 'compulsory', 'bawl', 'bye']",0.4375,subjective
16,"story with martha mccallum, am llc senior medical advisor dr. robert redfield comments confusing messaging , spread #omicron importance maintaining your #vaccination status. watch full interview below 👇","story with martha mccallum, am llc senior medical advisor dr. robert redfield comments confusing messaging , spread #omicron importance maintaining your #vaccination status. watch full interview below backhand_index_pointing_down",ENGLISH,"story with martha mccallum, am llc senior medical advisor dr. robert redfield comments confusing messaging , spread #omicron importance maintaining your #vaccination status. watch full interview below backhand_index_pointing_down","[('story', 'NN'), ('with', 'IN'), ('martha', 'NNP'), ('mccall', 'NN'), ('am', 'VBP'), ('lac', 'RB'), ('senior', 'JJ'), ('medical', 'JJ'), ('advisor', 'NN'), ('do', 'VBP'), ('robert', 'VB'), ('redfield', 'VB'), ('comments', 'NNS'), ('confusing', 'VBG'), ('messaging', 'VBG'), ('spread', 'NN'), ('omicron', 'FW'), ('importance', 'NN'), ('maintaining', 'VBG'), ('your', 'PRP$'), ('vaccination', 'NN'), ('status', 'NN'), ('watch', 'VBP'), ('full', 'JJ'), ('interview', 'NN'), ('below', 'IN')]","['story', 'martha', 'mccall', 'lac', 'senior', 'medical', 'advisor', 'robert', 'redfield', 'comment', 'confusing', 'messaging', 'spread', 'omicron', 'importance', 'maintaining', 'vaccination', 'status', 'watch', 'full', 'interview']","['senior', 'advisor', 'comment', 'confuse', 'messaging', 'spread', 'importance', 'maintain', 'vaccination', 'status', 'watch', 'full', 'interview']","['advisor', 'comment', 'messaging', 'spread', 'importance', 'vaccination', 'status', 'interview']",0.316666667,objective
17,"world's top virologist, luc montagnier, winner nobel prize his discovery hiv, died today. he warned us beginning that covid-19 was lab-made, that mass vaccination with leaky vaccines would generate endless new variants. right both counts. rip.","world's top virologist, luc montagnier, winner nobel prize his discovery hiv, died today. he warned us beginning that covid-19 was lab-made, that mass vaccination with leaky vaccines would generate endless new variants. right both counts. rip.",ENGLISH,"world's top virologist, luc montagnier, winner nobel prize his discovery hiv, died today. he warned us beginning that covid-19 was lab-made, that mass vaccination with leaky vaccines would generate endless new variants. right both counts. rip.","[('world', 'NN'), ('i', 'NN'), ('top', 'VBP'), ('virologist', 'NN'), ('luc', 'NN'), ('montagnier', 'NN'), ('winner', 'NN'), ('nobel', 'JJ'), ('prize', 'VB'), ('his', 'PRP$'), ('discovery', 'NN'), ('hiv', 'NN'), ('died', 'VBD'), ('today', 'NN'), ('he', 'PRP'), ('warned', 'VBD'), ('us', 'PRP'), ('beginning', 'VBG'), ('that', 'IN'), ('couid', 'NN'), ('nineteen', 'NN'), ('was', 'VBD'), ('lab', 'NN'), ('made', 'VBD'), ('that', 'IN'), ('mass', 'NN'), ('vaccination', 'NN'), ('with', 'IN'), ('leaky', 'JJ'), ('vaccines', 'NNS'), ('would', 'MD'), ('generate', 'VB'), ('endless', 'JJ'), ('new', 'JJ'), ('variants', 'NNS'), ('right', 'JJ'), ('both', 'DT'), ('counts', 'NNS'), ('rip', 'VBP')]","['world', 'top', 'virologist', 'luc_montagnier', 'winner', 'nobel_prize', 'discovery', 'hiv', 'died', 'today', 'warned', 'u', 'beginning', 'couid', 'nineteen', 'lab', 'made', 'mass', 'vaccination', 'leaky', 'vaccine', 'would', 'generate', 'endless', 'new', 'variant', 'right', 'count', 'rip']","['winner', 'die', 'today', 'warn', 'begin', 'couid', 'lab', 'make', 'mass', 'vaccination', 'leaky', 'vaccine', 'would', 'generate', 'endless', 'new', 'variant', 'right', 'count', 'rip']","['winner', 'today', 'couid', 'lab', 'vaccination', 'vaccine', 'variant', 'count']",0.560064935,subjective
18,"obvious , common sense solution was always take free safe vaccination against deadly virus then carry about your business like non-lunatic","obvious , common sense solution was always take free safe vaccination against deadly virus then carry about your business like non-lunatic",ENGLISH,"obvious , common sense solution was always take free safe vaccination against deadly virus then carry about your business like non-lunatic","[('obvious', 'JJ'), ('common', 'JJ'), ('sense', 'NN'), ('solution', 'NN'), ('was', 'VBD'), ('always', 'RB'), ('take', 'VBP'), ('free', 'JJ'), ('safe', 'JJ'), ('vaccination', 'NN'), ('against', 'IN'), ('deadly', 'RB'), ('virus', 'JJ'), ('then', 'RB'), ('carry', 'VBP'), ('about', 'IN'), ('your', 'PRP$'), ('business', 'NN'), ('like', 'IN'), ('non', 'NN'), ('lunatic', 'JJ')]","['obvious', 'common_sense', 'solution', 'always', 'take', 'free', 'safe', 'vaccination', 'deadly', 'virus', 'carry', 'business', 'like', 'non', 'lunatic']","['obvious', 'common_sense', 'solution', 'always', 'take', 'free', 'safe', 'vaccination', 'deadly', 'virus', 'carry', 'business', 'non', 'lunatic']","['common_sense', 'solution', 'vaccination', 'virus', 'business']",0.54,subjective
19,"sure tootin' i do. remember, i grew up jackson, mi, at least place long associated with republican party. i am familiar with conservative mien/mindset, &amp; i can speak that, i think, plain language. i think covid should be mandatory vaccination.","sure tootin' i do. remember, i grew up jackson, mi, at least place long associated with republican party. i am familiar with conservative mien/mindset, &amp; i can speak that, i think, plain language. i think covid should be mandatory vaccination.",ENGLISH,"sure tootin' i do. remember, i grew up jackson, mi, at least place long associated with republican party. i am familiar with conservative mien/mindset, &amp; i can speak that, i think, plain language. i think covid should be mandatory vaccination.","[('sure', 'JJ'), ('tooting', 'VBG'), ('i', 'NN'), ('do', 'VBP'), ('remember', 'VB'), ('i', 'NN'), ('grew', 'VBD'), ('up', 'RP'), ('jackson', 'NN'), ('mi', 'NN'), ('at', 'IN'), ('least', 'JJS'), ('place', 'NN'), ('long', 'RB'), ('associated', 'VBN'), ('with', 'IN'), ('republican', 'JJ'), ('party', 'NN'), ('i', 'NN'), ('am', 'VBP'), ('familiar', 'JJ'), ('with', 'IN'), ('conservative', 'JJ'), ('mien', 'NN'), ('mindset', 'NN'), ('amp', 'IN'), ('i', 'NN'), ('can', 'MD'), ('speak', 'VB'), ('that', 'IN'), ('i', 'JJ'), ('think', 'VBP'), ('plain', 'JJ'), ('language', 'NN'), ('i', 'NN'), ('think', 'VBP'), ('couid', 'NN'), ('should', 'MD'), ('be', 'VB'), ('mandatory', 'JJ'), ('vaccination', 'NN')]","['sure', 'tooting', 'remember', 'grew', 'jackson', 'mi', 'least', 'place', 'long', 'associated', 'republican_party', 'familiar', 'conservative', 'mien', 'mindset', 'amp', 'speak', 'think', 'plain', 'language', 'think', 'couid', 'mandatory', 'vaccination']","['sure', 'tooting', 'remember', 'grow', 'least', 'place', 'long', 'associate', 'familiar', 'conservative', 'speak', 'think', 'plain', 'language', 'think', 'couid', 'mandatory', 'vaccination']","['tooting', 'place', 'language', 'couid', 'vaccination']",0.509206349,subjective
20,"which variants were involved what was % vaccination/masking/ventilation around kids at time it's meaningless say ""kids aren't danger"", unless you mean say ""kids have not nor will not ever be danger, no matter what"".","which variants were involved what was % vaccination/masking/ventilation around kids at time it's meaningless say ""kids aren't danger"", unless you mean say ""kids have not nor will not ever be danger, no matter what"".",ENGLISH,"which variants were involved what was % vaccination/masking/ventilation around kids at time it's meaningless say ""kids aren't danger"", unless you mean say ""kids have not nor will not ever be danger, no matter what"".","[('which', 'WDT'), ('variants', 'NNS'), ('were', 'VBD'), ('involved', 'VBN'), ('what', 'WP'), ('was', 'VBD'), ('vaccination', 'NN'), ('masking', 'VBG'), ('ventilation', 'NN'), ('around', 'IN'), ('kids', 'NNS'), ('at', 'IN'), ('time', 'NN'), ('it', 'PRP'), ('i', 'JJ'), ('meaningless', 'JJ'), ('say', 'VBP'), ('kids', 'NNS'), ('aren', 'VBP'), ('i', 'JJ'), ('danger', 'NN'), ('i', 'NN'), ('unless', 'IN'), ('you', 'PRP'), ('mean', 'VBP'), ('say', 'VBP'), ('kids', 'NNS'), ('have', 'VBP'), ('not', 'RB'), ('nor', 'CC'), ('will', 'MD'), ('not', 'RB'), ('ever', 'RB'), ('be', 'VB'), ('danger', 'JJR'), ('no', 'DT'), ('matter', 'NN'), ('what', 'WP'), ('i', 'NN')]","['variant', 'involved', 'vaccination', 'masking', 'ventilation', 'around', 'kid', 'time', 'meaningless', 'say', 'kid', 'danger', 'unless', 'mean', 'say', 'kid', 'not', 'not', 'ever', 'danger', 'matter']","['variant', 'involved', 'vaccination', 'mask', 'ventilation', 'kid', 'time', 'meaningless', 'say', 'kid', 'danger', 'say', 'kid', 'ever', 'danger', 'matter']","['variant', 'vaccination', 'ventilation', 'kid', 'time', 'kid', 'danger', 'kid', 'danger', 'matter']",0.84375,subjective
21,"it has last i looked we hadn't actually hit county vaccination threshold because difference between mdh cdc data. i bet most secondary schools have, though.","it has last i looked we hadn't actually hit county vaccination threshold because difference between mdh cdc data. i bet most secondary schools have, though.",ENGLISH,"it has last i looked we hadn't actually hit county vaccination threshold because difference between mdh cdc data. i bet most secondary schools have, though.","[('it', 'PRP'), ('has', 'VBZ'), ('last', 'JJ'), ('i', 'NN'), ('looked', 'VBD'), ('we', 'PRP'), ('hadn', 'VBP'), ('i', 'JJ'), ('actually', 'RB'), ('hit', 'VBP'), ('county', 'JJ'), ('vaccination', 'NN'), ('threshold', 'NN'), ('because', 'IN'), ('difference', 'NN'), ('between', 'IN'), ('mah', 'NN'), ('cac', 'NN'), ('data', 'NNS'), ('i', 'VBP'), ('bet', 'VBP'), ('most', 'RBS'), ('secondary', 'JJ'), ('schools', 'NNS'), ('have', 'VBP'), ('though', 'IN')]","['last', 'looked', 'actually', 'hit', 'county', 'vaccination', 'threshold', 'difference', 'mah', 'cac', 'data', 'bet', 'secondary', 'school', 'though']","['last', 'look', 'actually', 'hit', 'county', 'vaccination', 'threshold', 'datum', 'bet', 'secondary', 'school', 'though']","['county', 'vaccination', 'threshold', 'datum', 'school']",0.241666667,subjective
22,oh i see. so what your saying is that alberta businesses that are required ask proof vaccination can’t rely alberta government they have rely other provinces,oh i see. so what your saying is that alberta businesses that are required ask proof vaccination can’t rely alberta government they have rely other provinces,ENGLISH,oh i see. so what your saying is that alberta businesses that are required ask proof vaccination can’t rely alberta government they have rely other provinces,"[('oh', 'NN'), ('i', 'NN'), ('see', 'VBP'), ('so', 'RB'), ('what', 'WP'), ('your', 'PRP$'), ('saying', 'VBG'), ('is', 'VBZ'), ('that', 'IN'), ('alberta', 'JJ'), ('businesses', 'NNS'), ('that', 'WDT'), ('are', 'VBP'), ('required', 'VBN'), ('ask', 'JJ'), ('proof', 'JJ'), ('vaccination', 'NN'), ('can', 'MD'), ('i', 'VB'), ('i', 'JJ'), ('rely', 'RB'), ('alberta', 'JJ'), ('government', 'NN'), ('they', 'PRP'), ('have', 'VBP'), ('rely', 'RB'), ('other', 'JJ'), ('provinces', 'NNS')]","['see', 'saying', 'alberta', 'business', 'required', 'ask', 'proof', 'vaccination', 'rely', 'alberta', 'government', 'rely', 'province']","['say', 'business', 'require', 'proof', 'vaccination', 'rely', 'alberta', 'government', 'rely', 'province']","['business', 'proof', 'vaccination', 'government', 'province']",0.375,subjective
23,"this vision public health decisions tied local conditions spread, vaccination &amp;vulnerability also sounds reasonable me. however, 2 years into this, acting as if that's what is happening is naive at best. partisan politics, even at local level often is big factor.","this vision public health decisions tied local conditions spread, vaccination &amp;vulnerability also sounds reasonable me. however, 2 years into this, acting as if that's what is happening is naive at best. partisan politics, even at local level often is big factor.",ENGLISH,"this vision public health decisions tied local conditions spread, vaccination &amp;vulnerability also sounds reasonable me. however, 2 years into this, acting as if that's what is happening is naive at best. partisan politics, even at local level often is big factor.","[('this', 'DT'), ('vision', 'NN'), ('public', 'JJ'), ('health', 'NN'), ('decisions', 'NNS'), ('tied', 'VBD'), ('local', 'JJ'), ('conditions', 'NNS'), ('spread', 'VBP'), ('vaccination', 'NN'), ('amp', 'NN'), ('vulnerability', 'NN'), ('also', 'RB'), ('sounds', 'VBZ'), ('reasonable', 'JJ'), ('me', 'PRP'), ('however', 'RB'), ('two', 'CD'), ('years', 'NNS'), ('into', 'IN'), ('this', 'DT'), ('acting', 'NN'), ('as', 'IN'), ('if', 'IN'), ('that', 'DT'), ('i', 'VBP'), ('what', 'WP'), ('is', 'VBZ'), ('happening', 'VBG'), ('is', 'VBZ'), ('naive', 'JJ'), ('at', 'IN'), ('best', 'JJS'), ('partisan', 'NN'), ('politics', 'NNS'), ('even', 'RB'), ('at', 'IN'), ('local', 'JJ'), ('level', 'NN'), ('often', 'RB'), ('is', 'VBZ'), ('big', 'JJ'), ('factor', 'NN')]","['vision', 'public', 'health', 'decision', 'tied', 'local', 'condition', 'spread', 'vaccination', 'amp', 'vulnerability', 'also', 'sound', 'reasonable', 'however', 'two', 'year', 'acting', 'happening', 'naive', 'best', 'partisan', 'politics', 'even', 'local', 'level', 'often', 'big', 'factor']","['vision', 'public', 'health', 'decision', 'tie', 'local', 'condition', 'spread', 'vaccination', 'amp', 'vulnerability', 'also', 'sound', 'reasonable', 'however', 'year', 'act', 'happen', 'naive', 'good', 'partisan', 'politic', 'even', 'local', 'level', 'often', 'big', 'factor']","['vision', 'health', 'decision', 'condition', 'vaccination', 'amp', 'vulnerability', 'year', 'politic', 'level', 'factor']",0.258333333,subjective
24,oh you mean someone told you they’d kill you if you didn’t get vaccinated don’t understand. i thought you said no vaccination. how did you lose your bodily autonomy then,oh you mean someone told you they’d kill you if you didn’t get vaccinated don’t understand. i thought you said no vaccination. how did you lose your bodily autonomy then,ENGLISH,oh you mean someone told you they’d kill you if you didn’t get vaccinated don’t understand. i thought you said no vaccination. how did you lose your bodily autonomy then,"[('oh', 'IN'), ('you', 'PRP'), ('mean', 'VBP'), ('someone', 'NN'), ('told', 'VBD'), ('you', 'PRP'), ('they', 'PRP'), ('i', 'VBP'), ('i', 'VBP'), ('kill', 'VBP'), ('you', 'PRP'), ('if', 'IN'), ('you', 'PRP'), ('didn', 'VBP'), ('i', 'VB'), ('i', 'VBP'), ('get', 'VBP'), ('vaccinated', 'JJ'), ('don', 'NN'), ('i', 'NN'), ('i', 'VBP'), ('understand', 'VBP'), ('i', 'NN'), ('thought', 'NN'), ('you', 'PRP'), ('said', 'VBD'), ('no', 'DT'), ('vaccination', 'NN'), ('how', 'WRB'), ('did', 'VBD'), ('you', 'PRP'), ('lose', 'VB'), ('your', 'PRP$'), ('bodily', 'RB'), ('autonomy', 'NN'), ('then', 'RB')]","['mean', 'someone', 'told', 'kill', 'get', 'vaccinated', 'understand', 'thought', 'said', 'vaccination', 'lose', 'bodily_autonomy']","['mean', 'tell', 'kill', 'vaccinated', 'understand', 'thought', 'say', 'vaccination', 'lose']","['understand', 'thought', 'vaccination']",0.39375,subjective
25,"their concerns are real, even if unfounded. addressing them with empathy genuine good will is how you persuade them. canada has similar levels adult vaccination usa.","their concerns are real, even if unfounded. addressing them with empathy genuine good will is how you persuade them. canada has similar levels adult vaccination usa.",ENGLISH,"their concerns are real, even if unfounded. addressing them with empathy genuine good will is how you persuade them. canada has similar levels adult vaccination usa.","[('their', 'PRP$'), ('concerns', 'NNS'), ('are', 'VBP'), ('real', 'JJ'), ('even', 'RB'), ('if', 'IN'), ('unfounded', 'JJ'), ('addressing', 'VBG'), ('them', 'PRP'), ('with', 'IN'), ('empathy', 'JJ'), ('genuine', 'JJ'), ('good', 'NN'), ('will', 'MD'), ('is', 'VBZ'), ('how', 'WRB'), ('you', 'PRP'), ('persuade', 'VBP'), ('them', 'PRP'), ('canada', 'NN'), ('has', 'VBZ'), ('similar', 'JJ'), ('levels', 'NNS'), ('adult', 'NN'), ('vaccination', 'NN'), ('usa', 'NN')]","['concern', 'real', 'even', 'unfounded', 'addressing', 'empathy', 'genuine', 'good', 'persuade', 'canada', 'similar', 'level', 'adult', 'vaccination', 'usa']","['concern', 'real', 'even', 'unfounded', 'address', 'empathy', 'genuine', 'good', 'similar', 'level', 'adult']","['concern', 'level']",0.42,subjective
26,"it seems like steel man here is about many mandates masks, vaccination, testing, etc that are very much still place are relatively low cost but not zero cost","it seems like steel man here is about many mandates masks, vaccination, testing, etc that are very much still place are relatively low cost but not zero cost",ENGLISH,"it seems like steel man here is about many mandates masks, vaccination, testing, etc that are very much still place are relatively low cost but not zero cost","[('it', 'PRP'), ('seems', 'VBZ'), ('like', 'IN'), ('steel', 'NN'), ('man', 'NN'), ('here', 'RB'), ('is', 'VBZ'), ('about', 'IN'), ('many', 'JJ'), ('mandates', 'NNS'), ('masks', 'NNS'), ('vaccination', 'NN'), ('testing', 'VBG'), ('etc', 'NN'), ('that', 'WDT'), ('are', 'VBP'), ('very', 'RB'), ('much', 'RB'), ('still', 'RB'), ('place', 'NN'), ('are', 'VBP'), ('relatively', 'RB'), ('low', 'JJ'), ('cost', 'NN'), ('but', 'CC'), ('not', 'RB'), ('zero', 'CD'), ('cost', 'NN')]","['seems', 'like', 'steel', 'man', 'many', 'mandate', 'mask', 'vaccination', 'testing', 'etc', 'much', 'still', 'place', 'relatively', 'low', 'cost', 'not', 'zero', 'cost']","['seem', 'steel', 'man', 'many', 'mandate', 'mask', 'vaccination', 'testing', 'much', 'still', 'place', 'relatively', 'low', 'cost', 'cost']","['steel', 'man', 'mandate', 'mask', 'vaccination', 'testing', 'cost', 'cost']",0.353333333,subjective
27,i'd kill be sally field here,i'd kill be sally field here,ENGLISH,i'd kill be sally field here,"[('i', 'NN'), ('i', 'VBP'), ('kill', 'VBP'), ('be', 'VB'), ('sally', 'RB'), ('field', 'NN'), ('here', 'RB')]","['kill', 'sally', 'field']",[],[],0.0,objective
28,"jesus christ. it's vaccination, not being forced carry pregnancy term.","jesus christ. it's vaccination, not being forced carry pregnancy term.",ENGLISH,"jesus christ. it's vaccination, not being forced carry pregnancy term.","[('jesus', 'NN'), ('christ', 'NN'), ('it', 'PRP'), ('i', 'VBZ'), ('vaccination', 'NN'), ('not', 'RB'), ('being', 'VBG'), ('forced', 'VBN'), ('carry', 'JJ'), ('pregnancy', 'NN'), ('term', 'NN')]","['jesus_christ', 'vaccination', 'not', 'forced', 'carry', 'pregnancy', 'term']","['jesus_christ', 'vaccination', 'force', 'carry', 'pregnancy', 'term']","['vaccination', 'pregnancy', 'term']",0.2,subjective
