,Unnamed: 0,Text,new_text,languages,translated,new_languages,pos_tagged_words,words_processed_all,words_processed_noun_adj_verb_adv,words_processed_noun,subjectivity,text_type
1125,1125,if you don't want wear mask stay away dubai covid rates are very low lockdown was brief early 2020. economic social impact was minimal. highest vaccination rate world,if you don't want wear mask stay away dubai covid rates are very low lockdown was brief early 2020. economic social impact was minimal. highest vaccination rate world,ENGLISH,if you do not want wear mask stay away dubai covid rates are very low lockdown was brief early 2020. economic social impact was minimal. highest vaccination rate world,ENGLISH,"[('if', 'IN'), ('you', 'PRP'), ('do', 'VBP'), ('not', 'RB'), ('want', 'VB'), ('wear', 'JJ'), ('mask', 'NN'), ('stay', 'VB'), ('away', 'RB'), ('dubai', 'JJ'), ('couid', 'NN'), ('rates', 'NNS'), ('are', 'VBP'), ('very', 'RB'), ('low', 'JJ'), ('lockdown', 'NN'), ('was', 'VBD'), ('brief', 'JJ'), ('early', 'JJ'), ('economic', 'JJ'), ('social', 'JJ'), ('impact', 'NN'), ('was', 'VBD'), ('minimal', 'JJ'), ('highest', 'JJS'), ('vaccination', 'NN'), ('rate', 'NN'), ('world', 'NN')]","['not', 'want', 'wear_mask', 'stay', 'away', 'dubai', 'couid', 'rate', 'low', 'lockdown', 'brief', 'early', 'economic', 'social', 'impact', 'minimal', 'highest', 'vaccination', 'rate', 'world']","['want', 'stay', 'away', 'couid', 'rate', 'low', 'lockdown', 'brief', 'early', 'economic', 'social', 'impact', 'minimal', 'high', 'vaccination', 'rate', 'world']","['couid', 'rate', 'lockdown', 'impact', 'vaccination', 'rate', 'world']",0.315,subjective
1126,1126,"covid 19 vaccination session at naga united health wellness centre, chumoukedima district.","covid 19 vaccination session at naga united health wellness centre, chumoukedima district.",ENGLISH,"covid 19 vaccination session at naga united health wellness centre, chumoukedima district.",ENGLISH,"[('couid', 'NN'), ('nineteen', 'JJ'), ('vaccination', 'NN'), ('session', 'NN'), ('at', 'IN'), ('naga', 'RB'), ('united', 'JJ'), ('health', 'NN'), ('wellness', 'NN'), ('centre', 'NN'), ('chumoukedima', 'NN'), ('district', 'NN')]","['couid', 'nineteen', 'vaccination', 'session', 'naga_united', 'health', 'wellness', 'centre', 'chumoukedima', 'district']","['couid', 'vaccination', 'session', 'health', 'wellness', 'centre', 'district']","['couid', 'vaccination', 'session', 'health', 'wellness', 'centre', 'district']",0.0,objective
1128,1128,#information | covid-19 vaccination session plan 1st february 2022 district. #we4vaccine #vaccine4all #faridabad #indiafightscorona,#information | covid-19 vaccination session plan 1st february 2022 district. #we4vaccine #vaccine4all #faridabad #indiafightscorona,ENGLISH,#information | covid-19 vaccination session plan 1st february 2022 district. #we4vaccine #vaccine4all #faridabad #indiafightscorona,ENGLISH,"[('information', 'NN'), ('couid', 'NN'), ('nineteen', 'JJ'), ('vaccination', 'NN'), ('session', 'NN'), ('plan', 'NN'), ('est', 'VBP'), ('february', 'JJ'), ('district', 'NN'), ('faridabad', 'NN'), ('indiafightscorona', 'NN')]","['information', 'couid', 'nineteen', 'vaccination', 'session_plan', 'est', 'february', 'district', 'faridabad', 'indiafightscorona']","['information', 'vaccination', 'district']","['information', 'vaccination', 'district']",0.0,objective
1129,1129,"advocacy covid vaccination cum cultural meet jointly organised by district administration, district health society, tengnoupal centre women &amp; girls, lhunnajang on: 1st february, 2022 place: tuinom community hall,","advocacy covid vaccination cum cultural meet jointly organised by district administration, district health society, tengnoupal centre women &amp; girls, lhunnajang on: 1st february, 2022 place: tuinom community hall,",ENGLISH,"advocacy covid vaccination cum cultural meet jointly organised by district administration, district health society, tengnoupal centre women &amp; girls, lhunnajang on: 1st february, 2022 place: tuinom community hall",ENGLISH,"[('advocacy', 'NN'), ('couid', 'NN'), ('vaccination', 'NN'), ('cum', 'VBZ'), ('cultural', 'JJ'), ('meet', 'NN'), ('jointly', 'RB'), ('organised', 'VBN'), ('by', 'IN'), ('district', 'NN'), ('administration', 'NN'), ('district', 'NN'), ('health', 'NN'), ('society', 'NN'), ('tengnoupal', 'JJ'), ('centre', 'JJ'), ('women', 'NNS'), ('amp', 'VBP'), ('girls', 'NNS'), ('lhunnajang', 'VBP'), ('on', 'IN'), ('est', 'JJS'), ('february', 'JJ'), ('place', 'NN'), ('quinoa', 'NNP'), ('community', 'NN'), ('hall', 'NN')]","['advocacy', 'couid', 'vaccination', 'cum', 'cultural', 'meet', 'jointly', 'organised', 'district', 'administration', 'district', 'health', 'society', 'tengnoupal', 'centre', 'woman', 'amp', 'girl', 'lhunnajang', 'est', 'february', 'place', 'quinoa', 'community_hall']","['meet', 'jointly', 'organise', 'woman', 'girl']","['meet', 'woman', 'girl']",0.1,objective
1132,1132,"ferozepur police, view increasing number covid cases, urges you all get corona vaccination your own safety safety others. ferozepur police with help doctors vaccinated it's police personnel with booster dose. #punjabfightscorona","ferozepur police, view increasing number covid cases, urges you all get corona vaccination your own safety safety others. ferozepur police with help doctors vaccinated it's police personnel with booster dose. #punjabfightscorona",ENGLISH,"ferozepur police, view increasing number covid cases, urges you all get corona vaccination your own safety safety others. ferozepur police with help doctors vaccinated it is police personnel with booster dose. #punjabfightscorona",ENGLISH,"[('ferozepur', 'JJ'), ('police', 'NNS'), ('view', 'NN'), ('increasing', 'VBG'), ('number', 'NN'), ('couid', 'NN'), ('cases', 'NNS'), ('urges', 'VBZ'), ('you', 'PRP'), ('all', 'DT'), ('get', 'VBP'), ('corona', 'JJ'), ('vaccination', 'NN'), ('your', 'PRP$'), ('own', 'JJ'), ('safety', 'NN'), ('safety', 'NN'), ('others', 'NNS'), ('ferozepur', 'JJ'), ('police', 'NN'), ('with', 'IN'), ('help', 'NN'), ('doctors', 'NNS'), ('vaccinated', 'VBD'), ('it', 'PRP'), ('is', 'VBZ'), ('police', 'JJ'), ('personnel', 'NNS'), ('with', 'IN'), ('booster', 'NN'), ('dose', 'NN'), ('punjabfightscorona', 'NN')]","['ferozepur', 'police', 'view', 'increasing', 'number', 'couid', 'case', 'urge', 'get', 'corona', 'vaccination', 'safety', 'safety', 'others', 'ferozepur', 'police', 'help', 'doctor', 'vaccinated', 'police_personnel', 'booster', 'dose', 'punjabfightscorona']","['view', 'increase', 'number', 'couid', 'case', 'urge', 'get', 'safety', 'other', 'ferozepur', 'police', 'help', 'doctor', 'vaccinate', 'booster', 'dose', 'punjabfightscorona']","['number', 'couid', 'case', 'safety', 'other', 'police', 'doctor', 'booster', 'punjabfightscorona']",1.0,subjective
1136,1136,surat west zone office war room who is operating pal chc-b vaccination have generated 2nd dose certificate my mother who is already dead 23rd april 2021 die covid-19 further refer my attached mail need revert action this also need letter sorry,surat west zone office war room who is operating pal chc-b vaccination have generated 2nd dose certificate my mother who is already dead 23rd april 2021 die covid-19 further refer my attached mail need revert action this also need letter sorry,ENGLISH,surat west zone office war room who is operating pal chc-b vaccination have generated 2nd dose certificate my mother who is already dead 23rd april 2021 die covid-19 further refer my attached mail need revert action this also need letter sorry,ENGLISH,"[('surat', 'NN'), ('west', 'JJS'), ('zone', 'NN'), ('office', 'NN'), ('war', 'NN'), ('room', 'NN'), ('who', 'WP'), ('is', 'VBZ'), ('operating', 'VBG'), ('pal', 'JJ'), ('chi', 'NN'), ('i', 'NN'), ('vaccination', 'NN'), ('have', 'VBP'), ('generated', 'VBN'), ('and', 'CC'), ('dose', 'JJ'), ('certificate', 'NN'), ('my', 'PRP$'), ('mother', 'NN'), ('who', 'WP'), ('is', 'VBZ'), ('already', 'RB'), ('dead', 'JJ'), ('hard', 'JJ'), ('april', 'NN'), ('die', 'NN'), ('couid', 'NN'), ('nineteen', 'IN'), ('further', 'JJ'), ('refer', 'NN'), ('my', 'PRP$'), ('attached', 'JJ'), ('mail', 'NN'), ('need', 'NN'), ('revert', 'JJ'), ('action', 'NN'), ('this', 'DT'), ('also', 'RB'), ('need', 'VBP'), ('letter', 'NN'), ('sorry', 'NN')]","['surat', 'west', 'zone', 'office', 'war_room', 'operating', 'pal', 'chi', 'vaccination', 'generated', 'dose', 'certificate', 'mother', 'already', 'dead', 'hard', 'april', 'die', 'couid', 'nineteen', 'refer', 'attached', 'mail', 'need', 'revert', 'action', 'also', 'need', 'letter', 'sorry']","['operate', 'pal', 'vaccination', 'generate', 'certificate', 'mother', 'already', 'dead', 'hard', 'die', 'couid', 'refer', 'attach', 'mail', 'nee', 'revert', 'action', 'also', 'need', 'letter', 'sorry']","['vaccination', 'certificate', 'mother', 'couid', 'refer', 'mail', 'revert', 'action', 'letter']",0.4,objective
1138,1138,"at peak covid, vaccination line, one guy removed his mask sneeze, when i questioned he said “mask ganda nahi go jayega ” 🙃","at peak covid, vaccination line, one guy removed his mask sneeze, when i questioned he said “mask ganda nahi go jayega ” upside-down_face",ENGLISH,"at peak covid, vaccination line, one guy removed his mask sneeze, when i questioned he said “mask ganda nahi go jayega ” upside-down_face",ENGLISH,"[('at', 'IN'), ('peak', 'JJ'), ('couid', 'JJ'), ('vaccination', 'NN'), ('line', 'NN'), ('one', 'CD'), ('guy', 'NN'), ('removed', 'VBD'), ('his', 'PRP$'), ('mask', 'NN'), ('sneeze', 'NN'), ('when', 'WRB'), ('i', 'NN'), ('questioned', 'VBD'), ('he', 'PRP'), ('said', 'VBD'), ('i', 'JJ'), ('mask', 'NN'), ('ganda', 'NN'), ('nazi', 'JJ'), ('go', 'VBP'), ('jaya', 'NN'), ('i', 'NN'), ('upside', 'VBP')]","['peak', 'couid', 'vaccination', 'line', 'one', 'removed', 'mask', 'sneeze', 'questioned', 'said', 'mask', 'ganda', 'nazi', 'go', 'jaya', 'upside']","['line', 'remove', 'mask', 'question', 'say', 'go', 'upside']","['line', 'mask']",0.0,subjective
1139,1139,extend cooperation with health teams covid-19 vaccination students staff,extend cooperation with health teams covid-19 vaccination students staff,ENGLISH,extend cooperation with health teams covid-19 vaccination students staff,ENGLISH,"[('extend', 'JJ'), ('cooperation', 'NN'), ('with', 'IN'), ('health', 'NN'), ('teams', 'NNS'), ('couid', 'VBP'), ('nineteen', 'JJ'), ('vaccination', 'NN'), ('students', 'NNS'), ('staff', 'NN')]","['extend', 'cooperation', 'health', 'team', 'couid', 'nineteen', 'vaccination', 'student', 'staff']","['extend', 'cooperation', 'health', 'team', 'couid', 'vaccination', 'student', 'staff']","['cooperation', 'health', 'team', 'vaccination', 'student', 'staff']",0.0,objective
1142,1142,100 percent first dose vaccination achieved by today #covid19 #covid #covid_19 #maskup #masks,100 percent first dose vaccination achieved by today #covid19 #covid #covid_19 #maskup #masks,ENGLISH,100 percent first dose vaccination achieved by today #covid19 #covid #covid_19 #maskup #masks,ENGLISH,"[('percent', 'NN'), ('first', 'RB'), ('dose', 'JJ'), ('vaccination', 'NN'), ('achieved', 'VBN'), ('by', 'IN'), ('today', 'NN'), ('couid', 'NN'), ('markup', 'NN'), ('masks', 'NNS')]","['percent', 'first', 'dose', 'vaccination', 'achieved', 'today', 'couid', 'markup', 'mask']","['percent', 'first', 'dose', 'vaccination', 'achieve', 'today', 'couid', 'markup', 'mask']","['percent', 'vaccination', 'today', 'couid', 'markup', 'mask']",0.3333333333333333,objective
1144,1144,empirical proof covid outbreaks caused by mass vaccination #vaccination,empirical proof covid outbreaks caused by mass vaccination #vaccination,ENGLISH,empirical proof covid outbreaks caused by mass vaccination #vaccination,ENGLISH,"[('empirical', 'JJ'), ('proof', 'NN'), ('couid', 'NN'), ('outbreaks', 'NNS'), ('caused', 'VBN'), ('by', 'IN'), ('mass', 'NN'), ('vaccination', 'NN'), ('vaccination', 'NN')]","['empirical', 'proof', 'couid', 'outbreak', 'caused', 'mass', 'vaccination', 'vaccination']","['empirical', 'outbreak', 'cause', 'mass', 'vaccination', 'vaccination']","['outbreak', 'vaccination', 'vaccination']",0.1,subjective
1145,1145,covid sop &amp; vaccination drive continues throughout district. i hope we get out this weekend pandemic soon.,covid sop &amp; vaccination drive continues throughout district. i hope we get out this weekend pandemic soon.,ENGLISH,covid sop &amp; vaccination drive continues throughout district. i hope we get out this weekend pandemic soon.,ENGLISH,"[('couid', 'NN'), ('sop', 'NN'), ('amp', 'JJ'), ('vaccination', 'NN'), ('drive', 'NN'), ('continues', 'VBZ'), ('throughout', 'IN'), ('district', 'NN'), ('i', 'NNS'), ('hope', 'VBP'), ('we', 'PRP'), ('get', 'VB'), ('out', 'RP'), ('this', 'DT'), ('weekend', 'NN'), ('pandemic', 'VBZ'), ('soon', 'RB')]","['couid', 'sop', 'amp', 'vaccination', 'drive', 'continues', 'throughout', 'district', 'hope', 'get', 'weekend', 'pandemic', 'soon']","['vaccination', 'drive', 'continue', 'district', 'hope', 'get', 'weekend', 'pandemic', 'soon']","['vaccination', 'drive', 'district', 'hope', 'weekend', 'pandemic']",0.0,subjective
1146,1146,covid-19 can be stopped without massive vaccination: dr. peter mccullough #naturalimmunity,covid-19 can be stopped without massive vaccination: dr. peter mccullough #naturalimmunity,ENGLISH,covid-19 can be stopped without massive vaccination: dr. peter mccullough #naturalimmunity,ENGLISH,"[('couid', 'NN'), ('nineteen', 'NN'), ('can', 'MD'), ('be', 'VB'), ('stopped', 'VBN'), ('without', 'IN'), ('massive', 'JJ'), ('vaccination', 'NN'), ('do', 'VBP'), ('peter', 'RB'), ('mccullough', 'IN'), ('naturalimmunity', 'NN')]","['couid', 'nineteen', 'stopped', 'without', 'massive', 'vaccination', 'peter', 'mccullough', 'naturalimmunity']","['couid', 'stop', 'massive', 'naturalimmunity']","['couid', 'naturalimmunity']",1.0,objective
1147,1147,"dear students, free covid vaccination drive by veracity foundation all age groups. kindly contact us registration. veracity foundation mobile no.: 9075008541 landline no.: 0712-2220202 address: 169/170, mokha tower 3rd floor, trimurti nagar ring road, nagpur 440022.","dear students, free covid vaccination drive by veracity foundation all age groups. kindly contact us registration. veracity foundation mobile no.: 9075008541 landline no.: 0712-2220202 address: 169/170, mokha tower 3rd floor, trimurti nagar ring road, nagpur 440022.",ENGLISH,"dear students, free covid vaccination drive by veracity foundation all age groups. kindly contact us registration. veracity foundation mobile no.: 9075008541 landline no.: 0712-2220202 address: 169/170, mokha tower 3rd floor, trimurti nagar ring road, nagpur 440022.",ENGLISH,"[('dear', 'JJ'), ('students', 'NNS'), ('free', 'JJ'), ('couid', 'JJ'), ('vaccination', 'NN'), ('drive', 'NN'), ('by', 'IN'), ('veracity', 'NN'), ('foundation', 'NN'), ('all', 'DT'), ('age', 'NN'), ('groups', 'NNS'), ('kindly', 'RB'), ('contact', 'VBP'), ('us', 'PRP'), ('registration', 'NN'), ('veracity', 'NN'), ('foundation', 'NN'), ('mobile', 'IN'), ('no', 'DT'), ('i', 'JJ'), ('landline', 'VBP'), ('no', 'DT'), ('i', 'NN'), ('address', 'RB'), ('mocha', 'VBD'), ('tower', 'JJR'), ('ord', 'NN'), ('floor', 'NN'), ('trimurti', 'NN'), ('nagar', 'IN'), ('ring', 'VBG'), ('road', 'NN'), ('nagar', 'NN')]","['dear', 'student', 'free', 'couid', 'vaccination', 'drive', 'veracity', 'foundation', 'age', 'group', 'kindly', 'contact', 'u', 'registration', 'veracity', 'foundation', 'mobile', 'landline', 'address', 'mocha', 'tower', 'ord', 'floor', 'trimurti', 'nagar', 'ring', 'road', 'nagar']","['dear', 'student', 'free', 'drive', 'veracity', 'foundation', 'age', 'group', 'kindly', 'contact', 'registration', 'address']","['student', 'drive', 'veracity', 'foundation', 'age', 'group', 'registration', 'address']",0.5666666666666668,objective
1148,1148,very strange. canadian pm &amp; his family shifted secret location after protesters opposed compulsory covid 19 vaccination. thousands stage protest ottawa against canada’s vaccine mandates via,very strange. canadian pm &amp; his family shifted secret location after protesters opposed compulsory covid 19 vaccination. thousands stage protest ottawa against canada’s vaccine mandates via,ENGLISH,very strange. canadian pm &amp; his family shifted secret location after protesters opposed compulsory covid 19 vaccination. thousands stage protest ottawa against canada’s vaccine mandates via,ENGLISH,"[('very', 'RB'), ('strange', 'JJ'), ('canadian', 'JJ'), ('am', 'VBP'), ('amp', 'VB'), ('his', 'PRP$'), ('family', 'NN'), ('shifted', 'VBD'), ('secret', 'JJ'), ('location', 'NN'), ('after', 'IN'), ('protesters', 'NNS'), ('opposed', 'VBD'), ('compulsory', 'JJ'), ('couid', 'NN'), ('nineteen', 'JJ'), ('vaccination', 'NN'), ('thousands', 'NNS'), ('stage', 'VBP'), ('protest', 'JJ'), ('ottawa', 'NN'), ('against', 'IN'), ('canada', 'NN'), ('i', 'NN'), ('i', 'VBP'), ('vaccine', 'NN'), ('mandates', 'NNS'), ('via', 'IN')]","['strange', 'canadian', 'amp', 'family', 'shifted', 'secret', 'location', 'protester', 'opposed', 'compulsory', 'couid', 'nineteen', 'vaccination', 'thousand', 'stage', 'protest', 'ottawa', 'canada', 'vaccine', 'mandate', 'via']","['strange', 'family', 'shift', 'secret', 'location', 'protester', 'oppose', 'compulsory', 'couid', 'vaccination', 'thousand', 'stage', 'protest', 'vaccine', 'mandate']","['family', 'location', 'protester', 'couid', 'vaccination', 'thousand', 'protest', 'vaccine']",0.4475,subjective
1149,1149,after showing two dose vaccination certificate also forcing travellers take rtpcr by making passengers wait more than hour at station.please take immediate action or else covid spread start this spot by making more public gathering longtime,after showing two dose vaccination certificate also forcing travellers take rtpcr by making passengers wait more than hour at station.please take immediate action or else covid spread start this spot by making more public gathering longtime,ENGLISH,after showing two dose vaccination certificate also forcing travellers take rtpcr by making passengers wait more than hour at station.please take immediate action or else covid spread start this spot by making more public gathering longtime,ENGLISH,"[('after', 'IN'), ('showing', 'VBG'), ('two', 'CD'), ('dose', 'JJ'), ('vaccination', 'NN'), ('certificate', 'NN'), ('also', 'RB'), ('forcing', 'VBG'), ('travellers', 'NNS'), ('take', 'VBP'), ('roper', 'NN'), ('by', 'IN'), ('making', 'VBG'), ('passengers', 'NNS'), ('wait', 'VBD'), ('more', 'JJR'), ('than', 'IN'), ('hour', 'NN'), ('at', 'IN'), ('station', 'NN'), ('please', 'NN'), ('take', 'VB'), ('immediate', 'JJ'), ('action', 'NN'), ('or', 'CC'), ('else', 'RB'), ('couid', 'JJ'), ('spread', 'JJ'), ('start', 'NN'), ('this', 'DT'), ('spot', 'NN'), ('by', 'IN'), ('making', 'VBG'), ('more', 'JJR'), ('public', 'JJ'), ('gathering', 'NN'), ('longtime', 'NN')]","['showing', 'two', 'dose', 'vaccination', 'certificate', 'also', 'forcing', 'traveller', 'take', 'roper', 'making', 'passenger', 'wait', 'hour', 'station', 'please', 'take', 'immediate', 'action', 'else', 'couid', 'spread', 'start', 'spot', 'making', 'public', 'gathering', 'longtime']","['show', 'vaccination', 'certificate', 'also', 'force', 'traveller', 'take', 'roper', 'make', 'passenger', 'wait', 'hour', 'station', 'take', 'immediate', 'action', 'else', 'couid', 'spread', 'start', 'spot', 'make', 'public', 'gathering', 'longtime']","['vaccination', 'certificate', 'traveller', 'roper', 'passenger', 'hour', 'station', 'action', 'couid', 'spread', 'spot', 'gathering', 'longtime']",0.2916666666666667,subjective
1151,1151,he has lied 27 women he lied when tax paid he lied but he had covid vaccination he lied many during election,he has lied 27 women he lied when tax paid he lied but he had covid vaccination he lied many during election,ENGLISH,he has lied 27 women he lied when tax paid he lied but he had covid vaccination he lied many during election,ENGLISH,"[('he', 'PRP'), ('has', 'VBZ'), ('lied', 'VBN'), ('women', 'NNS'), ('he', 'PRP'), ('lied', 'VBD'), ('when', 'WRB'), ('tax', 'NN'), ('paid', 'VBD'), ('he', 'PRP'), ('lied', 'VBD'), ('but', 'CC'), ('he', 'PRP'), ('had', 'VBD'), ('couid', 'JJ'), ('vaccination', 'NN'), ('he', 'PRP'), ('lied', 'VBD'), ('many', 'JJ'), ('during', 'IN'), ('election', 'NN')]","['lied', 'woman', 'lied', 'paid', 'lied', 'couid', 'vaccination', 'lied', 'many', 'election']","['lie', 'woman', 'lie', 'pay', 'lied', 'couid', 'vaccination', 'lie', 'many', 'election']","['woman', 'couid', 'vaccination', 'election']",0.5,subjective
1152,1152,did someone say #djokovic is covid vaccination queue right now 😂😛 #ausopen #australianopen #nadal #rafaelnadal,did someone say #djokovic is covid vaccination queue right now face_with_tears_of_joyface_with_tongue #ausopen #australianopen #nadal #rafaelnadal,ENGLISH,did someone say #djokovic is covid vaccination queue right now face_with_tears_of_joyface_with_tongue #ausopen #australianopen #nadal #rafaelnadal,ENGLISH,"[('did', 'VBD'), ('someone', 'NN'), ('say', 'VB'), ('djokovic', 'NN'), ('is', 'VBZ'), ('couid', 'JJ'), ('vaccination', 'NN'), ('queue', 'NNS'), ('right', 'RB'), ('now', 'RB'), ('aspen', 'JJ'), ('australianopen', 'VBP'), ('nadal', 'JJ'), ('rafaelnadal', 'NN')]","['someone', 'say', 'djokovic', 'couid', 'vaccination', 'queue', 'right', 'aspen', 'australianopen', 'nadal', 'rafaelnadal']","['say', 'couid', 'vaccination']","['couid', 'vaccination']",0.5357142857142857,subjective
1153,1153,covid vaccination schedule patiala 31 january🔴👇 @ patiala politics,covid vaccination schedule patiala 31 januaryred_circlebackhand_index_pointing_down @ patiala politics,ENGLISH,covid vaccination schedule patiala 31 januaryred_circlebackhand_index_pointing_down @ patiala politics,ENGLISH,"[('couid', 'JJ'), ('vaccination', 'NN'), ('schedule', 'NN'), ('patiala', 'NN'), ('patiala', 'NN'), ('politics', 'NNS')]","['couid', 'vaccination', 'schedule_patiala', 'patiala_politics']",[],[],0.0,objective
1154,1154,#covid19 #covidvaccination #wearingmask #washinghands #staysafe,#covid19 #covidvaccination #wearingmask #washinghands #staysafe,ENGLISH,#covid19 #covidvaccination #wearingmask #washinghands #staysafe,ENGLISH,"[('covidvaccination', 'NN'), ('wearingmask', 'NN'), ('washinghands', 'VBZ'), ('staysail', 'NN')]","['covidvaccination', 'wearingmask', 'washinghands', 'staysail']","['covidvaccination', 'wearingmask', 'washinghand', 'staysail']","['covidvaccination', 'wearingmask', 'washinghand']",0.0,objective
1155,1155,covid vaccination suspended khi as no salary payment staff since more than last six months by sindh government. pls take up solution.,covid vaccination suspended khi as no salary payment staff since more than last six months by sindh government. pls take up solution.,ENGLISH,covid vaccination suspended khi as no salary payment staff since more than last six months by sindh government. pls take up solution.,ENGLISH,"[('couid', 'NN'), ('vaccination', 'NN'), ('suspended', 'VBD'), ('khi', 'NN'), ('as', 'IN'), ('no', 'DT'), ('salary', 'JJ'), ('payment', 'NN'), ('staff', 'NN'), ('since', 'IN'), ('more', 'JJR'), ('than', 'IN'), ('last', 'JJ'), ('six', 'CD'), ('months', 'NNS'), ('by', 'IN'), ('sind', 'JJ'), ('government', 'NN'), ('plus', 'CC'), ('take', 'VB'), ('up', 'RP'), ('solution', 'NN')]","['couid', 'vaccination', 'suspended', 'khi', 'salary', 'payment', 'staff', 'since', 'last', 'month', 'sind', 'government', 'plus', 'take', 'solution']","['suspend', 'salary', 'payment', 'staff', 'last', 'month', 'sind', 'government', 'take', 'solution']","['salary', 'payment', 'staff', 'month', 'government', 'solution']",0.2833333333333333,subjective
1158,1158,"all set wyndham acmar klang vaccination centre ppv will start operation monday, 12 july 2021 administering up 5,000 doses covid-19 vaccine day.","all set wyndham acmar klang vaccination centre ppv will start operation monday, 12 july 2021 administering up 5,000 doses covid-19 vaccine day.",ENGLISH,"all set wyndham acmar klang vaccination centre ppv will start operation monday, 12 july 2021 administering up 5,000 doses covid-19 vaccine day.",ENGLISH,"[('all', 'DT'), ('set', 'VBD'), ('wyndham', 'JJ'), ('amar', 'NN'), ('slang', 'NN'), ('vaccination', 'NN'), ('centre', 'NN'), ('pav', 'NN'), ('will', 'MD'), ('start', 'VB'), ('operation', 'NN'), ('monday', 'NN'), ('twelve', 'VB'), ('july', 'NN'), ('administering', 'VBG'), ('up', 'RP'), ('five', 'CD'), ('zero', 'NN'), ('doses', 'NNS'), ('couid', 'VBP'), ('nineteen', 'JJ'), ('vaccine', 'NN'), ('day', 'NN')]","['set', 'wyndham', 'amar', 'slang', 'vaccination', 'centre', 'pav', 'start', 'operation', 'monday', 'twelve', 'july', 'administering', 'five', 'zero', 'dos', 'couid', 'nineteen', 'vaccine', 'day']","['operation', 'administer', 'dose', 'couid', 'vaccine', 'day']","['operation', 'couid', 'vaccine', 'day']",0.0,objective
1160,1160,"*government tamilnadu, medical &amp; public welfare department slmch* jointly organised free covid-19 special vaccination camp 29.01.2022 9 am 4pm.including senior additional registrar mr.vasudevan ias rtd*, there were more than 110 people vaccinated at slmch.","*government tamilnadu, medical &amp; public welfare department slmch* jointly organised free covid-19 special vaccination camp 29.01.2022 9 am 4pm.including senior additional registrar mr.vasudevan ias rtd*, there were more than 110 people vaccinated at slmch.",ENGLISH,"*government tamilnadu, medical &amp; public welfare department slmch* jointly organised free covid-19 special vaccination camp 29.01.2022 9 am 4pm.including senior additional registrar mr.vasudevan ias rtd*, there we are more than 110 people vaccinated at slmch.",ENGLISH,"[('government', 'NN'), ('tamilnadu', 'VBZ'), ('medical', 'JJ'), ('amp', 'NNS'), ('public', 'JJ'), ('welfare', 'NN'), ('department', 'NN'), ('such', 'JJ'), ('jointly', 'RB'), ('organised', 'VBN'), ('free', 'JJ'), ('couid', 'NN'), ('nineteen', 'JJ'), ('special', 'JJ'), ('vaccination', 'NN'), ('camp', 'NN'), ('twentynine', 'VBP'), ('one', 'CD'), ('nine', 'CD'), ('am', 'VBP'), ('up', 'RP'), ('including', 'VBG'), ('senior', 'JJ'), ('additional', 'JJ'), ('registrar', 'NN'), ('my', 'PRP$'), ('vasudevan', 'NN'), ('is', 'VBZ'), ('red', 'JJ'), ('i', 'NN'), ('there', 'EX'), ('we', 'PRP'), ('are', 'VBP'), ('more', 'RBR'), ('than', 'IN'), ('people', 'NNS'), ('vaccinated', 'VBN'), ('at', 'IN'), ('such', 'JJ')]","['government', 'tamilnadu', 'medical', 'amp', 'public', 'welfare', 'department', 'jointly', 'organised', 'free', 'couid', 'nineteen', 'special', 'vaccination', 'camp', 'twentynine', 'one', 'nine', 'including', 'senior', 'additional', 'registrar', 'vasudevan', 'red', 'people', 'vaccinated']","['government', 'medical', 'department', 'jointly', 'organise', 'free', 'couid', 'special', 'vaccination', 'camp', 'twentynine', 'include', 'senior', 'additional', 'registrar', 'vasudevan', 'red', 'people', 'vaccinate']","['government', 'department', 'couid', 'vaccination', 'camp', 'twentynine', 'registrar', 'people']",0.38761904761904764,objective
1163,1163,"wish compliment staff chc bhangel, noida professional conduct during covid-19 vaccination my mother- in- law today 29 jan 22. top class cleanliness arrangements hospital.","wish compliment staff chc bhangel, noida professional conduct during covid-19 vaccination my mother- in- law today 29 jan 22. top class cleanliness arrangements hospital.",ENGLISH,"wish compliment staff chc bhangel, noida professional conduct during covid-19 vaccination my mother- in- law today 29 jan 22. top class cleanliness arrangements hospital.",ENGLISH,"[('wish', 'JJ'), ('compliment', 'NN'), ('staff', 'NN'), ('chi', 'NN'), ('change', 'NN'), ('noid', 'JJ'), ('professional', 'JJ'), ('conduct', 'NN'), ('during', 'IN'), ('couid', 'NN'), ('nineteen', 'JJ'), ('vaccination', 'NN'), ('my', 'PRP$'), ('mother', 'NN'), ('in', 'IN'), ('law', 'NN'), ('today', 'NN'), ('twentynine', 'VBP'), ('jan', 'NN'), ('top', 'JJ'), ('class', 'NN'), ('cleanliness', 'NN'), ('arrangements', 'NNS'), ('hospital', 'NN')]","['wish', 'compliment', 'staff', 'chi', 'change', 'noid', 'professional', 'conduct', 'couid', 'nineteen', 'vaccination', 'mother', 'law', 'today', 'twentynine', 'jan', 'top', 'class', 'cleanliness', 'arrangement', 'hospital']","['couid', 'vaccination', 'mother', 'law', 'today', 'twentynine', 'top', 'class', 'cleanliness']","['couid', 'vaccination', 'mother', 'law', 'today', 'class', 'cleanliness']",0.3,subjective
