index,Text,pos_tagged_words,new_languages,words_list,new_text,scores,compound,sentiment_vader,,,,,,
70869,we are so thankful bd govt &amp; welcome starting vaccination rohingya refugees &amp; making sure refugee are not been left behind global race get people vaccinated. #4thdayofvaccination photo by,"[('we', 'PRP'), ('are', 'VBP'), ('so', 'RB'), ('thankful', 'JJ'), ('be', 'VB'), ('govt', 'JJ'), ('amp', 'JJ'), ('welcome', 'NN'), ('starting', 'VBG'), ('vaccination', 'NN'), ('rohingya', 'NN'), ('refugees', 'NNS'), ('amp', 'VBP'), ('making', 'VBG'), ('sure', 'JJ'), ('refugee', 'NNS'), ('are', 'VBP'), ('not', 'RB'), ('been', 'VBN'), ('left', 'VBN'), ('behind', 'IN'), ('global', 'JJ'), ('race', 'NN'), ('get', 'NN'), ('people', 'NNS'), ('vaccinated', 'VBD'), ('photo', 'NN'), ('by', 'IN')]",ENGLISH,"['thankful', 'govt', 'amp', 'welcome', 'starting', 'vaccination', 'rohingya', 'refugee', 'amp', 'make', 'sure', 'refugee', 'not', 'leave', 'behind', 'global', 'race', 'get', 'people', 'vaccinated', 'photo']",thankful govt amp welcome starting vaccination rohingya refugee amp make sure refugee not leave behind global race get people vaccinated photo,"{'neg': 0.0, 'neu': 0.721, 'pos': 0.279, 'compound': 0.8762}",0.8762,positive,,,,,,
70883,"great work done sir, soon whole city be vaccinated i hope it would be first rajasthan. congratulations entire team.","[('great', 'JJ'), ('work', 'NN'), ('done', 'VBN'), ('sir', 'RB'), ('soon', 'RB'), ('whole', 'JJ'), ('city', 'NN'), ('be', 'VB'), ('vaccinated', 'VBN'), ('i', 'JJ'), ('hope', 'VBP'), ('it', 'PRP'), ('would', 'MD'), ('be', 'VB'), ('first', 'JJ'), ('rajasthan', 'JJ'), ('congratulations', 'NNS'), ('entire', 'JJ'), ('team', 'NN')]",ENGLISH,"['great', 'work', 'do', 'sir', 'soon', 'whole', 'city', 'vaccinate', 'hope', 'would', 'first', 'rajasthan', 'congratulation', 'entire', 'team']",great work do sir soon whole city vaccinate hope would first rajasthan congratulation entire team,"{'neg': 0.0, 'neu': 0.579, 'pos': 0.421, 'compound': 0.8979}",0.8979,positive,,,,,,
70903,proud be part health care department. do get vaccinated. happy independence day ❤️🇵🇰,"[('proud', 'NN'), ('be', 'VB'), ('part', 'NN'), ('health', 'NN'), ('care', 'NN'), ('department', 'NN'), ('do', 'VB'), ('get', 'VB'), ('vaccinated', 'VBN'), ('happy', 'JJ'), ('independence', 'NN'), ('day', 'NN'), ('i', 'VB'), ('pakistan', 'NN')]",ENGLISH,"['proud', 'part', 'health', 'care', 'department', 'get', 'vaccinated', 'happy', 'independence', 'day', 'pakistan']",proud part health care department get vaccinated happy independence day pakistan,"{'neg': 0.0, 'neu': 0.5, 'pos': 0.5, 'compound': 0.875}",0.875,positive,,,,,,
70926,"way states unlocking things are shocking specially reopening schools may prove fatal, not single kid under 18 vaccinated. #narendramodipm @","[('way', 'NN'), ('states', 'NNS'), ('unlocking', 'JJ'), ('things', 'NNS'), ('are', 'VBP'), ('shocking', 'VBG'), ('specially', 'RB'), ('reopening', 'VBG'), ('schools', 'NNS'), ('may', 'MD'), ('prove', 'VB'), ('fatal', 'JJ'), ('not', 'RB'), ('single', 'JJ'), ('kid', 'NN'), ('under', 'IN'), ('eighteen', 'JJ'), ('vaccinated', 'VBN'), ('narendramodipm', 'NN')]",ENGLISH,"['way', 'state', 'unlock', 'thing', 'shocking', 'specially', 'reopen', 'school', 'may', 'prove', 'fatal', 'not', 'single', 'kid', 'eighteen', 'vaccinate', 'narendramodipm']",way state unlock thing shocking specially reopen school may prove fatal not single kid eighteen vaccinate narendramodipm,"{'neg': 0.267, 'neu': 0.733, 'pos': 0.0, 'compound': -0.7351}",-0.7351,negative,,,,,,
71020,", , , stop exploiting migrants once show some empathy offshore stuck people are not virus even they are then they already got vaccinated..","[('stop', 'VB'), ('exploiting', 'VBG'), ('migrants', 'NNS'), ('once', 'RB'), ('show', 'VBP'), ('some', 'DT'), ('empathy', 'JJ'), ('offshore', 'JJ'), ('stuck', 'JJ'), ('people', 'NNS'), ('are', 'VBP'), ('not', 'RB'), ('virus', 'RB'), ('even', 'RB'), ('they', 'PRP'), ('are', 'VBP'), ('then', 'RB'), ('they', 'PRP'), ('already', 'RB'), ('got', 'VBD'), ('vaccinated', 'VBN'), ('i', 'NN')]",ENGLISH,"['stop', 'exploit', 'migrant', 'show', 'empathy', 'offshore', 'stuck', 'people', 'not', 'virus', 'even', 'already', 'get', 'vaccinated']",stop exploit migrant show empathy offshore stuck people not virus even already get vaccinated,"{'neg': 0.283, 'neu': 0.717, 'pos': 0.0, 'compound': -0.7269}",-0.7269,negative,,,,,,
71155,"rahul, do some social service also. come out studio help getting people vaccinated. don't be oversmart create negativity. go wb report violence after elections. avoid sarcasm.","[('rahul', 'NN'), ('do', 'VB'), ('some', 'DT'), ('social', 'JJ'), ('service', 'NN'), ('also', 'RB'), ('come', 'VBN'), ('out', 'RP'), ('studio', 'NN'), ('help', 'NN'), ('getting', 'VBG'), ('people', 'NNS'), ('vaccinated', 'VBN'), ('do', 'VBP'), ('not', 'RB'), ('be', 'VB'), ('overshare', 'JJ'), ('create', 'JJ'), ('negativity', 'NN'), ('go', 'VBP'), ('we', 'PRP'), ('report', 'VBP'), ('violence', 'NN'), ('after', 'IN'), ('elections', 'NNS'), ('avoid', 'VBP'), ('sarcasm', 'NN')]",ENGLISH,"['rahul', 'social', 'service', 'also', 'come', 'studio', 'help', 'get', 'people', 'vaccinate', 'not', 'overshare', 'create', 'negativity', 'go', 'report', 'violence', 'election', 'avoid', 'sarcasm']",rahul social service also come studio help get people vaccinate not overshare create negativity go report violence election avoid sarcasm,"{'neg': 0.37, 'neu': 0.555, 'pos': 0.075, 'compound': -0.8629}",-0.8629,negative,,,,,,
71215,"your message your fans i want say i love my fans thank you always showering me with so much love like they always have. i am always very grateful get vaccinated, is very important message i want give all my fans. #sarkaruvaaripaata","[('your', 'PRP$'), ('message', 'NN'), ('your', 'PRP$'), ('fans', 'NNS'), ('i', 'VBP'), ('want', 'VBP'), ('say', 'VBP'), ('i', 'JJ'), ('love', 'VBP'), ('my', 'PRP$'), ('fans', 'NNS'), ('thank', 'VBP'), ('you', 'PRP'), ('always', 'RB'), ('showering', 'VBG'), ('me', 'PRP'), ('with', 'IN'), ('so', 'RB'), ('much', 'JJ'), ('love', 'IN'), ('like', 'IN'), ('they', 'PRP'), ('always', 'RB'), ('have', 'VBP'), ('i', 'VBN'), ('am', 'VBP'), ('always', 'RB'), ('very', 'RB'), ('grateful', 'JJ'), ('get', 'NN'), ('vaccinated', 'VBN'), ('is', 'VBZ'), ('very', 'RB'), ('important', 'JJ'), ('message', 'NN'), ('i', 'NN'), ('want', 'VBP'), ('give', 'NN'), ('all', 'DT'), ('my', 'PRP$'), ('fans', 'NNS'), ('sarkaruvaaripaata', 'VBP')]",ENGLISH,"['message', 'fan', 'want', 'say', 'love', 'fan', 'thank', 'always', 'shower', 'much', 'love', 'like', 'always', 'always', 'grateful', 'get', 'vaccinated', 'important', 'message', 'want', 'give', 'fan', 'sarkaruvaaripaata']",message fan want say love fan thank always shower much love like always always grateful get vaccinated important message want give fan sarkaruvaaripaata,"{'neg': 0.0, 'neu': 0.581, 'pos': 0.419, 'compound': 0.962}",0.962,positive,,,,,,
71219,"great news..two #rohingya #refugees vaccinated first cox's bazar, bangladesh. we are very happy that our parents are being vaccinating #covid19 . this is example humanity world. we never forget it. thanks #bangladesh 🇧🇩 #humanity #covidvaccine 📷 #crd","[('great', 'JJ'), ('news', 'NN'), ('i', 'NN'), ('two', 'CD'), ('rohingya', 'NN'), ('refugees', 'NNS'), ('vaccinated', 'VBD'), ('first', 'JJ'), ('cox', 'NN'), ('i', 'NN'), ('bazar', 'VBP'), ('bangladesh', 'IN'), ('we', 'PRP'), ('are', 'VBP'), ('very', 'RB'), ('happy', 'JJ'), ('that', 'IN'), ('our', 'PRP$'), ('parents', 'NNS'), ('are', 'VBP'), ('being', 'VBG'), ('vaccinating', 'VBG'), ('this', 'DT'), ('is', 'VBZ'), ('example', 'NN'), ('humanity', 'NN'), ('world', 'NN'), ('we', 'PRP'), ('never', 'RB'), ('forget', 'VB'), ('it', 'PRP'), ('thanks', 'VBZ'), ('bangladesh', 'JJ'), ('bangladesh', 'JJ'), ('humanity', 'NN'), ('covidvaccine', 'NN'), ('camera', 'NN'), ('card', 'NN')]",ENGLISH,"['great', 'news', 'two', 'rohingya', 'refugee', 'vaccinate', 'first', 'bazar', 'bangladesh', 'happy', 'parent', 'vaccinate', 'example', 'humanity', 'world', 'never', 'forget', 'thank', 'bangladesh', 'bangladesh', 'humanity', 'covidvaccine', 'camera', 'card']",great news two rohingya refugee vaccinate first bazar bangladesh happy parent vaccinate example humanity world never forget thank bangladesh bangladesh humanity covidvaccine camera card,"{'neg': 0.054, 'neu': 0.725, 'pos': 0.221, 'compound': 0.8102}",0.8102,positive,,,,,,
71255,"setting exemplary record, rha gossaigaon has proudly helped 220 locals getting vaccinated 9 august 2021 diligent dedicated robins have once again proved their love country its citizens helping facilitate noble cause #rhagossaigaon","[('setting', 'VBG'), ('exemplary', 'JJ'), ('record', 'NN'), ('ha', 'NN'), ('gossaigaon', 'NN'), ('has', 'VBZ'), ('proudly', 'RB'), ('helped', 'VBN'), ('locals', 'NNS'), ('getting', 'VBG'), ('vaccinated', 'JJ'), ('nine', 'CD'), ('august', 'JJ'), ('diligent', 'NN'), ('dedicated', 'VBN'), ('robins', 'NNS'), ('have', 'VBP'), ('once', 'RB'), ('again', 'RB'), ('proved', 'VBD'), ('their', 'PRP$'), ('love', 'NN'), ('country', 'NN'), ('it', 'PRP'), ('is', 'VBZ'), ('citizens', 'JJ'), ('helping', 'VBG'), ('facilitate', 'NN'), ('noble', 'JJ'), ('because', 'IN'), ('rhagossaigaon', 'NN')]",ENGLISH,"['set', 'exemplary', 'record', 'ha', 'gossaigaon', 'proudly', 'help', 'local', 'get', 'vaccinate', 'nine', 'august', 'diligent', 'dedicated', 'robins', 'prove', 'love', 'country', 'citizen', 'help', 'facilitate', 'noble', 'rhagossaigaon']",set exemplary record ha gossaigaon proudly help local get vaccinate nine august diligent dedicated robins prove love country citizen help facilitate noble rhagossaigaon,"{'neg': 0.0, 'neu': 0.619, 'pos': 0.381, 'compound': 0.9432}",0.9432,positive,,,,,,
71469,"namaste sir.. hopefully,us succeed stopping surge delta variant,nice ..get vaccinated is order day. all best super -power, us.","[('namaste', 'NN'), ('sir', 'NN'), ('i', 'NN'), ('hopefully', 'VBP'), ('us', 'PRP'), ('succeed', 'VB'), ('stopping', 'VBG'), ('surge', 'NN'), ('delta', 'NN'), ('variant', 'JJ'), ('nice', 'NN'), ('i', 'NN'), ('get', 'VBP'), ('vaccinated', 'VBN'), ('is', 'VBZ'), ('order', 'NN'), ('day', 'NN'), ('all', 'DT'), ('best', 'JJS'), ('super', 'JJ'), ('power', 'NN'), ('us', 'PRP')]",ENGLISH,"['namaste', 'sir', 'hopefully', '-PRON-', 'succeed', 'stop', 'surge', 'delta_variant', 'nice', 'get', 'vaccinated', 'order', 'day', 'good', 'super', 'power', '-PRON-']",namaste sir hopefully -PRON- succeed stop surge delta_variant nice get vaccinated order day good super power -PRON-,"{'neg': 0.059, 'neu': 0.52, 'pos': 0.42, 'compound': 0.8934}",0.8934,positive,,,,,,
71501,we extend our thanks bhs &amp; bmo nurses primary health centres their wonderful support. we appreciate pwds who got vaccinated. we are planning arrange such camps rest 7 blocks. #livetoserve,"[('we', 'PRP'), ('extend', 'VBP'), ('our', 'PRP$'), ('thanks', 'NNS'), ('bus', 'NN'), ('amp', 'IN'), ('mo', 'NN'), ('nurses', 'NNS'), ('primary', 'JJ'), ('health', 'NN'), ('centers', 'NNS'), ('their', 'PRP$'), ('wonderful', 'JJ'), ('support', 'NN'), ('we', 'PRP'), ('appreciate', 'VBP'), ('pods', 'NNS'), ('who', 'WP'), ('got', 'VBD'), ('vaccinated', 'VBN'), ('we', 'PRP'), ('are', 'VBP'), ('planning', 'VBG'), ('arrange', 'NN'), ('such', 'JJ'), ('camps', 'NNS'), ('rest', 'VBP'), ('seven', 'CD'), ('blocks', 'NNS'), ('livetoserve', 'VBP')]",ENGLISH,"['extend', 'thank', 'bus', 'amp', 'mo', 'nurse', 'primary', 'health', 'center', 'wonderful', 'support', 'appreciate', 'pod', 'get', 'vaccinated', 'plan', 'arrange', 'camp', 'rest', 'seven', 'block', 'livetoserve']",extend thank bus amp mo nurse primary health center wonderful support appreciate pod get vaccinated plan arrange camp rest seven block livetoserve,"{'neg': 0.049, 'neu': 0.596, 'pos': 0.355, 'compound': 0.8957}",0.8957,positive,,,,,,
71680,"regardless whether you are vaccinated or not, if you bogans are throwing parties, hittin' clubs 'n pubs 'n being irresponsible reckless - at least stop posting selfies stories all over how imbecelic you are. seriously. idiocy isn't new cool.","[('regardless', 'RB'), ('whether', 'IN'), ('you', 'PRP'), ('are', 'VBP'), ('vaccinated', 'VBN'), ('or', 'CC'), ('not', 'RB'), ('if', 'IN'), ('you', 'PRP'), ('boggans', 'NNS'), ('are', 'VBP'), ('throwing', 'VBG'), ('parties', 'NNS'), ('hitting', 'VBG'), ('clubs', 'NNS'), ('i', 'VBP'), ('pubs', 'VBP'), ('i', 'JJ'), ('being', 'VBG'), ('irresponsible', 'JJ'), ('reckless', 'NN'), ('at', 'IN'), ('least', 'JJS'), ('stop', 'JJ'), ('posting', 'NN'), ('selfies', 'NNS'), ('stories', 'VBZ'), ('all', 'DT'), ('over', 'IN'), ('how', 'WRB'), ('imbecilic', 'JJ'), ('you', 'PRP'), ('are', 'VBP'), ('seriously', 'RB'), ('idiocy', 'JJ'), ('is', 'VBZ'), ('not', 'RB'), ('new', 'JJ'), ('cool', 'NN')]",ENGLISH,"['regardless', 'whether', 'vaccinate', 'not', 'boggan', 'throw', 'party', 'hit', 'club', 'pub', 'irresponsible', 'reckless', 'least', 'stop', 'post', 'selfie', 'story', 'imbecilic', 'seriously', 'idiocy', 'not', 'new', 'cool']",regardless whether vaccinate not boggan throw party hit club pub irresponsible reckless least stop post selfie story imbecilic seriously idiocy not new cool,"{'neg': 0.248, 'neu': 0.693, 'pos': 0.058, 'compound': -0.7758}",-0.7758,negative,,,,,,
71689,army personnel are doing their best one who come viharamahadevi park... let them know if your parents can't walk or stand long time. they take care everything. alhamdulillah 🌻 got my mom vaccinated just now #sl #lka #covid19sl #sinopharm,"[('army', 'NN'), ('personnel', 'NNS'), ('are', 'VBP'), ('doing', 'VBG'), ('their', 'PRP$'), ('best', 'JJS'), ('one', 'NN'), ('who', 'WP'), ('come', 'VBP'), ('viharamahadevi', 'VBP'), ('park', 'JJ'), ('let', 'VB'), ('them', 'PRP'), ('know', 'VB'), ('if', 'IN'), ('your', 'PRP$'), ('parents', 'NNS'), ('cannot', 'VBP'), ('walk', 'NN'), ('or', 'CC'), ('stand', 'VB'), ('long', 'JJ'), ('time', 'NN'), ('they', 'PRP'), ('take', 'VBP'), ('care', 'NN'), ('everything', 'NN'), ('alhamdulillah', 'NN'), ('sunflower', 'NN'), ('got', 'VBD'), ('my', 'PRP$'), ('mom', 'NN'), ('vaccinated', 'VBD'), ('just', 'RB'), ('now', 'RB'), ('so', 'RB'), ('la', 'JJ'), ('sinopharm', 'NN')]",ENGLISH,"['army', 'personnel', 'good', 'one', 'come', 'viharamahadevi', 'park', 'let', 'know', 'parent', 'can', 'not', 'walk', 'stand', 'long', 'time', 'take', 'care', 'everything', 'alhamdulillah', 'sunflower', 'get', 'mom', 'vaccinate', 'la', 'sinopharm']",army personnel good one come viharamahadevi park let know parent can not walk stand long time take care everything alhamdulillah sunflower get mom vaccinate la sinopharm,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.8126}",0.8126,positive,,,,,,
71797,got my 2nd dose. super fast service nicely organized #pwtc #vaccinated,"[('got', 'VBD'), ('my', 'PRP$'), ('and', 'CC'), ('dose', 'VB'), ('super', 'JJR'), ('fast', 'NN'), ('service', 'NN'), ('nicely', 'RB'), ('organized', 'VBN'), ('put', 'NN'), ('vaccinated', 'VBD')]",ENGLISH,"['get', 'dose', 'super', 'fast', 'service', 'nicely', 'organize', 'put', 'vaccinated']",get dose super fast service nicely organize put vaccinated,"{'neg': 0.0, 'neu': 0.57, 'pos': 0.43, 'compound': 0.7783}",0.7783,positive,,,,,,
71913,"million vaccinations 2nd day running impressive acceleration after slow start. credit 2 is humbled 2 have played its part as socially responsible citizen creating awareness anti-vaxxers camp. pls get vaccinated, today .","[('million', 'CD'), ('vaccinations', 'NNS'), ('and', 'CC'), ('day', 'NN'), ('running', 'VBG'), ('impressive', 'JJ'), ('acceleration', 'NN'), ('after', 'IN'), ('slow', 'JJ'), ('start', 'NN'), ('credit', 'NN'), ('two', 'CD'), ('is', 'VBZ'), ('humbled', 'VBN'), ('two', 'CD'), ('have', 'VBP'), ('played', 'VBN'), ('it', 'PRP'), ('is', 'VBZ'), ('part', 'NN'), ('as', 'IN'), ('socially', 'RB'), ('responsible', 'JJ'), ('citizen', 'NN'), ('creating', 'VBG'), ('awareness', 'JJ'), ('anti', 'JJ'), ('baxters', 'NNS'), ('camp', 'VBP'), ('plus', 'CC'), ('get', 'VBP'), ('vaccinated', 'VBN'), ('today', 'NN')]",ENGLISH,"['million', 'vaccination', 'day', 'run', 'impressive', 'acceleration', 'slow', 'start', 'credit', 'two', 'humble', 'two', 'play', 'part', 'socially', 'responsible_citizen', 'create', 'awareness', 'anti_baxter', 'camp', 'plus', 'get', 'vaccinate', 'today']",million vaccination day run impressive acceleration slow start credit two humble two play part socially responsible_citizen create awareness anti_baxter camp plus get vaccinate today,"{'neg': 0.0, 'neu': 0.62, 'pos': 0.38, 'compound': 0.9022}",0.9022,positive,,,,,,
71988,today i am very happy help #chcteam .i am registered 250 people cowin vaccinator app . help chc team vaccinated people my village .this biggest number my village single day vaccination .🇮🇳🇮🇳🇮🇳,"[('today', 'NN'), ('i', 'VBP'), ('am', 'VBP'), ('very', 'RB'), ('happy', 'JJ'), ('help', 'NN'), ('chateau', 'NN'), ('i', 'NN'), ('am', 'VBP'), ('registered', 'VBN'), ('people', 'NNS'), ('coin', 'VBP'), ('vaccination', 'NN'), ('app', 'NN'), ('help', 'NN'), ('chi', 'VB'), ('team', 'NN'), ('vaccinated', 'VBN'), ('people', 'NNS'), ('my', 'PRP$'), ('village', 'NN'), ('this', 'DT'), ('biggest', 'JJS'), ('number', 'NN'), ('my', 'PRP$'), ('village', 'JJ'), ('single', 'JJ'), ('day', 'NN'), ('vaccination', 'NN'), ('indiaindiaindia', 'NN')]",ENGLISH,"['today', 'happy', 'help', 'chateau', 'register', 'people', 'coin', 'vaccination', 'app', 'help', 'chi', 'team', 'vaccinate', 'people', 'village', 'big', 'number', 'village', 'single', 'day', 'vaccination', 'indiaindiaindia']",today happy help chateau register people coin vaccination app help chi team vaccinate people village big number village single day vaccination indiaindiaindia,"{'neg': 0.0, 'neu': 0.698, 'pos': 0.302, 'compound': 0.882}",0.882,positive,,,,,,
71991,my whole family got vaccinated with 2nd dose indigenously developed #covaxin therefore i would like thanks honourable world’s fastest largest free vaccination drive🙏🙏 enitre fraternity #doctors #scientists,"[('my', 'PRP$'), ('whole', 'JJ'), ('family', 'NN'), ('got', 'VBD'), ('vaccinated', 'VBN'), ('with', 'IN'), ('and', 'CC'), ('dose', 'VB'), ('indigenous', 'JJ'), ('developed', 'VBN'), ('coaxing', 'VBG'), ('therefore', 'NN'), ('i', 'NN'), ('would', 'MD'), ('like', 'VB'), ('thanks', 'NNS'), ('honorable', 'JJ'), ('world', 'NN'), ('i', 'NN'), ('i', 'VBP'), ('fastest', 'JJS'), ('largest', 'JJS'), ('free', 'JJ'), ('vaccination', 'NN'), ('entire', 'JJ'), ('fraternity', 'NN'), ('doctors', 'NNS'), ('scientists', 'NNS')]",ENGLISH,"['whole', 'family', 'get', 'vaccinate', 'dose', 'indigenous', 'develop', 'therefore', 'would', 'like', 'thank', 'honorable', 'world', 'fastest', 'large', 'free', 'vaccination', 'entire', 'fraternity', 'doctor', 'scientist']",whole family get vaccinate dose indigenous develop therefore would like thank honorable world fastest large free vaccination entire fraternity doctor scientist,"{'neg': 0.0, 'neu': 0.651, 'pos': 0.349, 'compound': 0.8957}",0.8957,positive,,,,,,
72098,"yess, finally fully #vaccinated. i know this doesn't make us bulletproof or #magnetic #covid19, but we're atleast better protected now, than no vaccine at all... thanks ,","[('less', 'RBR'), ('finally', 'RB'), ('fully', 'RB'), ('vaccinated', 'VBN'), ('i', 'NN'), ('know', 'VBP'), ('this', 'DT'), ('does', 'VBZ'), ('not', 'RB'), ('make', 'VB'), ('us', 'PRP'), ('bulletproof', 'VB'), ('or', 'CC'), ('magnetic', 'JJ'), ('but', 'CC'), ('we', 'PRP'), ('are', 'VBP'), ('atleast', 'JJ'), ('better', 'RBR'), ('protected', 'VBN'), ('now', 'RB'), ('than', 'IN'), ('no', 'DT'), ('vaccine', 'NN'), ('at', 'IN'), ('all', 'DT'), ('thanks', 'NNS')]",ENGLISH,"['less', 'finally', 'fully', 'vaccinate', 'know', 'not', 'make', '-PRON-', 'bulletproof', 'magnetic', 'atleast', 'better', 'protect', 'vaccine', 'thank']",less finally fully vaccinate know not make -PRON- bulletproof magnetic atleast better protect vaccine thank,"{'neg': 0.079, 'neu': 0.594, 'pos': 0.327, 'compound': 0.8674}",0.8674,positive,,,,,,
72122,2nd vaccination done ✔️ big thank you all our health care workers i urge everyone get vaccinated when you get opportunity. 🙏,"[('and', 'CC'), ('vaccination', 'NN'), ('done', 'VBN'), ('checkmark', 'NN'), ('i', 'NN'), ('big', 'JJ'), ('thank', 'NN'), ('you', 'PRP'), ('all', 'DT'), ('our', 'PRP$'), ('health', 'NN'), ('care', 'NN'), ('workers', 'NNS'), ('i', 'VBP'), ('urge', 'VBP'), ('everyone', 'NN'), ('get', 'NN'), ('vaccinated', 'VBN'), ('when', 'WRB'), ('you', 'PRP'), ('get', 'VBP'), ('opportunity', 'NN')]",ENGLISH,"['vaccination', 'do', 'checkmark', 'big', 'thank', 'health', 'care', 'worker', 'urge_everyone', 'get', 'vaccinated', 'get', 'opportunity']",vaccination do checkmark big thank health care worker urge_everyone get vaccinated get opportunity,"{'neg': 0.0, 'neu': 0.679, 'pos': 0.321, 'compound': 0.8176}",0.8176,positive,,,,,,
72213,"another stupid decision again. why don't they understand how people are suffering because such ban. you people get roam freely name ""government service"" here we are stuck without options. allow rtpcr vaccinated people.","[('another', 'DT'), ('stupid', 'JJ'), ('decision', 'NN'), ('again', 'RB'), ('why', 'WRB'), ('do', 'VBP'), ('not', 'RB'), ('they', 'PRP'), ('understand', 'VBP'), ('how', 'WRB'), ('people', 'NNS'), ('are', 'VBP'), ('suffering', 'VBG'), ('because', 'IN'), ('such', 'JJ'), ('ban', 'NN'), ('you', 'PRP'), ('people', 'NNS'), ('get', 'VBP'), ('roam', 'JJ'), ('freely', 'RB'), ('name', 'JJ'), ('government', 'NN'), ('service', 'NN'), ('here', 'RB'), ('we', 'PRP'), ('are', 'VBP'), ('stuck', 'VBN'), ('without', 'IN'), ('options', 'NNS'), ('allow', 'VBP'), ('roper', 'NN'), ('vaccinated', 'VBN'), ('people', 'NNS')]",ENGLISH,"['another', 'stupid', 'decision', 'not', 'understand', 'people', 'suffer', 'ban', 'people', 'get', 'roam', 'freely', 'name', 'government', 'service', 'stick', 'without', 'option', 'allow', 'roper', 'vaccinated', 'people']",another stupid decision not understand people suffer ban people get roam freely name government service stick without option allow roper vaccinated people,"{'neg': 0.315, 'neu': 0.618, 'pos': 0.066, 'compound': -0.871}",-0.871,negative,,,,,,
72296,"finally we are fully #vaccinated. we are fortunate that we got our second #covid dose just 10 minutes without any problem one best schools design by #delhi govt. thanks all medical staff, administration &amp; govt smooth arrangements.","[('finally', 'RB'), ('we', 'PRP'), ('are', 'VBP'), ('fully', 'RB'), ('vaccinated', 'VBN'), ('we', 'PRP'), ('are', 'VBP'), ('fortunate', 'JJ'), ('that', 'IN'), ('we', 'PRP'), ('got', 'VBD'), ('our', 'PRP$'), ('second', 'JJ'), ('couid', 'NN'), ('dose', 'NN'), ('just', 'RB'), ('ten', 'VB'), ('minutes', 'NNS'), ('without', 'IN'), ('any', 'DT'), ('problem', 'NN'), ('one', 'CD'), ('best', 'JJS'), ('schools', 'NNS'), ('design', 'NN'), ('by', 'IN'), ('delhi', 'JJ'), ('govt', 'JJ'), ('thanks', 'NNS'), ('all', 'DT'), ('medical', 'JJ'), ('staff', 'NN'), ('administration', 'NN'), ('amp', 'NN'), ('govt', 'VBD'), ('smooth', 'JJ'), ('arrangements', 'NNS')]",ENGLISH,"['finally', 'fully', 'vaccinate', 'fortunate', 'get', 'second', 'couid', 'dose', 'ten', 'minute', 'without', 'problem', 'one', 'good', 'school', 'design', 'delhi', 'govt', 'thanks', 'medical', 'staff', 'administration', 'amp', 'govt', 'smooth', 'arrangement']",finally fully vaccinate fortunate get second couid dose ten minute without problem one good school design delhi govt thanks medical staff administration amp govt smooth arrangement,"{'neg': 0.0, 'neu': 0.729, 'pos': 0.271, 'compound': 0.9054}",0.9054,positive,,,,,,
72458,got vaccinated free our pm cares thank you ji 🙏,"[('got', 'VBD'), ('vaccinated', 'VBN'), ('free', 'JJ'), ('our', 'PRP$'), ('am', 'VBP'), ('cares', 'NNS'), ('thank', 'IN'), ('you', 'PRP'), ('ji', 'VBP')]",ENGLISH,"['get', 'vaccinate', 'free', 'care', 'thank']",get vaccinate free care thank,"{'neg': 0.0, 'neu': 0.443, 'pos': 0.557, 'compound': 0.8316}",0.8316,positive,,,,,,
72635,good morning ☀️ gentle reminder: please be extra careful delta variants now. 🦠 get yourself vaccinated okies 🤍,"[('good', 'JJ'), ('morning', 'NN'), ('sun', 'NN'), ('i', 'NN'), ('gentle', 'VBP'), ('reminder', 'NN'), ('please', 'NN'), ('be', 'VB'), ('extra', 'JJ'), ('careful', 'JJ'), ('delta', 'JJ'), ('variants', 'NNS'), ('now', 'RB'), ('microbe', 'VBP'), ('get', 'VB'), ('yourself', 'PRP'), ('vaccinated', 'JJ'), ('okies', 'NNS')]",ENGLISH,"['good', 'morning', 'sun', 'gentle', 'reminder', 'please', 'extra', 'careful', 'delta', 'variant', 'microbe', 'get', 'vaccinated', 'okie']",good morning sun gentle reminder please extra careful delta variant microbe get vaccinated okie,"{'neg': 0.0, 'neu': 0.591, 'pos': 0.409, 'compound': 0.8271}",0.8271,positive,,,,,,
